n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,2,0.001,m1,0,1000000,888284,0,0,0,0.888284,0.0,0,14.692722896004852,"['x', 'x', 'x', 'x']"
4,x,2,0.0001,normal,0,1000000,986168,0,0,0,0.986168,0.0,0,20.817308069999854,"['x', 'x', 'x', 'x']"
4,x,5,0.001,m1,0,1000000,956315,0,0,0,0.956315,0.0,0,2.7036778589972528,"['z', 'z', 'x', 'x']"
4,x,5,0.0005,normal,0,1000000,968113,0,0,0,0.968113,0.0,0,30.62766175500292,"['z', 'z', 'x', 'x']"
4,x,3,0.001,m1,0,1000000,921843,0,0,0,0.921843,0.0,0,7.038050823000958,"['z', 'x', 'x', 'x']"
4,x,2,0.0005,m1,0,1000000,942409,0,0,0,0.942409,0.0,0,3.695443240998429,"['x', 'x', 'x', 'x']"
4,x,5,0.0005,m1,0,1000000,977970,0,0,0,0.97797,0.0,0,2.2329771609947784,"['z', 'z', 'x', 'x']"
4,x,2,0.0001,m1,0,1000000,988213,0,0,0,0.988213,0.0,0,1.829659458999231,"['x', 'x', 'x', 'x']"
4,x,3,0.0001,m1,0,1000000,991829,0,0,0,0.991829,0.0,0,1.7193853110002235,"['z', 'x', 'x', 'x']"
4,x,3,0.0005,m1,0,1000000,960133,0,0,0,0.960133,0.0,0,7.246096784001565,"['z', 'x', 'x', 'x']"
4,x,5,0.0001,m1,0,1000000,995545,0,0,0,0.995545,0.0,0,1.575207229994703,"['z', 'z', 'x', 'x']"
4,x,3,0.0001,normal,0,1000000,989800,0,0,0,0.9898,0.0,0,50.98689864500193,"['z', 'x', 'x', 'x']"
4,x,5,0.0001,normal,0,1000000,993486,0,0,0,0.993486,0.0,0,57.57758877499873,"['z', 'z', 'x', 'x']"
4,x,5,0.001,normal,0,1000000,937627,0,0,0,0.937627,0.0,0,69.67479344899766,"['z', 'z', 'x', 'x']"
4,x,2,0.001,normal,0,1000000,871026,0,0,0,0.871026,0.0,0,67.30502432599314,"['x', 'x', 'x', 'x']"
4,x,3,0.0005,normal,0,1000000,950319,0,0,0,0.950319,0.0,0,69.67767720700067,"['z', 'x', 'x', 'x']"
4,x,2,0.0005,normal,0,1000000,932816,0,0,0,0.932816,0.0,0,72.79297192300146,"['x', 'x', 'x', 'x']"
4,x,3,0.001,normal,0,1000000,903331,0,0,0,0.903331,0.0,0,81.37276460599969,"['z', 'x', 'x', 'x']"
