n,lstate,i,p_error,sim_type,shots,prep_rate,count_accept,LER,eff,N_samples,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
3,z,5,0.1,normal,112500000,0.9804886844444445,110304977,0.005074763770392512,0.9755122622222223,1125,0.0001472613609054369,0.0025200490824771955,9.047778954285286e-05,0.0015483251622837137,0.00015761261346281932,0.002697187636333642,0,1,24,16,24,1.0,0.0,34252.0,1051191,0,0,0,1527.4920883489685
3,z,5,0.3,m1,112500000,0.9512397333333333,107014470,0.015308673351834294,0.936670168888889,1125,0.00030466135800680017,0.005213598264953609,0.00016037840766424424,0.0027445180229114033,0.0002577896900987468,0.0044114944206076695,0,1,20,12,16,1.0,0.0,138382.0,3001388,0,0,0,814.310648138915
3,z,5,0.3,normal,112500000,0.9428951377777778,106075703,0.015223103421895735,0.92853616,1125,0.000411710023057332,0.007045496927863776,0.0002662278164225335,0.004555894094557039,0.0004409197013594976,0.007545355292286299,0,1,24,16,24,1.0,0.0,102337.0,3026096,0,0,0,2786.069220665813
3,z,5,0.5,m1,112500000,0.9204152000000001,103546710,0.025490036793515535,0.89693488,1125,0.00048362778410660406,0.00827620868165785,0.000263688330642196,0.004512436470837176,0.00040744764453881145,0.006972555845364439,0,1,20,12,16,1.0,0.0,229518.0,4824036,0,0,0,1346.453211268028
3,z,5,0.5,normal,112500000,0.9071352177777777,102052712,0.025325642671370975,0.8841484755555556,1125,0.0006563837208244698,0.011232540452202237,0.0004345407436336273,0.007436193686924232,0.0006971044511530156,0.011929384746396616,0,1,24,16,24,1.0,0.0,170773.0,4830471,0,0,0,4292.934819565162
3,z,5,0.8,m1,112500000,0.8765024,98606520,0.04058854981636672,0.8408833066666667,1125,0.000723125458372774,0.01237467613149656,0.0004076971489142746,0.006976825555141627,0.0006033119502236227,0.010324335706668289,0,1,20,12,16,1.0,0.0,359114.0,7296068,0,0,0,1680.855036825138
3,z,5,0.8,normal,112500000,0.8567284444444444,96381950,0.04047680169466537,0.8220225822222222,1125,0.000970901664862088,0.01661481215892358,0.0006793312243363249,0.011625235690210576,0.001022828456418831,0.017503423146992502,0,1,24,16,24,1.0,0.0,274583.0,7259653,0,0,0,4555.275989537906
3,z,5,1.0,m1,112500000,0.8487446755555555,95483776,0.05054365641217902,0.8057833644444445,1125,0.0008676161647638049,0.01484731165400147,0.0004987076709963014,0.008534267244247424,0.0007195051700379815,0.01231272298750616,0,1,20,12,16,1.0,0.0,442304.0,8781687,0,0,0,1497.355627085879
3,z,5,1.0,normal,112500000,0.8251751555555555,92832205,0.050555297575496344,0.7834197644444444,1125,0.001155297408063264,0.01977033320402121,0.0008339540849273502,0.014271260387840722,0.0012111549590098066,0.020726210354325755,0,1,24,16,24,1.0,0.0,343748.0,8707467,0,0,0,4058.191700834843
3,z,6,0.1,m1,112500000,0.9940500800000001,111830634,7.840616723888235e-05,0.9939721333333333,1125,3.410121487489068e-05,0.0005835660809355806,4.0399452802396315e-06,6.913463473465755e-05,3.3633698402627575e-05,0.0005755655813495001,1,0,12,4,8,1.0,0.0,39.0,17460,0,0,0,59.32570472813308
3,z,6,0.1,normal,112500000,0.9951853333333333,111958350,0.00020613549117283006,0.9949801911111111,1125,1.4518631927855157e-05,0.00024845393824731853,2.162021211081723e-06,3.6998161199809855e-05,1.485737420283862e-05,0.0002542507552400426,1,0,16,8,16,1.0,0.0,144.0,45869,0,0,0,290.39196143699513
3,z,6,0.3,m1,112500000,0.98230192,110508966,0.00028242755823854775,0.9820244311111112,1125,9.486896910514067e-05,0.0016234703867940455,1.1694135497402798e-05,0.00020011899421137222,9.341502918325332e-05,0.0015985894543919471,1,0,12,4,8,1.0,0.0,492.0,61451,0,0,0,89.99956712092893
3,z,6,0.3,normal,112500000,0.9856430577777777,110884844,0.0006639918681886365,0.9849886044444445,1125,2.9307783231874315e-05,0.000501537211043108,4.503689778206362e-06,7.707058541051308e-05,3.0257357587344445e-05,0.0005177870539654684,1,0,16,8,16,1.0,0.0,1426.0,144400,0,0,0,606.8597168752749
3,z,6,0.5,m1,112500000,0.9707083822222222,109204693,0.000557228419000808,0.9701672800000001,1125,0.00015558013094785718,0.0026624062404162815,1.9633860378589442e-05,0.0003359896413311154,0.00015246005272225775,0.002609013074542119,1,0,12,4,8,1.0,0.0,1427.0,118894,0,0,0,119.2515093351903
3,z,6,0.5,normal,112500000,0.9762327111111111,109826180,0.0011837784880156432,0.9750770844444444,1125,4.4396165179779834e-05,0.0007597411475685985,6.9565227600166685e-06,0.0001190453401409826,4.6078512815036395e-05,0.0007885307675243615,1,0,16,8,16,1.0,0.0,3872.0,252272,0,0,0,744.356423342113
3,z,6,0.8,m1,112500000,0.9537449333333334,107296305,0.001084174924397552,0.9527103422222222,1125,0.00023998016808774543,0.004106724253285902,3.169945190907217e-05,0.0005424652753941646,0.0002339011226585519,0.00400269497661764,1,0,12,4,8,1.0,0.0,3974.0,224835,0,0,0,160.10506191786766
3,z,6,0.8,normal,112500000,0.96239328,108269244,0.002077216178757949,0.9603942266666666,1125,6.285062260226378e-05,0.0010755479431136215,1.0761593761776916e-05,0.0001841606265120219,6.587926365301566e-05,0.0011273763660901081,1,0,16,8,16,1.0,0.0,9913.0,429961,0,0,0,865.9847069800089
3,z,6,1.0,m1,112500000,0.9426661866666667,106049946,0.0015145907435834723,0.9412375066666666,1125,0.00029316896214533883,0.005016931593750307,3.996433634192527e-05,0.000683900301552629,0.00028489243317564815,0.004875297297367849,1,0,12,4,8,1.0,0.0,6354.0,308745,0,0,0,171.30510360410332
3,z,6,1.0,normal,112500000,0.9532693333333334,107242800,0.0027441096276077975,0.9506535333333332,1125,7.540144843689716e-05,0.0012903272778585252,1.3331580305419555e-05,0.00022814020263073112,7.941190495517957e-05,0.0013589572783357189,1,0,16,8,16,1.0,0.0,15104.0,558347,0,0,0,1105.33110364815
3,z,7,0.1,m1,112500000,0.9844336266666667,110748783,8.363949654985523e-06,0.984425391111111,1125,0.00010186792396411303,0.0017432418574785963,4.2442825586494316e-07,7.2631410588190305e-06,0.00010180838855400506,0.0017422230419882666,0,1,20,4,16,1.0,0.0,2.0,1849,0,0,0,107.47870214283098
3,z,7,0.1,normal,112500000,0.9843296977777779,110737091,8.514477713028825e-06,0.9843213155555556,1125,0.00014782171038942477,0.0025296382115895973,4.838793085271701e-07,8.280512959992444e-06,0.000147794660451851,0.0025291753123610097,0,1,24,8,24,1.0,0.0,10.0,1866,0,0,0,361.0898616529885
3,z,7,0.3,m1,112500000,0.9540452711111113,107330093,7.572576462808251e-05,0.9539729688888888,1125,0.00029065214733527714,0.004973861933020133,2.1562884188088323e-06,3.690005727208229e-05,0.0002900075447232704,0.004962830999916145,0,1,20,4,16,1.0,0.0,59.0,16150,0,0,0,129.32258025290497
3,z,7,0.3,normal,112500000,0.9537777333333333,107299995,7.624387841913381e-05,0.9537049777777779,1125,0.00042576975301629867,0.00728609778449801,2.798630359165841e-06,4.789230403308269e-05,0.0004254728399325536,0.00728101678063069,0,1,24,8,24,1.0,0.0,143.0,16084,0,0,0,667.9116234990215
3,z,7,0.5,m1,112500000,0.9246438133333335,104022429,0.00021231562330346814,0.9244472533333333,1125,0.00046965095313556554,0.008037026455933871,5.331806173209449e-06,9.12419467817552e-05,0.0004679529964189974,0.008007969721435667,0,1,20,4,16,1.0,0.0,197.0,43832,0,0,0,192.5415950326387
3,z,7,0.5,normal,112500000,0.9241313777777778,103964780,0.00021053239684248016,0.9239366888888889,1125,0.0006856314093842126,0.011733049277235357,7.052877308622863e-06,0.00012069423290086596,0.0006849214139016805,0.011720899291296636,0,1,24,8,24,1.0,0.0,405.0,42995,0,0,0,876.5466288981297
3,z,7,0.8,m1,112500000,0.8822594666666668,99254190,0.0005397874840030358,0.8817822755555556,1125,0.0007145701948525966,0.012228271916216909,1.2971998003107628e-05,0.0002219867551449504,0.0007102845995836279,0.01215493353091998,0,1,20,4,16,1.0,0.0,804.0,105760,0,0,0,359.970133347866
3,z,7,0.8,normal,112500000,0.8815646044444444,99176018,0.0005382155243950198,0.881089671111111,1125,0.0010425738679818108,0.0178413217375425,1.7814878929902478e-05,0.0003048618390167652,0.0010407931254216203,0.017810848308345978,0,1,24,8,24,1.0,0.0,1323.0,104214,0,0,0,852.0430237271175
3,z,7,1.0,m1,112500000,0.8552033600000001,96210378,0.0008445031892973598,0.8544793199999999,1125,0.0008655947446318818,0.014812719566046878,2.012416420543183e-05,0.00034438009556413476,0.0008590052478114022,0.014699955054607252,0,1,20,4,16,1.0,0.0,1603.0,159703,0,0,0,247.99294188503697
3,z,7,1.0,normal,112500000,0.8543368622222222,96112897,0.000845012117113347,0.8536140266666666,1125,0.001264107575459403,0.021632376042854617,2.7683102733710044e-05,0.0004737344352603514,0.0012611578005799918,0.021581897238145294,0,1,24,8,24,1.0,0.0,2367.0,157904,0,0,0,974.5502761322314
4,x,2,0.1,m1,168000200000,0.9355057422835856,157004353328,2.404511084158303e-09,0.9355057400323913,12349,0.00018605621653253028,0.010548823095860457,5.538116306321942e-10,3.139943952879209e-08,0.00018605621361606747,0.010548822930505863,0,2,56,56,48,1.0,0.0,4.0,812,0,0,0,83405.52455695884
4,x,2,0.1,m2,8550000,0.9583187801809887,7999019,0.0,0.9355577777777777,171,0.000799721997321245,0.005335572503953795,0.0,0.0,0.0010631083427603148,0.00709282933488859,0,2,56,56,48,0.9890352496626181,0.0002549471647870251,0.0,0,203122,0,0,100.10176869196584
4,x,2,0.1,normal,6279300000,0.9245566401606425,5800842674,3.695621424356046e-09,0.924556636746988,1494,0.00043894006692503693,0.008656143608230882,1.1643557890519008e-09,2.296174735588565e-08,0.0004389400831177853,0.008656143927560936,0,2,64,64,64,1.0,0.0,0.0,51,0,0,0,130146.56430901747
4,x,2,0.3,m1,8950200000,0.8200521441972076,7339361105,7.229414111132426e-08,0.8200520855693717,9168,0.0004916388361929829,0.024017478626870117,5.5710494888235996e-09,2.721562093490413e-07,0.0004916390901822923,0.024017491034723927,0,2,56,56,48,1.0,0.0,18.0,1012,0,0,0,73727.16041071917
4,x,2,0.3,m2,8550000,0.8826733027520975,7018271,7.526710791256009e-08,0.8208503508771929,171,0.0022414959514459407,0.014954777042921032,1.4752353150861778e-07,9.842451514902602e-07,0.0026759394377451227,0.01785329018596843,0,2,56,56,48,0.9676545748987855,0.0006391684199369925,0.0,1,599199,0,0,228.5324107350025
4,x,2,0.3,normal,6279300000,0.7913746008032129,4956822084,7.51038145247392e-08,0.7913745414993306,1494,0.0009257154561712789,0.018255626525764505,7.115366311687843e-09,1.403190031172452e-07,0.0009257157009548929,0.018255631353034273,0,2,64,64,64,1.0,0.0,13.0,860,0,0,0,289255.2348768811
4,x,2,0.5,m1,8951200000,0.7198111996946231,6442779559,3.8926878714596605e-07,0.7198109217471916,9169,0.0005950535676392863,0.029071067422574027,1.576934547197448e-08,7.704040952889939e-07,0.0005950541434745757,0.029071095554741334,0,2,56,56,48,1.0,0.0,79.0,4813,0,0,0,138489.46105747684
4,x,2,0.5,m2,8550000,0.8091084931044297,6132926,4.166180331484464e-07,0.7173009941520467,171,0.0034659021385224625,0.02312375077044019,3.617117995171341e-07,2.413263031808314e-06,0.004038043601234963,0.02694095508274631,0,2,56,56,48,0.9475663157894737,0.001040084889324285,0.0,5,971334,0,0,328.22341991608846
4,x,2,0.5,normal,6279300000,0.6768333397590361,4230753100,4.781056345120687e-07,0.6768330167336011,1494,0.0012556322293666993,0.02476176980757937,4.0212903537134386e-08,7.930209478480308e-07,0.0012556324897107422,0.024761774941709502,0,2,64,64,64,1.0,0.0,70.0,4049,0,0,0,441382.95784288
4,x,2,0.8,m1,8952300000,0.5914487176970886,5294148249,2.1013000619355786e-06,0.5914474951477483,9171,0.0007387119322225227,0.03609336633648165,7.737560062588533e-08,3.780561511295742e-06,0.0007387126618773376,0.03609340198731845,0,2,56,56,48,1.0,0.0,380.0,21160,0,0,0,227852.84697679395
4,x,2,0.8,m2,8550000,0.7130482751841629,5019754,1.9294918952772947e-06,0.587104619883041,171,0.004918695246923767,0.03281647272767532,1.0304596956343016e-06,6.875004610196329e-06,0.005361907181526864,0.035773487064674384,0,2,56,56,48,0.9183395951417005,0.001696637797219572,1.0,17,1512759,0,0,459.2128273859562
4,x,2,0.8,normal,6279300000,0.5371510805890228,3348576265,2.5879273263071994e-06,0.53714969437751,1494,0.0015089785413014993,0.029757900769344158,1.1687658614013614e-07,2.304871644906287e-06,0.0015089784099345238,0.02975789817871393,0,2,64,64,64,1.0,0.0,292.0,17921,0,0,0,587798.1425825843
4,x,2,1.0,m1,8952300000,0.518061944171846,4636743328,4.645730840903628e-06,0.5180595512485007,9171,0.0008188592193662224,0.04000935208081554,8.291126024270268e-08,4.051033100759212e-06,0.0008188589716245977,0.040009339976192854,0,2,56,56,48,1.0,0.0,796.0,41390,0,0,0,275240.3800156659
4,x,2,1.0,m2,8550000,0.6563009679657366,4426296,4.839733669321081e-06,0.5176929824561403,171,0.005542758389672304,0.03698008727914869,1.5101387473826243e-06,1.0075319679437689e-05,0.005617417322105074,0.03747819555727177,0,2,56,56,48,0.9022971659919028,0.0016348887692713375,1.0,40,1809945,0,0,566.9042028450349
4,x,2,1.0,normal,6279300000,0.4604881808567604,2865353414,6.0615094481060094e-06,0.4604854002677376,1494,0.0016138025330953531,0.03182508851301983,2.4107830155793945e-07,4.75419893593424e-06,0.0016138012336440915,0.031825062887114196,0,2,64,64,64,1.0,0.0,650.0,35097,0,0,0,656912.9318400115
4,x,3,0.1,m1,91900200000,0.9647780307379699,88549418789,1.0746940965597598e-08,0.9647780203990025,10827,0.00020850651402862312,0.011069235430412227,1.6576963050351324e-09,8.800411228418202e-08,0.0002085065499700384,0.011069237338477256,1,1,40,40,32,1.0,0.0,13.0,1506,0,0,0,37086.890511046775
4,x,3,0.1,m2,8600000,0.9833330634237484,8290091,0.0,0.9639640697674419,172,0.0004131871412552181,0.002764744161033857,0.0,0.0,0.00076123963883958,0.005093655238726943,1,1,40,40,32,0.9934328682170542,0.0001666454116614788,0.0,0,169432,0,0,180.93023943340813
4,x,3,0.1,normal,6274300000,0.9554061561955793,5989127174,3.88036458321438e-08,0.955406119223041,1493,0.0003679346621218946,0.007253448568310112,4.189147695463277e-09,8.258468277726735e-08,0.00036793532281697677,0.007253461593225379,1,1,48,48,48,1.0,0.0,9.0,534,0,0,0,113693.11353793298
4,x,3,0.3,m1,8951200000,0.8991360085069257,8047630635,1.3328716337319666e-07,0.8991358899007525,9169,0.0005020755410263066,0.02452866884288461,8.087512167041474e-09,3.9511167443579245e-07,0.0005020760110856445,0.02452869180741663,1,1,40,40,32,1.0,0.0,46.0,2047,0,0,0,44894.74037602081
4,x,3,0.3,m2,8600000,0.9510369675781714,7711278,0.0,0.8966602325581395,172,0.0011616409943793304,0.007772846334644394,0.0,0.0,0.002068977821611934,0.013844076401392374,1,1,40,40,32,0.9809303488372093,0.0004760531084963132,0.0,0,491997,0,0,366.43931263993727
4,x,3,0.3,normal,6274300000,0.871941320964501,5454655600,5.537611237380621e-07,0.871940840790355,1493,0.0009539736828523456,0.018806597356675378,4.720208692158456e-08,9.305399709505738e-07,0.0009539793588329118,0.018806709252719295,1,1,48,48,48,1.0,0.0,192.0,5854,0,0,0,256103.45474629724
4,x,3,0.5,m1,8950200000,0.837498134816754,7494586437,5.960643817202598e-07,0.8374976426701571,9168,0.0006692865284906228,0.03269590136074173,2.3239237815850634e-08,1.1352803246158825e-06,0.0006692881000137549,0.032695978132592236,1,1,40,40,32,1.0,0.0,329.0,8186,0,0,0,91369.66972605602
4,x,3,0.5,m2,8600000,0.9190705086330229,7158180,1.1965474869177432e-06,0.832345523255814,172,0.0019736517827917428,0.01320622472860806,6.403232826124176e-07,4.284572001438964e-06,0.0032792681008295805,0.021942447934586273,1,1,40,40,32,0.9685091472868217,0.0007027928111873412,2.0,13,812464,0,0,501.38086078237393
4,x,3,0.5,normal,6279300000,0.7969266066934405,4980075261,1.9584788590638015e-06,0.7969250599732263,1494,0.0013512710935967725,0.02664782169867956,1.1606449419020029e-07,2.2888567374703395e-06,0.0013512892160962475,0.02664817908450468,1,1,48,48,48,1.0,0.0,885.0,18839,0,0,0,407341.7447403915
4,x,3,0.8,m1,8952300000,0.7544837456111657,6752922703,2.6239103440937117e-06,0.7544817974048631,9171,0.0008009104470302113,0.039132377461948,6.126442954906728e-08,2.993371844498599e-06,0.0008009148009733833,0.039132590195029814,1,1,40,40,32,1.0,0.0,1060.0,32759,0,0,0,148777.04996352972
4,x,3,0.8,m2,8600000,0.8729903293511101,6425865,3.6491510009522707e-06,0.7471908720930233,172,0.003116637334708893,0.020854242576426534,1.1620898233040847e-06,7.775849567381134e-06,0.004631649916823916,0.030991591424144187,1,1,40,40,32,0.9518993798449613,0.0011283591927828637,2.0,43,1240996,0,0,722.3932878208434
4,x,3,0.8,normal,6279300000,0.6966000258366801,4340242185,7.246620018391365e-06,0.6965950324631861,1494,0.0017616553719606131,0.03474082918592788,2.910796241037919e-07,5.7402529810581026e-06,0.0017616971659964926,0.03474165338768981,1,1,48,48,48,1.0,0.0,3352.0,59812,0,0,0,558023.2801170266
4,x,3,1.0,m1,8950300000,0.7038489778601811,6298094795,5.810757477102124e-06,0.7038449795506598,9169,0.0008630404039407941,0.04216344063090683,1.253541933761865e-07,6.124121264911994e-06,0.000863051654558836,0.04216399027465897,1,1,40,40,32,1.0,0.0,2414.0,66702,0,0,0,189904.7034667511
4,x,3,1.0,m2,8600000,0.8456203294076259,5981297,6.088079555745125e-06,0.695495465116279,172,0.0036124269784937424,0.024171701872451774,1.5730844045959747e-06,1.0525922731302367e-05,0.005347118871440016,0.03577898294041122,1,1,40,40,32,0.9407131007751938,0.0013396572828710423,2.0,68,1529602,0,0,765.0898337334365
4,x,3,1.0,normal,6274300000,0.637389767983925,3960369236,1.494537736619569e-05,0.6373803704621568,1493,0.0019023916378428686,0.0375036693262267,5.220862116339724e-07,1.0292385779778207e-05,0.0019024728386090035,0.037505270114740266,1,1,48,48,48,1.0,0.0,6693.0,112611,0,0,0,636762.887936923
4,x,4,0.1,m1,50200000,0.9351287649253731,46924448,2.724701533077898e-05,0.9351032854477611,268,0.0007914108023844809,0.006610180209171032,1.8132135761003338e-06,1.5144686501152679e-05,0.000791389108202379,0.006609999010667357,0,2,56,40,48,1.0,0.0,22.0,2525,0,0,0,7850.921745224041
4,x,4,0.1,normal,24300000,0.9263020164609053,22509139,2.796601474498933e-05,0.9262761111111111,243,0.0007706322082930105,0.006129064922659421,2.066883144551838e-06,1.643853039645082e-05,0.0007706044323216891,0.006128844012178797,0,2,64,48,64,1.0,0.0,6.0,1247,0,0,0,12589.881690035661
4,x,4,0.3,m1,50200000,0.8180383320895522,40988760,0.00024102897890830043,0.8178412052238806,268,0.002014842782877832,0.016828774446649254,1.1130948636296944e-05,9.297014415681946e-05,0.0020146077732970972,0.01682681155244202,0,2,56,40,48,1.0,0.0,160.0,20695,0,0,0,9540.41133698533
4,x,4,0.3,normal,24300000,0.7950931687242798,19320764,0.0002474012847195954,0.7948965637860083,243,0.0019718710333248585,0.015682871092463257,1.1530595356904302e-05,9.17062209168798e-05,0.0019720528068901955,0.015684316791165158,0,2,64,48,64,1.0,0.0,79.0,9397,0,0,0,11658.494519890257
4,x,4,0.5,m1,50200000,0.7155593731343284,35726211,0.0006710902499879856,0.7150793097014926,268,0.0030241680265091376,0.02525906340652511,2.953471073483285e-05,0.0002466857412038929,0.003022560103044115,0.025245633385309416,0,2,56,40,48,1.0,0.0,637.0,50075,0,0,0,10806.330163624953
4,x,4,0.5,normal,24300000,0.6829382716049383,16595400,0.0007055294975313918,0.6824573045267489,243,0.002826175525266563,0.02247740633052251,3.283316657359446e-05,0.00026113184393343865,0.0028274921549359872,0.022487877874063204,0,2,64,48,64,1.0,0.0,303.0,22769,0,0,0,11296.964025753783
4,x,4,0.8,m1,50200000,0.5857833694029851,29084913,0.0017334843057941344,0.5847685317164178,268,0.00393265091219318,0.032847076576456295,7.322502230180848e-05,0.0006116047339474797,0.003927060890869621,0.032800386477950555,0,2,56,40,48,1.0,0.0,1766.0,105739,0,0,0,11844.400054666883
4,x,4,0.8,normal,24300000,0.5444038683127572,13229014,0.0018318114250780667,0.5434089300411523,243,0.0035662056328585995,0.028363083733237118,7.779780759889294e-05,0.0006187488771983449,0.0035652610364189058,0.02835557107954539,0,2,64,48,64,1.0,0.0,918.0,46518,0,0,0,11632.410595221736
4,x,4,1.0,m1,50300000,0.5130536096654276,25472001,0.0026993410047203717,0.5116722118959108,269,0.004324047668776317,0.03618349734732172,0.00011305044071785069,0.0009460025964481353,0.0043180763312841205,0.03613352937960734,0,2,56,40,48,1.0,0.0,2795.0,140290,0,0,0,11993.310864785744
4,x,4,1.0,normal,24300000,0.46855950617283953,11385996,0.002880883763394861,0.4672133333333333,243,0.003812042065892233,0.030318293290018655,0.00012153858758349338,0.000966632183149456,0.003808327015893508,0.030288746403205367,0,2,64,48,64,1.0,0.0,1453.0,62518,0,0,0,11327.989645226538
4,x,5,0.1,m1,8950200000,0.9824403800174519,8793383662,2.627763781401558e-08,0.9824403542212041,9168,9.480938219975926e-05,0.004631616021716509,2.962286708886123e-09,1.4471325794410328e-07,9.480946633279304e-05,0.004631620131772899,2,0,24,24,16,1.0,0.0,5.0,445,0,0,0,10782.783809613757
4,x,5,0.1,normal,6269300000,0.9602072394101876,6007125805,2.733108974913463e-07,0.9602069774798928,1492,0.0006113837903785567,0.012048757408110254,3.826318299650284e-08,7.540661313600332e-07,0.0006113856788403456,0.012048794624697162,2,0,32,32,32,1.0,0.0,19.0,2743,0,0,0,100346.07280725945
4,x,5,0.3,m1,8951200000,0.9484948689060967,8491116958,5.178268277311826e-07,0.9484943783400589,9169,0.0002697728905307107,0.013179630063414804,1.7949305705369098e-08,8.769050464133832e-07,0.0002697736309271795,0.013179666235142584,2,0,24,24,16,1.0,0.0,119.0,8407,0,0,0,24627.616920040688
4,x,5,0.3,normal,6269300000,0.8872984522788204,5528407425,3.870532839037417e-06,0.8872950262064343,1492,0.0016718353624531957,0.03294745301642059,2.153862030493675e-07,4.244692369074668e-06,0.001671840441889789,0.03294755311868082,2,0,32,32,32,1.0,0.0,875.0,37607,0,0,0,224527.2697483808
4,x,5,0.5,m1,8949200000,0.9157105281989747,8196287434,2.2869699070407767e-06,0.9157084374386386,9167,0.00043584444034772466,0.021290656579728746,5.52888058132112e-08,2.7008144840238186e-06,0.000435846511162535,0.021290757737396217,2,0,24,24,16,1.0,0.0,598.0,35741,0,0,0,45069.113307565916
4,x,5,0.5,normal,6274300000,0.8206395411922304,5094824291,1.5736020377419885e-05,0.8206267354989953,1493,0.0024659046687907377,0.04861274169244692,7.028146371563582e-07,1.3855258415365866e-05,0.0024659580083459653,0.04861379322621183,2,0,32,32,32,1.0,0.0,4624.0,145877,0,0,0,347722.52473953844
4,x,5,0.8,m1,8953200000,0.8696757203140334,7788405312,9.91127340543819e-06,0.8696671222331261,9171,0.0006550191350567424,0.032004147446053045,1.909911007055045e-07,9.331799669231682e-06,0.0006550249246056105,0.03200443032263741,2,0,24,24,16,1.0,0.0,3450.0,145550,0,0,0,75676.01288209856
4,x,5,0.8,normal,6279300000,0.7338428767068272,4531464960,6.656367505067762e-05,0.7337949172690762,1494,0.0033990472487505307,0.06703111274954886,2.8365107860428885e-06,5.593757909203663e-05,0.0033993131495921526,0.0670363564628575,2,0,32,32,32,1.0,0.0,25027.0,558366,0,0,0,483096.9139900151
4,x,5,1.0,m1,8951300000,0.8407927528898582,7528555186,1.9858734295781276e-05,0.8407761077971647,9170,0.0007769135786916549,0.03795782406252174,3.750468467101816e-07,1.8323739747994117e-05,0.0007769227141524612,0.03795827039558056,2,0,24,24,16,1.0,0.0,7586.0,280136,0,0,0,99449.85957952734
4,x,5,1.0,normal,6274300000,0.6831797103817816,4197980259,0.00013060908216482064,0.6830927446751507,1493,0.003885198984071065,0.07659265057031767,5.340767472660592e-06,0.00010528766698640964,0.0038856994020928758,0.07660251579030788,2,0,32,32,32,1.0,0.0,51732.0,1001384,0,0,0,555817.0569557897
4,x,6,0.1,m1,50200000,0.9332721828358208,46827123,0.0003024303605944595,0.9329899496268657,268,0.0007134965814448762,0.005959409408827892,1.3904300857831855e-05,0.00011613429343632904,0.0007137156444831508,0.005961239111121317,0,2,56,40,48,1.0,0.0,177.0,28181,0,0,0,17202.32940103399
4,x,6,0.1,normal,24300000,0.9247614814814815,22471704,0.0003032813677011506,0.9244810493827161,243,0.0007929689631881644,0.0063067157130632856,1.5552450103089728e-05,0.00012369321624825568,0.0007934291078736062,0.006310375379270511,0,2,64,48,64,1.0,0.0,87.0,13455,0,0,0,12828.858764299745
4,x,6,0.3,m1,50200000,0.8133423731343283,40742509,0.0011966707102707577,0.8123696268656716,268,0.0018899185757737115,0.015785357400839372,4.491182573942692e-05,0.00037512156867966387,0.001891508306094381,0.01579863546562184,0,2,56,40,48,1.0,0.0,1545.0,95455,0,0,0,17626.40108094047
4,x,6,0.3,normal,24300000,0.7916271604938271,19236540,0.0012096062681727037,0.7906705349794239,243,0.0020401929089386615,0.016226255091689564,5.1083518051857e-05,0.0004062822644166348,0.002043268653524939,0.016250717394266524,0,2,64,48,64,1.0,0.0,789.0,44914,0,0,0,11565.97123009988
4,x,6,0.5,m1,50200000,0.7101546865671642,35649724,0.0024501903698887443,0.708415317164179,268,0.002639921843956614,0.022049685288731535,8.416537250681412e-05,0.0007029829236166616,0.002636872368031688,0.02202421484361434,0,2,56,40,48,1.0,0.0,3879.0,166519,0,0,0,17636.16296971406
4,x,6,0.5,normal,24300000,0.6783552263374485,16484032,0.002525926643018879,0.6766456790123457,243,0.0029267773948962864,0.02327752262940818,0.00010574333274295205,0.0008410078693122916,0.0029318885586593992,0.023318173220179428,0,2,64,48,64,1.0,0.0,1985.0,79114,0,0,0,10787.975624357729
4,x,6,0.8,m1,50200000,0.5790642276119403,28890161,0.00508170664039431,0.5761246585820896,268,0.003414256746343955,0.028517240737317047,0.00015592843289835126,0.0013023767657533132,0.0034061067818247403,0.028449168967247643,0,2,56,40,48,1.0,0.0,8605.0,272398,0,0,0,16513.883599807858
4,x,6,0.8,normal,24300000,0.540074938271605,13123821,0.005214912082996684,0.5372609259259259,243,0.003284376336440062,0.02612161233317351,0.00020133021513504105,0.0016012384976601902,0.0032752063241960156,0.026048680525002872,0,2,64,48,64,1.0,0.0,4536.0,127689,0,0,0,10713.649092163221
4,x,6,1.0,m1,50300000,0.5069498289962826,25394806,0.0073637736483472055,0.5032224944237919,269,0.0037086006858532746,0.031033456001844355,0.00022946606063806415,0.0019201649085305837,0.0036952372105118164,0.030921630852908038,0,2,56,40,48,1.0,0.0,13798.0,359006,0,0,0,15254.653015816148
4,x,6,1.0,normal,24300000,0.46422790123456786,11280738,0.007570496095519346,0.46071703703703704,243,0.0034994825612616274,0.0278324154932437,0.00029814369193458147,0.0023712245925927174,0.0034830458022109116,0.027701689107484277,0,2,64,48,64,1.0,0.0,6452.0,157724,0,0,0,10574.258576123655
4,x,7,0.1,m1,50200000,0.9638801156716417,48374846,0.0004947537171616054,0.9634037686567164,268,0.001793150438438127,0.014977111134340635,1.6600668687313197e-05,0.00013865543821901558,0.0017956501072174567,0.01499798936982191,1,1,40,24,32,1.0,0.0,441.0,45721,0,0,0,8541.238971929793
