n,lstate,i,p_error,sim_type,shots,prep_rate,count_accept,LER,eff,N_samples,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
3,x,3,0.8,normal,112500000,0.9469404622222222,106530802,0.0020840677958342815,0.9449671244444445,1125,0.00010280708137404012,0.0017593134376584657,9.302986654432255e-06,0.0001591998256613561,0.00010757285714299286,0.0018408690390735141,1,0,16,16,16,1.0,0.0,9779.0,424443,0,0,0,1263.279471983904
3,x,3,1.0,m1,112500000,0.9399323466666667,105742389,0.0015027388723720821,0.9385187155555555,1125,0.00033160224563629225,0.005674631347456626,4.037884636063773e-05,0.0006909937141485148,0.000321969527738043,0.005509788908462512,1,0,12,12,8,1.0,0.0,6403.0,305261,0,0,0,202.2426494570645
3,x,3,1.0,normal,112500000,0.9342727377777778,105105683,0.0027707524591562963,0.9316843600000001,1125,0.0001237974158027883,0.0021185161008202146,1.182008272773147e-05,0.0002022742995832554,0.0001304578666655398,0.0022324948321205415,1,0,16,16,16,1.0,0.0,14776.0,552833,0,0,0,921.7514068427736
3,x,4,0.1,m1,112500000,0.9835172,110645685,0.005265297863265126,0.9783378888888888,1125,0.00010378429600542225,0.0017760362821307451,5.851437167093351e-05,0.0010013426993639944,9.289462732140882e-05,0.0015896839395549436,0,1,20,12,16,1.0,0.0,47297.0,1070751,0,0,0,557.7289525090782
3,x,4,0.1,normal,112500000,0.980322951111111,110286332,0.005145992118297044,0.975277568888889,1125,0.000159510200488594,0.002729660597426911,9.5004500502419e-05,0.0016257897037639422,0.00017186869572800574,0.0029411486238677185,0,1,24,16,24,1.0,0.0,34158.0,1066895,0,0,0,2429.3529847148748
3,x,4,0.3,m1,112500000,0.9515399644444444,107048246,0.015701734371442084,0.9365924888888888,1125,0.00029400148077447655,0.00503117828952036,0.00017029900768204093,0.00291428692100359,0.0002601197287850654,0.004451367825399604,0,1,20,12,16,1.0,0.0,138915.0,3085352,0,0,0,1253.841993100992
3,x,4,0.3,normal,112500000,0.9425645244444444,106038509,0.015536569781869717,0.9279152311111112,1125,0.00044995743484419897,0.00770001590275302,0.00027938570938946774,0.004781062026557534,0.00048309326846361807,0.00826706164099902,0,1,24,16,24,1.0,0.0,108060.0,3079971,0,0,0,3622.626016780079
3,x,4,0.5,m1,112500000,0.9209058933333333,103601913,0.026151549532997895,0.8968053688888888,1125,0.00047100797187543485,0.008060248798911592,0.0002780014673380705,0.004757373817443468,0.0004124776712668697,0.007058633511379074,0,1,20,12,16,1.0,0.0,229738.0,4963142,0,0,0,1002.6423089347554
3,x,4,0.5,normal,112500000,0.9067619288888888,102010717,0.026022430585744508,0.8831543377777777,1125,0.0007056430395379894,0.012075503604003947,0.0004581237308493382,0.007839763808303094,0.0007585706535788965,0.012981241432185127,0,1,24,16,24,1.0,0.0,190449.0,4930810,0,0,0,5112.884258757236
3,x,4,0.8,m1,112500000,0.8773151555555556,98697955,0.04166868935007822,0.840718568888889,1125,0.0007063397004259606,0.012087425398157792,0.00043179840650988055,0.007389264715807505,0.0006122127127736892,0.010476652365700431,0,1,20,12,16,1.0,0.0,362140.0,7509952,0,0,0,1472.8595829047918
3,x,4,0.8,normal,112500000,0.8566343644444444,96371366,0.04190357699041194,0.8207179066666667,1125,0.001040666835512312,0.0178086871387892,0.0007130918047117857,0.0122029725729609,0.0011179571374802999,0.019131337923497665,0,1,24,16,24,1.0,0.0,319900.0,7441403,0,0,0,4442.576742189209
3,x,4,1.0,m1,112500000,0.8497636000000001,95598405,0.051907543603496684,0.8055969644444445,1125,0.0008453787075063987,0.014466767270779737,0.000529494113999247,0.009061108412665862,0.0007304101234328462,0.012499336893748898,0,1,20,12,16,1.0,0.0,446798.0,9043897,0,0,0,1511.5640186410965
3,x,4,1.0,normal,112500000,0.8254953688888889,92868229,0.05262081654783984,0.7820311066666666,1125,0.00122773991145961,0.02101002475035659,0.0008734115107442268,0.014946486048634279,0.0013141575804917892,0.022488870023925703,0,1,24,16,24,1.0,0.0,410665.0,8958129,0,0,0,4902.564900954494
3,x,5,0.1,m1,112500000,1.0,112500000,7.053333333333334e-06,0.9999929466666666,1125,0.0,0.0,3.5231313007209106e-07,6.0290518485223545e-06,3.523131300719509e-07,6.029051848519956e-06,2,-1,4,4,0,1.0,0.0,2.0,1583,0,0,0,25.72275284791607
3,x,5,0.1,normal,112500000,1.0,112500000,2.3302222222222223e-05,0.9999766977777776,1125,0.0,0.0,6.393669703557979e-07,1.0941336798089212e-05,6.393669703527214e-07,1.0941336798036563e-05,2,-1,8,8,8,1.0,0.0,3.0,5237,0,0,0,295.26354317501676
3,x,5,0.3,m1,112500000,1.0,112500000,6.363555555555556e-05,0.9999363644444444,1125,0.0,0.0,1.1349314625764143e-06,1.9421815562174394e-05,1.1349314625764564e-06,1.9421815562175115e-05,2,-1,4,4,0,1.0,0.0,27.0,14264,0,0,0,31.80671163188521
3,x,5,0.3,normal,112500000,1.0,112500000,0.00021251111111111111,0.9997874888888889,1125,0.0,0.0,2.4727416577568064e-06,4.231544722606943e-05,2.4727416577567234e-06,4.231544722606801e-05,2,-1,8,8,8,1.0,0.0,251.0,47313,0,0,0,406.58818811505625
3,x,5,0.5,m1,112500000,1.0,112500000,0.00017393777777777777,0.9998260622222221,1125,0.0,0.0,2.311792165393105e-06,3.9561156364824635e-05,2.3117921653921236e-06,3.9561156364807844e-05,2,-1,4,4,0,1.0,0.0,159.0,38818,0,0,0,37.8388533560464
3,x,5,0.5,normal,112500000,1.0,112500000,0.0005842488888888889,0.9994157511111113,1125,0.0,0.0,5.2410882014257395e-06,8.968951143719435e-05,5.241088201426014e-06,8.968951143719906e-05,2,-1,8,8,8,1.0,0.0,1145.0,129166,0,0,0,431.65235096596734
3,x,5,0.8,m1,112500000,1.0,112500000,0.00043979555555555554,0.9995602044444444,1125,0.0,0.0,4.5391113829299036e-06,7.767674701281385e-05,4.5391113829304406e-06,7.767674701282304e-05,2,-1,4,4,0,1.0,0.0,681.0,97592,0,0,0,45.416036606853545
3,x,5,0.8,normal,112500000,1.0,112500000,0.0014651555555555557,0.9985348444444444,1125,0.0,0.0,1.1743978386631976e-05,0.00020097194386834748,1.174397838663191e-05,0.00020097194386834634,2,-1,8,8,8,1.0,0.0,4238.0,321184,0,0,0,481.9696929458987
3,x,5,1.0,m1,112500000,1.0,112500000,0.00068196,0.9993180399999999,1125,0.0,0.0,6.456116919069295e-06,0.000110482012513205,6.456116919069428e-06,0.00011048201251320726,2,-1,4,4,0,1.0,0.0,1375.0,150691,0,0,0,48.20751411084343
3,x,5,1.0,normal,112500000,1.0,112500000,0.002261777777777778,0.9977382222222222,1125,0.0,0.0,1.7336398884353246e-05,0.0002966737223760105,1.7336398884349563e-05,0.0002966737223759475,2,-1,8,8,8,1.0,0.0,8355.0,492190,0,0,0,570.3194806738684
3,x,6,0.1,m1,112500000,0.9833836533333334,110630661,0.005444333169337484,0.9780288666666667,1125,0.00010823605434141202,0.0018522181769675397,6.008186918860429e-05,0.0010281669162319081,9.45985072127809e-05,0.0016188420359524152,0,1,20,12,16,1.0,0.0,27277.0,1150273,0,0,0,931.4912603240409
3,x,6,0.1,normal,112500000,0.9805073866666666,110307081,0.005755160395320928,0.9748638533333334,1125,0.0001472609303909071,0.0025200417151831603,9.153544406337962e-05,0.0015664245556863245,0.00016058120972017886,0.0027479885268632902,0,1,24,16,24,1.0,0.0,46893.0,1176009,0,0,0,5849.327618184037
3,x,6,0.3,m1,112500000,0.9511882666666667,107008680,0.016255347285108638,0.9357184933333333,1125,0.00030924707569005163,0.005292072574637588,0.00017483758132372408,0.002991954465776745,0.0002647033335404806,0.004529805977045775,0,1,20,12,16,1.0,0.0,88124.0,3304451,0,0,0,1613.6311453951967
3,x,6,0.3,normal,112500000,0.9428757244444446,106073519,0.01722852712686228,0.9266270533333334,1125,0.0004127294147675606,0.00706294153878039,0.00026857200273947815,0.004596009604429078,0.00044869513508151925,0.007678414463385671,0,1,24,16,24,1.0,0.0,145352.0,3365247,0,0,0,6725.45580827304
3,x,6,0.5,m1,112500000,0.9203465155555556,103538983,0.026926855661075194,0.895543808888889,1125,0.0004905213023076929,0.008394175839579535,0.00028759956561754047,0.004921623819032385,0.0004151764187324784,0.007104816542913816,0,1,20,12,16,1.0,0.0,155700.0,5269209,0,0,0,2209.416417045817
3,x,6,0.5,normal,112500000,0.9070522844444444,102043382,0.028628174933857414,0.8810738933333333,1125,0.0006552428189672483,0.011213016466678742,0.00044079248728411574,0.00754317830769256,0.0007055880199616882,0.012074562066916938,0,1,24,16,24,1.0,0.0,249504.0,5346130,0,0,0,9947.690208205135
3,x,6,0.8,m1,112500000,0.8763478222222222,98589130,0.042765655896768444,0.8388228577777778,1125,0.0007353331553184987,0.012583583582154903,0.0004443117304330137,0.007603402289148832,0.0006154619570384358,0.010532255919665797,0,1,20,12,16,1.0,0.0,266241.0,7910635,0,0,0,3154.438224729849
3,x,6,0.8,normal,112500000,0.8566447644444445,96372536,0.04558145950948523,0.8175743466666666,1125,0.0009718556076242819,0.016631136757364214,0.000681889945714135,0.011669022488192198,0.0010348166042969194,0.017708573506021015,0,1,24,16,24,1.0,0.0,411560.0,7967724,0,0,0,9624.839737202026
3,x,6,1.0,m1,112500000,0.8485960977777778,95467061,0.053165913563474824,0.803409911111111,1125,0.0008823445840090025,0.015099355633338547,0.0005443814031121661,0.009315871094736115,0.0007306606819731428,0.012503624643201296,0,1,20,12,16,1.0,0.0,344863.0,9477166,0,0,0,2840.0023921910433
3,x,6,1.0,normal,112500000,0.8251072355555555,92824564,0.05678858675783145,0.7782180666666666,1125,0.0011530162594500248,0.01973129644356727,0.0008354957969034808,0.014297643342792408,0.0012181667780679487,0.020846201967029337,0,1,24,16,24,1.0,0.0,522453.0,9505157,0,0,0,8856.235427215957
3,x,7,0.1,m1,112500000,0.9939636977777778,111820916,0.003964234892114782,0.9900232355555555,1125,3.6796646079629634e-05,0.0006296923620769362,2.732402551260119e-05,0.00046758963111057246,3.1953850911435175e-05,0.0005468187457719081,1,0,12,4,8,1.0,0.0,1758.0,883088,0,0,0,327.253706270254
3,x,7,0.1,normal,112500000,0.9951892444444445,111958790,0.005081360471280306,0.9901323377777778,1125,1.482226681110667e-05,0.000253649970690869,1.9952500427850374e-05,0.00034144245365638065,2.5884932483848514e-05,0.0004429627701036562,1,0,16,8,16,1.0,0.0,2835.0,1132134,0,0,0,1724.5211591989973
3,x,7,0.3,m1,112500000,0.9820556977777778,110481266,0.011804456238143938,0.9704616977777779,1125,0.00010208751452143555,0.0017469996591116847,7.835628938604161e-05,0.0013408927770293443,8.390925534385893e-05,0.0014359193792621637,1,0,12,4,8,1.0,0.0,14934.0,2578782,0,0,0,427.9283871446896
3,x,7,0.3,normal,112500000,0.9856365688888888,110884114,0.015104284024582866,0.9707492755555555,1125,2.9626364344697686e-05,0.0005069890148029594,5.34454487301322e-05,0.0009145994115960873,6.244598483714275e-05,0.0010686234720747882,1,0,16,8,16,1.0,0.0,24748.0,3300145,0,0,0,2535.922533985082
3,x,7,0.5,m1,112500000,0.9703665333333333,109166235,0.01956909158123491,0.9513737288888888,1125,0.00016452048958861805,0.0028154004980486965,0.00012686729186240508,0.002171050168818701,0.00013307421199925263,0.0022772677353256154,1,0,12,4,8,1.0,0.0,41251.0,4190879,0,0,0,490.04533376917243
3,x,7,0.5,normal,112500000,0.9762520888888889,109828360,0.02501907978094347,0.9518272711111111,1125,4.488493900809941e-05,0.0007681054192962419,8.644622593797253e-05,0.001479333961190909,9.876275802141758e-05,0.00169010388199938,1,0,16,8,16,1.0,0.0,67483.0,5360618,0,0,0,3137.18609738498
3,x,7,0.8,m1,112500000,0.9531861600000001,107233443,0.03105408911394528,0.9235767866666668,1125,0.00025630077229804376,0.004386014919980516,0.00020058296715781815,0.003432529206837927,0.00020305905654416695,0.0034749019429571237,1,0,12,4,8,1.0,0.0,102081.0,6457947,0,0,0,612.6728821919496
3,x,7,0.8,normal,112500000,0.9624035733333333,108270402,0.03953558990512914,0.9243546222222222,1125,6.385628183551771e-05,0.001092757553377061,0.00013281518933425804,0.002272835141295199,0.0001469884809843537,0.002515379352477934,1,0,16,8,16,1.0,0.0,166838.0,8227338,0,0,0,4497.390476552999
3,x,7,1.0,m1,112500000,0.9419435644444445,105968651,0.03857817962342173,0.9055915422222223,1125,0.000313503132085725,0.0053649054681334934,0.00024638770429869265,0.004216374915550973,0.00024697186074475956,0.004226371447613986,1,0,12,4,8,1.0,0.0,155907.0,7867391,0,0,0,753.60253173007
3,x,7,1.0,normal,112500000,0.9532588177777778,107241617,0.04901050114654771,0.9065395555555555,1125,7.519499667928832e-05,0.0012867943174190788,0.00016407135653784895,0.002807714589637001,0.00017943030447805037,0.003070548658441879,1,0,16,8,16,1.0,0.0,253593.0,10004648,0,0,0,4832.704130881826
3,z,2,0.1,m1,112500000,0.9937879377777777,111801143,0.003875099426838907,0.9899367600000001,1125,3.9296595076951336e-05,0.0006724734021148987,2.697517241876524e-05,0.000461619790049514,3.509228687311775e-05,0.0006005260632720522,1,0,12,12,8,1.0,0.0,1631.0,863253,0,0,0,266.01655560798457
3,z,2,0.1,normal,112500000,0.9930808533333333,111721596,0.00406743115901983,0.9890415466666667,1125,2.504052816290352e-05,0.0004285126772812515,1.7305343541132588e-05,0.0002961422795813219,2.8126189433919914e-05,0.0004813168738950096,1,0,16,16,16,1.0,0.0,1778.0,905288,0,0,0,1095.9372902900104
3,z,2,0.3,m1,112500000,0.9815287111111112,110421980,0.011572648812209433,0.9701685511111112,1125,0.0001077195934715686,0.0018433801034010455,7.774664486798213e-05,0.001330460073576606,9.341525768868713e-05,0.0015985933647517678,1,0,12,12,8,1.0,0.0,14491.0,2527054,0,0,0,331.4814573432122
3,z,2,0.3,normal,112500000,0.9794533422222222,110188501,0.012154834676871892,0.9675481155555555,1125,6.283669592112408e-05,0.0010753096190901828,4.637059331461969e-05,0.0007935290725139304,7.094856428895574e-05,0.0012141261172662174,1,0,16,16,16,1.0,0.0,15779.0,2647118,0,0,0,2454.128017025836
3,z,2,0.5,m1,112500000,0.9694536799999999,109063539,0.01917730954060199,0.9508587066666666,1125,0.0001729340369755317,0.002959379558424115,0.00012735334343011776,0.002179367855139945,0.0001468501782375365,0.0025130126100542747,1,0,12,12,8,1.0,0.0,39875.0,4104119,0,0,0,463.57183026409984
3,z,2,0.5,normal,112500000,0.9660700444444444,108682880,0.020119881362765168,0.9466324577777777,1125,9.944865961221487e-05,0.001701841554827681,7.588076464669182e-05,0.0012985297035816253,0.00011161873957621532,0.001910105274912731,1,0,16,16,16,1.0,0.0,42990.0,4287477,0,0,0,2526.81382950021
3,z,2,0.8,m1,112500000,0.9517456977777777,107071391,0.030413845825688884,0.9227909066666666,1125,0.00027193061035440654,0.004653484667720366,0.0001990237081479746,0.003405845973619515,0.00022725364126240306,0.0038889381887531964,1,0,12,12,8,1.0,0.0,97319.0,6320190,0,0,0,473.4394018622879
3,z,2,0.8,normal,112500000,0.9465064711111112,106481978,0.03192897433274225,0.9162844400000001,1125,0.0001511435223599188,0.0025864835996597282,0.00011764725402944277,0.0020132698268572964,0.00016497062489883565,0.002823103557890938,1,0,16,16,16,1.0,0.0,105586.0,6588785,0,0,0,2459.624774884087
3,z,2,1.0,m1,112500000,0.9402362044444446,105776573,0.037820205655501676,0.9046634977777778,1125,0.0003313943679789687,0.005671073985930256,0.0002462210927146838,0.004213523730645239,0.0002766114557964484,0.004733586876398241,1,0,12,12,8,1.0,0.0,149382.0,7705095,0,0,0,619.63362405714
3,z,2,1.0,normal,112500000,0.9337274844444445,105044342,0.0397154671575166,0.8966424755555555,1125,0.0001838268421774854,0.0031457855754947663,0.00014606518733590226,0.0024995792451223383,0.0002000346999443663,0.0034231468387834934,1,0,16,16,16,1.0,0.0,161288.0,8021551,0,0,0,3913.6100301330043
3,z,3,0.1,m1,112500000,0.9835216711111112,110646188,0.005399234556259155,0.9782105644444444,1125,0.0001038340560029536,0.0017768878132815638,6.268223545282524e-05,0.0010726663733737084,9.40389222343507e-05,0.0016092659896440656,0,1,20,12,16,1.0,0.0,27182.0,1140635,0,0,0,1005.0659739379225
3,z,3,0.1,normal,112500000,0.9803303555555556,110287165,0.005678990269707859,0.9747625377777778,1125,0.0001607015580332721,0.0027500480192795187,9.64311080786072e-05,0.001650202904153532,0.00017587509042238196,0.0030097091153063896,0,1,24,16,24,1.0,0.0,50506.0,1151747,0,0,0,6411.37125721604
3,z,3,0.3,m1,112500000,0.9515660444444445,107051180,0.01611004138355325,0.9362290933333334,1125,0.00029444389589662373,0.005038749235597362,0.00018427557234807144,0.003153464589512512,0.0002625879267540705,0.004493605517547225,0,1,20,12,16,1.0,0.0,86960.0,3276894,0,0,0,1856.207614456107
3,z,3,0.3,normal,112500000,0.9426227111111112,106045055,0.016988161453178593,0.9266049066666666,1125,0.00045332365413837996,0.007757621222923634,0.0002818781696316007,0.004823714913286805,0.000491425059839981,0.008409641629967598,0,1,24,16,24,1.0,0.0,153192.0,3297622,0,0,0,6521.606534828032
3,z,3,0.5,m1,112500000,0.9208595466666666,103596699,0.02671641996355821,0.8962387111111111,1125,0.00047286091614940425,0.008091957799078285,0.0003008599791470243,0.005148546161341191,0.0004179035633797035,0.007151485528748027,0,1,20,12,16,1.0,0.0,153202.0,5233284,0,0,0,2418.5750678970144
3,z,3,0.5,normal,112500000,0.9068656355555555,102022384,0.028233184019604743,0.88125096,1125,0.0007123636354392026,0.012190511583221444,0.0004629807326174835,0.007922880538816433,0.0007678869719085892,0.013140669399674057,0,1,24,16,24,1.0,0.0,260637.0,5242028,0,0,0,8408.29763483104
3,z,3,0.8,m1,112500000,0.8773051022222222,98696824,0.04241891979163376,0.8400473199999999,1125,0.0007070046160731145,0.012098803943461411,0.00046802538451175355,0.008009208481865496,0.0006172144123380762,0.010562245275616248,0,1,20,12,16,1.0,0.0,261980.0,7859041,0,0,0,2816.0262829368985
3,z,3,0.8,normal,112500000,0.8567046755555556,96379276,0.0449405726726652,0.8181808266666667,1125,0.0010485723961118712,0.01794397314058148,0.0007182981269330317,0.012292067142344628,0.0011194842389941223,0.019157470853039375,0,1,24,16,24,1.0,0.0,424449.0,7818968,0,0,0,6522.555810818896
3,z,3,1.0,m1,112500000,0.8497409511111111,95595857,0.05279760918513469,0.8048133333333333,1125,0.0008482914810950032,0.014516612881089831,0.0005729525297200342,0.009804802073988251,0.0007350230183631671,0.012578276281278963,0,1,20,12,16,1.0,0.0,340842.0,9427030,0,0,0,3080.41433871094
3,z,3,1.0,normal,112500000,0.8255383111111111,92873060,0.055968537907891025,0.7793019022222223,1125,0.0012388885499837084,0.021200808782982535,0.0008814862933043935,0.015084667906093939,0.001313841675621355,0.0224834640180733,0,1,24,16,24,1.0,0.0,534685.0,9333822,0,0,0,6682.5758254881475
3,z,4,0.1,m1,112500000,1.0,112500000,6.4133333333333335e-06,0.9999935866666666,1125,0.0,0.0,3.343775299368819e-07,5.722124135872491e-06,3.343775299366975e-07,5.722124135869336e-06,2,-1,4,4,0,1.0,0.0,4.0,1435,0,0,0,24.915854647351754
3,z,4,0.1,normal,112500000,1.0,112500000,9.555555555555556e-06,0.9999904444444445,1125,0.0,0.0,4.2899607959481365e-07,7.341309153481482e-06,4.289960795939575e-07,7.341309153466831e-06,2,-1,8,8,8,1.0,0.0,3.0,2144,0,0,0,222.21334296393613
3,z,4,0.3,m1,112500000,1.0,112500000,5.838222222222222e-05,0.9999416177777778,1125,0.0,0.0,1.1642328532445578e-06,1.992324337877577e-05,1.1642328532456314e-06,1.9923243378794144e-05,2,-1,4,4,0,1.0,0.0,45.0,13046,0,0,0,28.812211427135427
3,z,4,0.3,normal,112500000,1.0,112500000,8.498222222222221e-05,0.9999150177777778,1125,0.0,0.0,1.560444481014816e-06,2.670351990813909e-05,1.560444481015368e-06,2.670351990814854e-05,2,-1,8,8,8,1.0,0.0,68.0,18985,0,0,0,338.77619018082254
3,z,4,0.5,m1,112500000,1.0,112500000,0.00016246666666666667,0.9998375333333334,1125,0.0,0.0,2.3353103652779802e-06,3.9963617795827256e-05,2.3353103652779747e-06,3.996361779582717e-05,2,-1,4,4,0,1.0,0.0,152.0,36251,0,0,0,33.79734045706568
3,z,4,0.5,normal,112500000,1.0,112500000,0.00023695999999999998,0.99976304,1125,0.0,0.0,3.262526978885496e-06,5.5830857932767776e-05,3.2625269788851765e-06,5.5830857932762314e-05,2,-1,8,8,8,1.0,0.0,307.0,52702,0,0,0,396.5594032802401
3,z,4,0.8,m1,112500000,1.0,112500000,0.00041294222222222225,0.9995870577777779,1125,0.0,0.0,4.642400355103413e-06,7.944430693454383e-05,4.642400355102315e-06,7.944430693452504e-05,2,-1,4,4,0,1.0,0.0,622.0,91668,0,0,0,44.137505402948534
3,z,4,0.8,normal,112500000,1.0,112500000,0.0005992533333333333,0.9994007466666667,1125,0.0,0.0,7.12361913188545e-06,0.00012190482110750437,7.123619131885686e-06,0.00012190482110750842,2,-1,8,8,8,1.0,0.0,1076.0,132680,0,0,0,429.66647899961026
3,z,4,1.0,m1,112500000,1.0,112500000,0.0006408622222222222,0.9993591377777777,1125,0.0,0.0,7.284385654710103e-06,0.00012465598085400077,7.284385654710431e-06,0.00012465598085400638,2,-1,4,4,0,1.0,0.0,1220.0,141754,0,0,0,47.49529231989067
3,z,4,1.0,normal,112500000,1.0,112500000,0.0009311155555555555,0.9990688844444444,1125,0.0,0.0,1.0830854557719773e-05,0.00018534587024598086,1.0830854557719367e-05,0.0001853458702459739,2,-1,8,8,8,1.0,0.0,2320.0,204861,0,0,0,522.8708567468711
3,z,5,0.1,m1,112500000,0.9834055466666667,110633124,0.005121524352569449,0.9783681422222222,1125,0.00010768785394246214,0.001842836952293985,5.5115481527471126e-05,0.0009431782906229034,9.280759364224487e-05,0.0015881945526446694,0,1,20,12,16,1.0,0.0,47017.0,1039382,0,0,0,498.85536999422766
