n,lstate,i,meas_type,p_error,sim_type,N_samples,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,detect_normal,decoding_normal
4,x,15,"['z', 'x', 'z', 'z']",0.1,m1,1,0,10000000,9311175,7583.0,491390,0,0.9311175,0.0,,0.027201507865548657,0.0,,646.2642574189958,-88.8036128399981
4,x,15,"['z', 'x', 'z', 'z']",0.1,normal,1,0,10000000,9425439,10890.0,624381,0,0.9425439,0.0,,0.034277501557221896,0.0,,2157.943757064,-321.200795134002
4,x,15,"['z', 'x', 'z', 'z']",0.5,m1,1,0,10000000,6992645,108746.0,1517183,0,0.6992645,0.0,,0.12403568320714121,0.0,,1624.6347007680015,-599.5765896810044
4,x,15,"['z', 'x', 'z', 'z']",0.5,normal,1,0,10000000,7432033,167845.0,1907730,0,0.7432033,0.0,,0.15092909302205737,0.0,,2908.8894775269946,-860.0260335639978
4,x,15,"['z', 'x', 'z', 'z']",1.0,m1,1,0,10000000,4878103,240814.0,1684011,0,0.4878103,0.0,,0.22197553024198136,0.0,,1709.4413086319985,-321.2080784669961
4,x,15,"['z', 'x', 'z', 'z']",1.0,normal,1,0,10000000,5519238,368476.0,2123090,0,0.5519238,0.0,,0.25909754208823754,0.0,,2410.795265711,-516.2273084020017
4,z,2,"['z', 'x', 'x', 'x']",0.01,m1,1,0,5000000,4966427,24.0,21433,0,0.9932854,0.0,,0.002162621135878973,0.0,,507.7679947900033,-154.69851041899528
4,z,2,"['z', 'x', 'x', 'x']",0.01,normal,1,0,5000000,4945742,225.0,28462,0,0.9891484,0.0,,0.0029229183406655665,0.0,,1748.5042533009982,-151.43139030699967
4,z,2,"['z', 'x', 'x', 'x']",0.05,m1,1,0,5000000,4837709,559.0,102222,0,0.9675418,0.0,,0.010680675501564894,0.0,,692.0033097380074,153.93357454198122
4,z,2,"['z', 'x', 'x', 'x']",0.05,normal,1,0,5000000,4734758,1830.0,132837,0,0.9469516,0.0,,0.014414358664159816,0.0,,2900.9086224109924,-745.0863070499909
4,z,2,"['z', 'x', 'x', 'x']",0.1,m1,1,0,5000000,4678824,2118.0,193788,0,0.9357648,0.0,,0.021161727818785232,0.0,,850.8312859060097,-374.4375377370161
4,z,2,"['z', 'x', 'x', 'x']",0.1,normal,1,0,5000000,4483338,5068.0,244245,0,0.8966676,0.0,,0.028369598723094264,0.0,,1280.6445584080066,645.2832403429929
4,z,2,"['z', 'x', 'x', 'x']",0.5,m1,1,0,5000000,3585932,35080.0,640199,0,0.7171864,0.0,,0.09904802991244675,0.0,,1366.4727280389925,-161.20277234498644
4,z,2,"['z', 'x', 'x', 'x']",0.5,normal,1,0,5000000,2892135,51682.0,645137,0,0.578427,0.0,,0.12940284599439514,0.0,,2776.4865833700023,-686.4707642500143
4,z,2,"['z', 'x', 'x', 'x']",1.0,m1,1,0,5000000,2566818,84198.0,762703,0,0.5133636,0.0,,0.18137222818290974,0.0,,2166.7711463279998,-913.8254129900016
4,z,2,"['z', 'x', 'x', 'x']",1.0,normal,1,0,5000000,1664583,89945.0,586690,0,0.3329166,0.0,,0.23026187339411733,0.0,,2667.6646227449964,-773.346542868996
4,z,3,"['x', 'z', 'x', 'x']",0.01,m1,1,0,5000000,4937630,496.0,31901,0,0.987526,0.0,,0.0033308490105576965,0.0,,1291.9681232670118,-335.16167796701484
4,z,3,"['x', 'z', 'x', 'x']",0.01,normal,1,0,5000000,4930497,559.0,31938,0,0.9860994,0.0,,0.0033521975573659207,0.0,,2742.815306397999,-642.1568390210014
4,z,3,"['x', 'z', 'x', 'x']",0.05,m1,1,0,5000000,4697378,2664.0,149060,0,0.9394756,0.0,,0.016433423071338948,0.0,,1919.7980010829924,-1050.1192480309835
4,z,3,"['x', 'z', 'x', 'x']",0.05,normal,1,0,5000000,4661911,3190.0,148761,0,0.9323822,0.0,,0.016639206539978992,0.0,,1997.757503506,-177.50603474398667
4,z,3,"['x', 'z', 'x', 'x']",0.1,m1,1,0,5000000,4412359,5904.0,273641,0,0.8824718,0.0,,0.03234652937351652,0.0,,1806.7228237269885,-987.1821072429884
4,z,3,"['x', 'z', 'x', 'x']",0.1,normal,1,0,5000000,4348685,6668.0,272670,0,0.869737,0.0,,0.032884193727529126,0.0,,1891.993185130996,32.97896073899756
4,z,3,"['x', 'z', 'x', 'x']",0.5,m1,1,0,5000000,2672223,35480.0,706874,0,0.5344446,0.0,,0.1455406229195692,0.0,,2031.0870457679996,-1023.9457452299976
4,z,3,"['x', 'z', 'x', 'x']",0.5,normal,1,0,5000000,2484219,36964.0,660386,0,0.4968438,0.0,,0.14779574586620584,0.0,,1600.760511311004,-426.1493497909978
4,z,3,"['x', 'z', 'x', 'x']",1.0,m1,1,0,5000000,1427360,50758.0,623159,0,0.285472,0.0,,0.2538515160856406,0.0,,2204.488730346988,-904.4384584729996
4,z,3,"['x', 'z', 'x', 'x']",1.0,normal,1,0,5000000,1234349,48436.0,539633,0,0.2468698,0.0,,0.25783024088001044,0.0,,1000.1423452439922,431.54191329500463
4,z,4,"['z', 'z', 'x', 'x']",0.01,m1,1,0,5000000,4970612,0.0,102,0,0.9941224,0.0,,1.0260305974395104e-05,0.0,,74.96117084499565,11.130948897014605
4,z,4,"['z', 'z', 'x', 'x']",0.01,normal,1,0,5000000,4956163,0.0,114,0,0.9912326,0.0,,1.1500832397965926e-05,0.0,,2549.615304238003,-776.4430673010065
4,z,4,"['z', 'z', 'x', 'x']",0.05,m1,1,0,5000000,4855127,10.0,2246,0,0.9710254,0.0,,0.00023336155779241202,0.0,,176.949002415,28.321181015009643
4,z,4,"['z', 'z', 'x', 'x']",0.05,normal,1,0,5000000,4785872,13.0,2586,0,0.9571744,0.0,,0.0002728865293513909,0.0,,2585.6703175099974,-541.4417171189853
4,z,4,"['z', 'z', 'x', 'x']",0.1,m1,1,0,5000000,4714103,78.0,8365,0,0.9428206,0.0,,0.0009037774524655062,0.0,,244.0392992109992,52.34734261099948
4,z,4,"['z', 'z', 'x', 'x']",0.1,normal,1,0,5000000,4582929,97.0,9564,0,0.9165858,0.0,,0.001064603008250837,0.0,,2328.838581920005,146.46218521599076
4,z,4,"['z', 'z', 'x', 'x']",0.5,m1,1,0,5000000,3717252,7829.0,136004,0,0.7434504,0.0,,0.020399746909814023,0.0,,631.1098573380004,89.91650367200782
4,z,4,"['z', 'z', 'x', 'x']",0.5,normal,1,0,5000000,3265478,8109.0,134170,0,0.6530956,0.0,,0.023026950418897324,0.0,,1215.179322349999,260.2358925599983
4,z,4,"['z', 'z', 'x', 'x']",1.0,m1,1,0,5000000,2752749,39057.0,311980,0,0.5505498,0.0,,0.07085535223153291,0.0,,1070.662471753007,108.7586514789873
4,z,4,"['z', 'z', 'x', 'x']",1.0,normal,1,0,5000000,2207952,35000.0,271463,0,0.4415904,0.0,,0.07732572990717189,0.0,,2338.489576546999,-803.2610970359965
4,z,5,"['x', 'x', 'z', 'x']",0.01,m1,1,0,5000000,4941766,388.0,26641,0,0.9883532,0.0,,0.0027740083201025704,0.0,,1413.1519839449902,-519.3133842859825
4,z,5,"['x', 'x', 'z', 'x']",0.01,normal,1,0,5000000,4935643,585.0,30964,0,0.9871286,0.0,,0.003255300271919991,0.0,,2743.2535108589946,-455.63884106800833
4,z,5,"['x', 'x', 'z', 'x']",0.05,m1,1,0,5000000,4716731,2120.0,124374,0,0.9433462,0.0,,0.013633806973516191,0.0,,1837.2505728209944,-947.5653863400076
4,z,5,"['x', 'x', 'z', 'x']",0.05,normal,1,0,5000000,4685567,2994.0,145566,0,0.9371134,0.0,,0.01617242907848719,0.0,,2502.527172803995,-215.09678387499295
4,z,5,"['x', 'x', 'z', 'x']",0.1,m1,1,0,5000000,4450094,4280.0,232771,0,0.8900188,0.0,,0.0271152699246353,0.0,,1152.7724943710057,50.00245368099422
4,z,5,"['x', 'x', 'z', 'x']",0.1,normal,1,0,5000000,4389635,6090.0,268574,0,0.877927,0.0,,0.031979196447996246,0.0,,1440.1301843190013,992.626395646992
4,z,5,"['x', 'x', 'z', 'x']",0.5,m1,1,0,5000000,2808088,21622.0,662571,0,0.5616176,0.0,,0.1256753705724322,0.0,,2007.4674940200057,-975.63127471201
4,z,5,"['x', 'x', 'z', 'x']",0.5,normal,1,0,5000000,2623210,23126.0,711572,0,0.524642,0.0,,0.14444592693684455,0.0,,2387.595686201996,-427.94752268499
4,z,5,"['x', 'x', 'z', 'x']",1.0,m1,1,0,5000000,1595615,31874.0,664182,0,0.319123,0.0,,0.22810327052578472,0.0,,1006.0520161899911,143.58258350500546
4,z,5,"['x', 'x', 'z', 'x']",1.0,normal,1,0,5000000,1394180,27701.0,652388,0,0.278836,0.0,,0.25383738111291226,0.0,,2141.7930098729994,-922.188563631993
4,z,6,"['z', 'x', 'z', 'x']",0.01,m1,1,0,5000000,4970105,4.0,813,0,0.994021,0.0,,8.259382850060512e-05,0.0,,566.6947818129993,106.35178075400472
4,z,6,"['z', 'x', 'z', 'x']",0.01,normal,1,0,5000000,4966946,2.0,625,0,0.9933892,0.0,,6.331858651171163e-05,0.0,,1404.2701709660032,458.7120893760002
4,z,6,"['z', 'x', 'z', 'x']",0.05,m1,1,0,5000000,4852876,60.0,4831,0,0.9705752,0.0,,0.000510109881233314,0.0,,706.2191332310031,-374.37553458201
4,z,6,"['z', 'x', 'z', 'x']",0.05,normal,1,0,5000000,4837296,42.0,3737,0,0.9674592,0.0,,0.0003949520558593065,0.0,,1635.827913468995,426.9102279189974
4,z,6,"['z', 'x', 'z', 'x']",0.1,m1,1,0,5000000,4710061,210.0,11581,0,0.9420122,0.0,,0.001273975007966988,0.0,,533.1930257459899,-3.550096365986974
4,z,6,"['z', 'x', 'z', 'x']",0.1,normal,1,0,5000000,4682034,188.0,9429,0,0.9364068,0.0,,0.0010470876546389881,0.0,,2900.4386594009998,-892.973068716994
4,z,6,"['z', 'x', 'z', 'x']",0.5,m1,1,0,5000000,3727195,5460.0,104259,0,0.745439,0.0,,0.015451163676705942,0.0,,969.4788513890088,459.85143596099806
4,z,6,"['z', 'x', 'z', 'x']",0.5,normal,1,0,5000000,3628015,4626.0,94291,0,0.725603,0.0,,0.014269924462826091,0.0,,2876.3138194370117,-946.060556484008
4,z,6,"['z', 'x', 'z', 'x']",1.0,m1,1,0,5000000,2809465,18616.0,233860,0,0.561893,0.0,,0.04824619633987254,0.0,,2308.5285132459976,-1146.8326428250002
4,z,6,"['z', 'x', 'z', 'x']",1.0,normal,1,0,5000000,2688734,16352.0,217576,0,0.5377468,0.0,,0.0465423504147305,0.0,,1759.8770570189954,651.2864761830133
4,z,7,"['x', 'z', 'z', 'x']",0.01,m1,1,0,5000000,4943552,0.0,244,0,0.9887104,0.0,,2.467861165413047e-05,0.0,,695.7692785420077,-10.616677327008802
4,z,7,"['x', 'z', 'z', 'x']",0.01,normal,1,0,5000000,4932302,2.0,1105,0,0.9864604,0.0,,0.00011242215095507128,0.0,,1734.317309074002,680.4378621209908
4,z,7,"['x', 'z', 'z', 'x']",0.05,m1,1,0,5000000,4726127,7.0,1972,0,0.9452254,0.0,,0.0002101086153630658,0.0,,893.1211752850068,124.88900357298552
4,z,7,"['x', 'z', 'z', 'x']",0.05,normal,1,0,5000000,4672503,39.0,5718,0,0.9345006,0.0,,0.0006202243208832611,0.0,,2708.431183534005,-877.3115083599987
4,z,7,"['x', 'z', 'z', 'x']",0.1,m1,1,0,5000000,4469918,54.0,5217,0,0.8939836,0.0,,0.0005956485107780501,0.0,,1252.6288539219968,-602.4926154080022
4,z,7,"['x', 'z', 'z', 'x']",0.1,normal,1,0,5000000,4373974,154.0,11889,0,0.8747948,0.0,,0.0013942698333369152,0.0,,2687.618535436006,-722.0187837099948
4,z,7,"['x', 'z', 'z', 'x']",0.5,m1,1,0,5000000,2888201,1992.0,55620,0,0.5776402,0.0,,0.010318533924751083,0.0,,979.6033763299928,326.2245700370113
4,z,7,"['x', 'z', 'z', 'x']",0.5,normal,1,0,5000000,2677508,3378.0,63660,0,0.5355016,0.0,,0.013149540542922748,0.0,,2488.307407290995,-719.6962077539938
4,z,7,"['x', 'z', 'z', 'x']",1.0,m1,1,0,5000000,1724850,7918.0,111773,0,0.34497,0.0,,0.036991332579644605,0.0,,1034.4747161939886,346.01510331801546
4,z,7,"['x', 'z', 'z', 'x']",1.0,normal,1,0,5000000,1593197,9827.0,109108,0,0.3186394,0.0,,0.04040994302650582,0.0,,855.0392547350057,329.0005491879856
4,z,8,"['z', 'z', 'z', 'x']",0.01,m1,1,0,5000000,5000000,0.0,0,0,1.0,0.0,,0.0,0.0,,0.8490280029946007,1.1528782390087144
4,z,8,"['z', 'z', 'z', 'x']",0.01,normal,1,0,5000000,5000000,0.0,0,0,1.0,0.0,,0.0,0.0,,40.01165506899997,20.78551196899207
4,z,8,"['z', 'z', 'z', 'x']",0.05,m1,1,0,5000000,5000000,0.0,0,0,1.0,0.0,,0.0,0.0,,2.0351942220004275,1.3922592470044035
4,z,8,"['z', 'z', 'z', 'x']",0.05,normal,1,0,5000000,5000000,0.0,2,0,1.0,0.0,,2e-07,0.0,,132.48675041399838,-64.25987814999826
4,z,8,"['z', 'z', 'z', 'x']",0.1,m1,1,0,5000000,5000000,0.0,0,0,1.0,0.0,,0.0,0.0,,2.090602240990848,1.7333359290059889
4,z,8,"['z', 'z', 'z', 'x']",0.1,normal,1,0,5000000,5000000,0.0,6,0,1.0,0.0,,6e-07,0.0,,73.66386620399135,122.45075033600732
4,z,8,"['z', 'z', 'z', 'x']",0.5,m1,1,0,5000000,5000000,14.0,549,0,1.0,0.0,,5.77e-05,0.0,,3.069913265993818,0.9367093329929048
4,z,8,"['z', 'z', 'z', 'x']",0.5,normal,1,0,5000000,5000000,171.0,3754,0,1.0,0.0,,0.0004096,0.0,,516.5172139849892,-62.4437453399878
4,z,8,"['z', 'z', 'z', 'x']",1.0,m1,1,0,5000000,5000000,386.0,6774,0,1.0,0.0,,0.0007546,0.0,,4.682717843999853,10.75767799600726
4,z,8,"['z', 'z', 'z', 'x']",1.0,normal,1,0,5000000,5000000,3744.0,43484,0,1.0,0.0,,0.0050972,0.0,,804.6600413429987,217.74508984900604
4,z,9,"['x', 'x', 'x', 'z']",0.01,m1,1,0,5000000,4929137,852.0,16865,0,0.9858274,0.0,,0.0018835954448009865,0.0,,327.0341098580102,-2.627555990999099
4,z,9,"['x', 'x', 'x', 'z']",0.01,normal,1,0,5000000,4919531,616.0,21617,0,0.9839062,0.0,,0.002322274216790178,0.0,,1409.215642591007,293.63823154698184
4,z,9,"['x', 'x', 'x', 'z']",0.05,m1,1,0,5000000,4656800,4100.0,81319,0,0.93136,0.0,,0.009611643188455591,0.0,,534.595543753996,-99.05138219900256
4,z,9,"['x', 'x', 'x', 'z']",0.05,normal,1,0,5000000,4613754,2881.0,100240,0,0.9227508,0.0,,0.011487608572108525,0.0,,1316.811184842998,1643.7330137740064
4,z,9,"['x', 'x', 'x', 'z']",0.1,m1,1,0,5000000,4340432,7636.0,153297,0,0.8680864,0.0,,0.019418458807786875,0.0,,438.80253739800537,219.25143232599655
4,z,9,"['x', 'x', 'x', 'z']",0.1,normal,1,0,5000000,4260662,5676.0,186354,0,0.8521324,0.0,,0.023201324113482833,0.0,,2430.8991826819984,-123.34661909998977
4,z,9,"['x', 'x', 'x', 'z']",0.5,m1,1,0,5000000,2532320,22172.0,483978,0,0.506464,0.0,,0.10431580526947622,0.0,,1770.7516833650006,-561.252633363998
4,z,9,"['x', 'x', 'x', 'z']",0.5,normal,1,0,5000000,2284520,17244.0,492308,0,0.456904,0.0,,0.11529686761332797,0.0,,1430.4708487479948,545.6573343950004
4,z,9,"['x', 'x', 'x', 'z']",1.0,m1,1,0,5000000,1376167,21734.0,546386,0,0.2752334,0.0,,0.2143104724935273,0.0,,2022.8973312440064,-1050.9117948160128
4,z,9,"['x', 'x', 'x', 'z']",1.0,normal,1,0,5000000,1092356,17084.0,452821,0,0.2184712,0.0,,0.2229076418310514,0.0,,2026.205953608005,-496.98238738700456
4,z,10,"['z', 'x', 'x', 'z']",0.01,m1,1,0,5000000,4967873,2.0,367,0,0.9935746,0.0,,3.7339923947331183e-05,0.0,,25.634199785999957,55.28116849399521
4,z,10,"['z', 'x', 'x', 'z']",0.01,normal,1,0,5000000,4966881,4.0,465,0,0.9933762,0.0,,4.761539485242348e-05,0.0,,2551.111128370001,-743.4227993589884
4,z,10,"['z', 'x', 'x', 'z']",0.05,m1,1,0,5000000,4840841,22.0,2383,0,0.9681682,0.0,,0.00025067958232877306,0.0,,178.52446620700357,-13.227257680991896
4,z,10,"['z', 'x', 'x', 'z']",0.05,normal,1,0,5000000,4837911,26.0,3634,0,0.9675822,0.0,,0.0003809495461987622,0.0,,1596.593316205006,712.1347412409959
4,z,10,"['z', 'x', 'x', 'z']",0.1,m1,1,0,5000000,4686845,88.0,6247,0,0.937369,0.0,,0.000685215747480448,0.0,,169.68378800801293,74.17751222899824
4,z,10,"['z', 'x', 'x', 'z']",0.1,normal,1,0,5000000,4682212,163.0,9434,0,0.9364424,0.0,,0.0010422424272971834,0.0,,2315.789930333005,-176.2044196890056
4,z,10,"['z', 'x', 'x', 'z']",0.5,m1,1,0,5000000,3639114,2508.0,66482,0,0.7278228,0.0,,0.009823544961768167,0.0,,908.0266238329932,-54.8553776149929
4,z,10,"['z', 'x', 'x', 'z']",0.5,normal,1,0,5000000,3616742,4062.0,106257,0,0.7233484,0.0,,0.015812712103876914,0.0,,2736.896441584002,-948.3783940740104
4,z,10,"['z', 'x', 'x', 'z']",1.0,m1,1,0,5000000,2684858,9090.0,163384,0,0.5369716,0.0,,0.03381258897118581,0.0,,504.8559154169925,760.6374961630208
4,z,10,"['z', 'x', 'x', 'z']",1.0,normal,1,0,5000000,2651315,14027.0,249116,0,0.530263,0.0,,0.0522702885172075,0.0,,2734.369183070012,-518.6814907060179
4,z,11,"['x', 'z', 'x', 'z']",0.01,m1,1,0,5000000,4936854,0.0,187,0,0.9873708,0.0,,1.8939186777652328e-05,0.0,,559.8836931199912,-153.12108694699418
4,z,11,"['x', 'z', 'x', 'z']",0.01,normal,1,0,5000000,4927910,1.0,474,0,0.985582,0.0,,4.8296336580822295e-05,0.0,,2573.510887286,-245.5549350060028
4,z,11,"['x', 'z', 'x', 'z']",0.05,m1,1,0,5000000,4694532,11.0,1158,0,0.9389064,0.0,,0.00012567812936411978,0.0,,330.6082635570056,44.65617376199225
4,z,11,"['x', 'z', 'x', 'z']",0.05,normal,1,0,5000000,4650914,14.0,2640,0,0.9301828,0.0,,0.00028682534228755897,0.0,,2356.428161983,-559.2424620800011
4,z,11,"['x', 'z', 'x', 'z']",0.1,m1,1,0,5000000,4409127,30.0,3135,0,0.8818254,0.0,,0.0003623166218618788,0.0,,816.7229403300007,-279.4292618410109
4,z,11,"['x', 'z', 'x', 'z']",0.1,normal,1,0,5000000,4329929,62.0,5747,0,0.8659858,0.0,,0.0006779556893427121,0.0,,1743.444980322005,825.5304547029955
4,z,11,"['x', 'z', 'x', 'z']",0.5,m1,1,0,5000000,2671323,766.0,31983,0,0.5342646,0.0,,0.006273108867778251,0.0,,910.5271712810064,365.03501157599385
4,z,11,"['x', 'z', 'x', 'z']",0.5,normal,1,0,5000000,2462786,1150.0,36215,0,0.4925572,0.0,,0.007819396407158397,0.0,,1118.9997110480035,1525.8837495240005
4,z,11,"['x', 'z', 'x', 'z']",1.0,m1,1,0,5000000,1442018,2478.0,62171,0,0.2884036,0.0,,0.02327536826863465,0.0,,1993.625351073992,-1081.7698717779858
4,z,11,"['x', 'z', 'x', 'z']",1.0,normal,1,0,5000000,1257588,3298.0,61035,0,0.2515176,0.0,,0.026889171970470457,0.0,,1895.9295755379865,82.21226354200917
4,z,12,"['z', 'z', 'x', 'z']",0.01,m1,1,0,5000000,4979051,0.0,0,0,0.9958102,0.0,,0.0,0.0,,2.1347685369983083,0.1200753779994556
4,z,12,"['z', 'z', 'x', 'z']",0.01,normal,1,0,5000000,4971062,0.0,0,0,0.9942124,0.0,,0.0,0.0,,26.707260909999604,6.414685531999567
4,z,12,"['z', 'z', 'x', 'z']",0.05,m1,1,0,5000000,4896885,0.0,1,0,0.979377,0.0,,1.0210572639545344e-07,0.0,,8.149245926993899,0.6880026830040151
4,z,12,"['z', 'z', 'x', 'z']",0.05,normal,1,0,5000000,4858180,0.0,0,0,0.971636,0.0,,0.0,0.0,,80.37812169999233,10.92192430101568
4,z,12,"['z', 'z', 'x', 'z']",0.1,m1,1,0,5000000,4795577,0.0,1,0,0.9591154,0.0,,1.0426274043769915e-07,0.0,,10.909629543006304,1.6535124299989548
4,z,12,"['z', 'z', 'x', 'z']",0.1,normal,1,0,5000000,4720494,0.0,2,0,0.9440988,0.0,,2.1184223515589682e-07,0.0,,114.64987157899304,21.9920480310102
4,z,12,"['z', 'z', 'x', 'z']",0.5,m1,1,0,5000000,4061122,6.0,185,0,0.8122244,0.0,,2.4254380932166038e-05,0.0,,19.531384711997816,4.12103876900801
4,z,12,"['z', 'z', 'x', 'z']",0.5,normal,1,0,5000000,3780775,27.0,782,0,0.756155,0.0,,0.00011055934299184692,0.0,,616.5678357229917,66.91072754800553
4,z,12,"['z', 'z', 'x', 'z']",1.0,m1,1,0,5000000,3304087,78.0,1718,0,0.6608174,0.0,,0.0002835881742823358,0.0,,150.36146792500222,17.600139328002115
4,z,12,"['z', 'z', 'x', 'z']",1.0,normal,1,0,5000000,2919194,396.0,6686,0,0.5838388,0.0,,0.0012808329970532962,0.0,,803.6484548940061,62.28166849998525
4,z,13,"['x', 'x', 'z', 'z']",0.01,m1,1,0,5000000,4943128,0.0,19,0,0.9886256,0.0,,1.921860004434439e-06,0.0,,39.29660920599417,-6.207522754993988
4,z,13,"['x', 'x', 'z', 'z']",0.01,normal,1,0,5000000,4905665,0.0,10,0,0.981133,0.0,,1.0192298088026802e-06,0.0,,1957.5880394740088,482.7747485059808
4,z,13,"['x', 'x', 'z', 'z']",0.05,m1,1,0,5000000,4721668,0.0,396,0,0.9443336,0.0,,4.193433337540886e-05,0.0,,166.5087105279963,-76.0120458399906
4,z,13,"['x', 'x', 'z', 'z']",0.05,normal,1,0,5000000,4545148,0.0,310,0,0.9090296,0.0,,3.41022998591025e-05,0.0,,1324.7886747209996,1049.955363852001
4,z,13,"['x', 'x', 'z', 'z']",0.1,m1,1,0,5000000,4459573,4.0,1466,0,0.8919146,0.0,,0.00016526245898430185,0.0,,318.0222387459944,77.9280137589958
4,z,13,"['x', 'x', 'z', 'z']",0.1,normal,1,0,5000000,4132689,4.0,1038,0,0.8265378,0.0,,0.00012655198588618693,0.0,,1874.809294630002,290.24622703100613
4,z,13,"['x', 'x', 'z', 'z']",0.5,m1,1,0,5000000,2818493,298.0,22773,0,0.5636986,0.0,,0.004145655142659571,0.0,,512.0985199260031,679.2837629129936
4,z,13,"['x', 'x', 'z', 'z']",0.5,normal,1,0,5000000,1941871,182.0,12307,0,0.3883742,0.0,,0.0032625751144128522,0.0,,1407.6778985230048,-46.1525126619963
4,z,13,"['x', 'x', 'z', 'z']",1.0,m1,1,0,5000000,1591961,1384.0,49473,0,0.3183922,0.0,,0.016407751194909927,0.0,,1002.6559667260008,-134.88539918900642
4,z,13,"['x', 'x', 'z', 'z']",1.0,normal,1,0,5000000,766779,578.0,19333,0,0.1533558,0.0,,0.013360433710365046,0.0,,1761.853451871997,-853.5487244349933
4,z,14,"['z', 'x', 'z', 'z']",0.01,m1,1,0,5000000,4976881,0.0,0,0,0.9953762,0.0,,0.0,0.0,,2.5729761499969754,0.2980572130036307
4,z,14,"['z', 'x', 'z', 'z']",0.01,normal,1,0,5000000,4968892,0.0,0,0,0.9937784,0.0,,0.0,0.0,,23.7943399509968,5.464729393992457
4,z,14,"['z', 'x', 'z', 'z']",0.05,m1,1,0,5000000,4887076,0.0,0,0,0.9774152,0.0,,0.0,0.0,,4.485876858001575,0.5209156689961674
4,z,14,"['z', 'x', 'z', 'z']",0.05,normal,1,0,5000000,4845032,0.0,0,0,0.9690064,0.0,,0.0,0.0,,61.84307715699833,10.684986783002389
4,z,14,"['z', 'x', 'z', 'z']",0.1,m1,1,0,5000000,4777002,0.0,0,0,0.9554004,0.0,,0.0,0.0,,21.81791023799451,1.8998325530119475
4,z,14,"['z', 'x', 'z', 'z']",0.1,normal,1,0,5000000,4694432,0.0,1,0,0.9388864,0.0,,1.0650915808344865e-07,0.0,,292.12523141200654,-6.5829301760095404
4,z,14,"['z', 'x', 'z', 'z']",0.5,m1,1,0,5000000,3979837,0.0,125,0,0.7959674,0.0,,1.5704160748291953e-05,0.0,,49.14531405300659,3.130800680999528
4,z,14,"['z', 'x', 'z', 'z']",0.5,normal,1,0,5000000,3643847,2.0,51,0,0.7287694,0.0,,7.546968904018198e-06,0.0,,383.9474470060086,54.05702643399127
4,z,14,"['z', 'x', 'z', 'z']",1.0,m1,1,0,5000000,3169015,42.0,1425,0,0.633803,0.0,,0.00023808659788609394,0.0,,119.61160015199856,57.38833143899683
4,z,14,"['z', 'x', 'z', 'z']",1.0,normal,1,0,5000000,2655829,18.0,520,0,0.5311658,0.0,,0.00010467541396678777,0.0,,1397.1341487710015,-438.1007230069954
4,z,15,"['x', 'z', 'z', 'z']",0.01,m1,1,0,5000000,4958710,0.0,0,0,0.991742,0.0,,0.0,0.0,,3.0177509460045258,0.2693023930041818
4,z,15,"['x', 'z', 'z', 'z']",0.01,normal,1,0,5000000,4938825,0.0,0,0,0.987765,0.0,,0.0,0.0,,27.271139343996765,5.362541898008203
4,z,15,"['x', 'z', 'z', 'z']",0.05,m1,1,0,5000000,4799586,0.0,0,0,0.9599172,0.0,,0.0,0.0,,6.435188780000317,2.1999376570020104
4,z,15,"['x', 'z', 'z', 'z']",0.05,normal,1,0,5000000,4702620,0.0,0,0,0.940524,0.0,,0.0,0.0,,179.5499292089953,-47.93121907000023
4,z,15,"['x', 'z', 'z', 'z']",0.1,m1,1,0,5000000,4605366,0.0,1,0,0.9210732,0.0,,1.085690040704691e-07,0.0,,30.45317556599912,-8.924610090994975
4,z,15,"['x', 'z', 'z', 'z']",0.1,normal,1,0,5000000,4419083,0.0,0,0,0.8838166,0.0,,0.0,0.0,,235.03655889800572,-71.28966705600033
4,z,15,"['x', 'z', 'z', 'z']",0.5,m1,1,0,5000000,3312280,0.0,44,0,0.662456,0.0,,6.641950559735288e-06,0.0,,115.63979919099074,-43.50605652398372
4,z,15,"['x', 'z', 'z', 'z']",0.5,normal,1,0,5000000,2696622,0.0,28,0,0.5393244,0.0,,5.1916805544121495e-06,0.0,,697.9812436549983,331.9612116350036
4,z,15,"['x', 'z', 'z', 'z']",1.0,m1,1,0,5000000,2194164,14.0,447,0,0.4388328,0.0,,0.00010824168111408262,0.0,,336.4151392069907,-130.14353255998867
4,z,15,"['x', 'z', 'z', 'z']",1.0,normal,1,0,5000000,1452407,7.0,218,0,0.2904814,0.0,,7.986742008266277e-05,0.0,,746.3001466939895,-48.06945010599157
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.01,m1,1,0,5000000,4750585,0.0,0,0,0.950117,0.0,,0.0,0.0,,356.81038056401303,-25.064772411016747
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.01,normal,1,0,5000000,4721307,0.0,0,0,0.9442614,0.0,,0.0,0.0,,2393.9738112060004,1773.8577393300077
5,x,2,"['x', 'x', 'x', 'x', 'x']",0.1,m1,151,0,155000000,90610709,0.0,0,0,0.5841956410596026,0.0035697816471842235,0.043866211282655464,0.0,0.0,0.0,1940.0542823889991,22037.199206893827
