n,lstate,i,p_error,sim_type,shots,prep_rate,count_accept,LER,eff,N_samples,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
6,x,2,1,m1,10021000,0.0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,4,352,352,320,1.0,0.0,0.0,0,0,0,0,3001.8868935950745
6,x,2,1,normal,10021000,0.0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,4,384,384,384,1.0,0.0,0.0,0,0,0,0,3881.9415621549697
6,x,3,1,m1,21000,0.0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3,288,288,256,1.0,0.0,0.0,0,0,0,0,6.8443663919752
6,x,3,1,normal,21000,0.0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3,320,320,320,1.0,0.0,0.0,0,0,0,0,6.53782656401745
6,x,5,1,m1,21000,3.3333333333333335e-05,1,0.0,3.3333333333333335e-05,3,6.533333333333334e-05,5.773502691896258e-05,0.0,0.0,6.533333333333334e-05,5.773502691896258e-05,2,2,224,224,192,1.0,0.0,0.0,0,0,0,0,8.358118218020536
6,x,5,1,normal,21000,6.666666666666667e-05,2,0.0,6.666666666666667e-05,3,0.00013066666666666668,0.00011547005383792516,0.0,0.0,0.00013066666666666668,0.00011547005383792516,2,2,256,256,256,1.0,0.0,0.0,0,0,0,0,8.108062954997877
6,x,9,1,m1,21000,0.038933333333333334,133,0.0,0.038933333333333334,3,0.0745508300631932,0.06588052317136935,0.0,0.0,0.0745508300631932,0.06588052317136935,3,1,160,160,128,1.0,0.0,0.0,0,0,0,0,7.617022526013898
6,x,9,1,normal,21000,0.0317,753,0.0,0.0317,3,0.0410061792416704,0.036237135648392524,0.0,0.0,0.0410061792416704,0.036237135648392524,3,1,192,192,192,1.0,0.0,0.0,0,0,0,0,7.706171726982575
6,x,17,1,m1,21000,0.0629,1500,0.0,0.0629,3,0.03238708491564706,0.028620447236198106,0.0,0.0,0.03238708491564706,0.028620447236198106,4,0,96,96,64,1.0,0.0,0.0,0,0,0,0,8.11631807097001
6,x,17,1,normal,21000,0.0222,522,0.0,0.0222,3,0.01254604150054245,0.011086929241228163,0.0,0.0,0.01254604150054245,0.011086929241228163,4,0,128,128,128,1.0,0.0,0.0,0,0,0,0,8.034414626017679
6,x,33,1,m1,1769021000,1.0,1769021000,0.0,1.0,1772,0.0,0.0,0.0,0.0,0.0,0.0,5,-1,32,32,0,1.0,0.0,0.0,0,0,0,0,1609255.3501766047
6,x,33,1,normal,1769021000,1.0,1769021000,2.821670428893905e-10,0.999999999717833,1772,0.0,0.0,5.530474040632058e-10,1.1877858453639505e-08,5.53047403500125e-10,1.1877858441546157e-08,5,-1,64,64,64,1.0,0.0,0.0,1,0,0,0,1602402.1546832335
6,z,32,1,m1,2782000000,1.0,2782000000,0.0,1.0,670,0.0,0.0,0.0,0.0,0.0,0.0,5,-1,32,32,0,1.0,0.0,0.0,0,0,0,0,2640221.7560710376
