n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,z,8,"['z', 'z', 'z', 'x']",1,m1,0,na,1000000,1000000,990,1774,0,1.0,0.0009900000000000464,0,5.563081322005019
4,z,8,"['z', 'z', 'z', 'x']",0.8,m1,0,na,1000000,1000000,444,805,0,1.0,0.00044399999999999995,0,13.02267491100065
4,z,14,"['z', 'x', 'z', 'z']",0.8,m1,0,na,1000000,669443,30,55,0,0.669443,4.481337470108038e-05,0,40.211078074993566
4,z,12,"['z', 'z', 'x', 'z']",1,m1,0,na,1000000,738096,503,886,0,0.738096,0.0006814831675012734,0,63.71384696099267
4,z,12,"['z', 'z', 'x', 'z']",0.8,m1,0,na,1000000,679817,180,330,0,0.679817,0.0002647771385534403,0,47.00430613200297
4,z,8,"['z', 'z', 'z', 'x']",0.5,m1,0,na,1000000,1000000,71,134,0,1.0,7.100000000004325e-05,0,2.820713341992814
4,z,14,"['z', 'x', 'z', 'z']",0.5,m1,0,na,1000000,794967,12,24,0,0.794967,1.5094966206108396e-05,0,16.336080861001392
4,z,14,"['z', 'x', 'z', 'z']",1,m1,0,na,1000000,607515,122,227,0,0.607515,0.00020081808679617286,0,115.95228085199778
4,z,15,"['x', 'z', 'z', 'z']",1,m1,0,na,1000000,420396,10,20,0,0.420396,2.3787095976168793e-05,0,116.75086848098726
4,z,8,"['z', 'z', 'z', 'x']",0.3,m1,0,na,1000000,1000000,10,20,0,1.0,9.99999999995449e-06,0,2.07017807700322
4,z,12,"['z', 'z', 'x', 'z']",0.5,m1,0,na,1000000,796269,63,122,0,0.796269,7.911899119517063e-05,0,28.200238748002448
4,z,14,"['z', 'x', 'z', 'z']",0.3,m1,0,na,1000000,863103,0,1,0,0.863103,0.0,0,10.393112002988346
4,z,12,"['z', 'z', 'x', 'z']",0.3,m1,0,na,1000000,900593,9,18,0,0.900593,9.993415449605081e-06,0,18.802233408001484
4,z,15,"['x', 'z', 'z', 'z']",0.3,m1,0,na,1000000,745823,0,1,0,0.745823,0.0,0,14.687048677995335
4,z,15,"['x', 'z', 'z', 'z']",0.8,m1,0,na,1000000,399306,11,20,0,0.399306,2.7547795425020283e-05,0,89.87054403100046
4,z,8,"['z', 'z', 'z', 'x']",0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.240022330006468
4,z,15,"['x', 'z', 'z', 'z']",0.5,m1,0,na,1000000,621065,1,2,0,0.621065,1.6101374252786016e-06,0,60.83296040901041
4,z,15,"['x', 'z', 'z', 'z']",0.1,m1,0,na,1000000,909064,0,0,0,0.909064,0.0,0,4.550444585998775
4,z,14,"['z', 'x', 'z', 'z']",0.1,m1,0,na,1000000,954578,0,0,0,0.954578,0.0,0,4.58265496599779
4,z,12,"['z', 'z', 'x', 'z']",0.1,m1,0,na,1000000,945711,0,0,0,0.945711,0.0,0,4.925068643002305
