n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,z,8,"['z', 'z', 'z', 'x']",0.8,m1,0,init,1000000,1000000,430,779,0,1.0,0.00043000000000004146,0,3.518425339003443
4,z,8,"['z', 'z', 'z', 'x']",1,m1,0,init,1000000,1000000,1014,1786,0,1.0,0.0010139999999999594,0,12.946112518999144
4,z,14,"['z', 'x', 'z', 'z']",1,m1,0,init,1000000,605887,53,104,0,0.605887,8.747505723016857e-05,0,60.23165573399456
4,z,12,"['z', 'z', 'x', 'z']",1,m1,0,init,1000000,696766,388,695,0,0.696766,0.0005568584000941179,0,67.2663504910015
4,z,8,"['z', 'z', 'z', 'x']",0.5,m1,0,init,1000000,1000000,62,120,0,1.0,6.20000000000065e-05,0,3.0638782940077363
4,z,12,"['z', 'z', 'x', 'z']",0.8,m1,0,init,1000000,694195,217,410,0,0.694195,0.000312592283148061,0,68.93768713400641
4,z,14,"['z', 'x', 'z', 'z']",0.8,m1,0,init,1000000,695330,44,85,0,0.69533,6.327930622873623e-05,0,82.30203979600628
4,z,12,"['z', 'z', 'x', 'z']",0.5,m1,0,init,1000000,810318,44,79,0,0.810318,5.4299670006141554e-05,0,14.872437062003883
4,z,14,"['z', 'x', 'z', 'z']",0.5,m1,0,init,1000000,699321,3,4,0,0.699321,4.289875464968951e-06,0,27.106466527999146
4,z,8,"['z', 'z', 'z', 'x']",0.3,m1,0,init,1000000,1000000,12,25,0,1.0,1.2000000000012001e-05,0,6.506192233006004
4,z,15,"['x', 'z', 'z', 'z']",1,m1,0,init,1000000,352449,17,34,0,0.352449,4.823392888053668e-05,0,135.79185405500175
4,z,14,"['z', 'x', 'z', 'z']",0.3,m1,0,init,1000000,824665,0,0,0,0.824665,0.0,0,18.15286169400497
4,z,8,"['z', 'z', 'z', 'x']",0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.8996182739938376
4,z,15,"['x', 'z', 'z', 'z']",0.8,m1,0,init,1000000,455042,16,33,0,0.455042,3.5161589479693056e-05,0,108.03260770800989
4,z,12,"['z', 'z', 'x', 'z']",0.3,m1,0,init,1000000,846455,11,22,0,0.846455,1.299537482790658e-05,0,23.300128674003645
4,z,15,"['x', 'z', 'z', 'z']",0.3,m1,0,init,1000000,780576,0,0,0,0.780576,0.0,0,29.337494931009132
4,z,12,"['z', 'z', 'x', 'z']",0.1,m1,0,init,1000000,961394,0,1,0,0.961394,0.0,0,2.58961015001114
4,z,15,"['x', 'z', 'z', 'z']",0.5,m1,0,init,1000000,566715,0,0,0,0.566715,0.0,0,62.7759685380006
4,z,15,"['x', 'z', 'z', 'z']",0.1,m1,0,init,1000000,882564,0,1,0,0.882564,0.0,0,7.12422142700234
4,z,14,"['z', 'x', 'z', 'z']",0.1,m1,0,init,1000000,921215,0,0,0,0.921215,0.0,0,6.976626725998358
