n,lstate,i,p_error,sim_type,comp_type,N_samples,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
4,x,15,1.0,m1,init,17,32000000,0.569295875,0.015431962061442817,0.03246306611727203,0.19010843785736833,0.02204727901219198,0.046379214349352514,18217468,-726460.0,5832240,0,0,0,14510.507140254009
4,x,15,1.0,m1,na,17,32000000,0.5666704375,0.0239639086551243,0.05041108499374018,0.19159873039402459,0.0216921070521003,0.04563206562143636,18133454,-727682.0,5843728,0,0,0,15676.40541359001
4,z,2,1.0,m1,init,17,32000000,0.571411,0.016615871324345995,0.03495356761834191,0.19583350675900849,0.0222476012780617,0.04680061733983411,18285152,-733612.0,5998146,0,0,0,15144.716264514025
4,z,2,1.0,m1,na,17,32000000,0.5631951875,0.017563356912292688,0.03694672229071674,0.19583617728681071,0.022666287918064344,0.04768137715655138,18022246,-699832.0,5878192,0,0,0,15650.372299802011
4,z,3,1.0,m1,init,17,32000000,0.367120625,0.027617729949793415,0.05809735598101152,0.21704036795381748,0.027596655128204965,0.05805302245272059,11747860,-810028.0,4633840,0,0,0,11467.934607228004
4,z,3,1.0,m1,na,17,32000000,0.3475594375,0.03103728925375067,0.06529082751329691,0.19876589084629986,0.02404365934426984,0.0505788505626498,11121902,-741058.0,4091992,0,0,0,12457.271493510005
4,z,4,1.0,m1,init,17,32000000,0.6282613125000001,0.053471570567721616,0.11248414970325751,0.05088700197649221,0.011523701214668758,0.024241549645988684,20104362,-244827.0,1682230,0,0,0,9480.13483942001
4,z,4,1.0,m1,na,17,32000000,0.658925125,0.04045815673832218,0.08510880288260064,0.0547886685728865,0.01243620954688214,0.026161125277607045,21085604,-253904.0,1907272,0,0,0,7540.398807530008
4,z,5,1.0,m1,init,17,32000000,0.3290625625,0.024597372183345817,0.05174365491049209,0.21260220908769387,0.028811020016540106,0.06060759117856099,10530002,-939455.0,4436132,0,0,0,11479.108198343987
4,z,5,1.0,m1,na,17,32000000,0.369214375,0.0211935575298177,0.044583304223491264,0.2094187805909211,0.0279507735509695,0.058797954932840645,11814860,-1031694.0,4880902,0,0,0,13657.73729814
4,z,6,1.0,m1,init,17,32000000,0.572797125,0.024299132024306322,0.05111626936073656,0.030789745849690454,0.004928055067327449,0.010366781414005828,18329508,-202963.0,1069058,0,0,0,13984.389589239989
