n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,z,8,"['z', 'z', 'z', 'x']",0.8,m1,0,na,1000000,1000000,568,1041,0,1.0,0.0005680000000000129,0,13.310260263999226
4,z,8,"['z', 'z', 'z', 'x']",1,m1,0,na,1000000,1000000,1363,2432,0,1.0,0.001363000000000003,0,15.578301584995643
4,z,14,"['z', 'x', 'z', 'z']",0.8,m1,0,na,1000000,656130,15,30,0,0.65613,2.286132321338563e-05,0,30.062584015002358
4,z,12,"['z', 'z', 'x', 'z']",0.8,m1,0,na,1000000,789917,313,580,0,0.789917,0.00039624416236139215,0,28.47898624499794
4,z,12,"['z', 'z', 'x', 'z']",1,m1,0,na,1000000,787934,474,897,0,0.787934,0.0006015732282145247,0,71.65168125099444
4,z,8,"['z', 'z', 'z', 'x']",0.5,m1,0,na,1000000,1000000,88,166,0,1.0,8.799999999997699e-05,0,3.1581408620040747
4,z,14,"['z', 'x', 'z', 'z']",1,m1,0,na,1000000,535749,32,54,0,0.535749,5.972946286414427e-05,0,82.86892968900065
4,z,12,"['z', 'z', 'x', 'z']",0.5,m1,0,na,1000000,813515,38,71,0,0.813515,4.671087810304009e-05,0,22.85237005900126
4,z,15,"['x', 'z', 'z', 'z']",0.8,m1,0,na,1000000,455040,4,8,0,0.45504,8.790436005656765e-06,0,76.34601336299966
4,z,8,"['z', 'z', 'z', 'x']",0.3,m1,0,na,1000000,1000000,15,28,0,1.0,1.4999999999987246e-05,0,2.2421115430042846
4,z,15,"['x', 'z', 'z', 'z']",1,m1,0,na,1000000,398405,25,48,0,0.398405,6.275021648827206e-05,0,150.89232941700175
4,z,14,"['z', 'x', 'z', 'z']",0.5,m1,0,na,1000000,741145,6,12,0,0.741145,8.095581836231602e-06,0,48.142580691994226
4,z,12,"['z', 'z', 'x', 'z']",0.3,m1,0,na,1000000,855363,4,7,0,0.855363,4.676377163836953e-06,0,8.823085180003545
4,z,15,"['x', 'z', 'z', 'z']",0.5,m1,0,na,1000000,559321,1,2,0,0.559321,1.7878820927075267e-06,0,37.26080060700042
4,z,8,"['z', 'z', 'z', 'x']",0.1,m1,0,na,1000000,1000000,0,1,0,1.0,0.0,0,1.1124084659968503
4,z,15,"['x', 'z', 'z', 'z']",0.3,m1,0,na,1000000,753845,0,1,0,0.753845,0.0,0,14.858979741999065
4,z,14,"['z', 'x', 'z', 'z']",0.3,m1,0,na,1000000,844230,0,1,0,0.84423,0.0,0,25.90530651899462
4,z,12,"['z', 'z', 'x', 'z']",0.1,m1,0,na,1000000,958897,0,0,0,0.958897,0.0,0,4.119461772999784
4,z,14,"['z', 'x', 'z', 'z']",0.1,m1,0,na,1000000,940972,0,0,0,0.940972,0.0,0,9.960267061993363
4,z,15,"['x', 'z', 'z', 'z']",0.1,m1,0,na,1000000,904882,0,0,0,0.904882,0.0,0,5.833323282000492
