n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
3,x,2,1.0,normal,0,100000,83642,40,80,0,0.83642,0.0004782286411133,0,2.0866518600014388,"['x', 'x', 'x']"
3,x,2,1.0,m1,0,100000,85156,72,142,0,0.85156,0.0008455070693785,0,0.126983050002309,"['x', 'x', 'x']"
3,x,2,0.8,normal,0,100000,86791,18,35,0,0.86791,0.0002073947759559,0,0.5712840480045998,"['x', 'x', 'x']"
3,x,2,0.8,m1,0,100000,87966,40,80,0,0.87966,0.0004547211422595,0,0.3382248289999552,"['x', 'x', 'x']"
3,x,2,0.5,normal,0,100000,91662,7,14,0,0.91662,7.636752416484427e-05,0,1.4409712289998424,"['x', 'x', 'x']"
3,x,2,0.5,m1,0,100000,92408,16,32,0,0.92408,0.0001731451822353,0,0.1948873029978131,"['x', 'x', 'x']"
3,x,2,0.3,normal,0,100000,94853,4,5,0,0.94853,4.217051648336412e-05,0,1.0717797499964945,"['x', 'x', 'x']"
3,x,2,0.3,m1,0,100000,95213,5,10,0,0.95213,5.251383739612869e-05,0,0.137960035004653,"['x', 'x', 'x']"
3,x,2,0.1,normal,0,100000,98193,0,0,0,0.98193,0.0,0,0.5224314599981881,"['x', 'x', 'x']"
3,x,2,0.1,m1,0,100000,98414,0,0,0,0.98414,0.0,0,0.091145085003518,"['x', 'x', 'x']"
3,x,3,1.0,normal,0,100000,93448,252,477,0,0.93448,0.002696686927489,0,1.6995407340000384,"['z', 'x', 'x']"
3,x,3,1.0,m1,0,100000,94462,100,197,0,0.94462,0.0010586267493807,0,0.0770649240002967,"['z', 'x', 'x']"
3,x,3,0.8,normal,0,100000,94786,174,333,0,0.94786,0.0018357141349988,0,1.5315366760041798,"['z', 'x', 'x']"
3,x,3,0.8,m1,0,100000,95415,62,121,0,0.95415,0.0006497930094848,0,0.204351353997481,"['z', 'x', 'x']"
3,x,3,0.5,normal,0,100000,96614,114,224,0,0.96614,0.00117995321589,0,0.4358332480042008,"['z', 'x', 'x']"
3,x,3,0.5,m1,0,100000,97088,19,38,0,0.97088,0.000195698747528,0,0.1549552559954463,"['z', 'x', 'x']"
3,x,3,0.3,normal,0,100000,98007,66,129,0,0.98007,0.0006734212862347,0,0.9856609479975303,"['z', 'x', 'x']"
3,x,3,0.3,m1,0,100000,98370,6,11,0,0.9837,6.0994205550501945e-05,0,0.1228487769985804,"['z', 'x', 'x']"
3,x,3,0.1,normal,0,100000,99280,18,35,0,0.9928,0.0001813053988718,0,0.5318130669984384,"['z', 'x', 'x']"
3,x,3,0.1,m1,0,100000,99398,2,3,0,0.99398,2.0121129197803175e-05,0,0.035090607998427,"['z', 'x', 'x']"
3,x,4,1.0,normal,0,100000,85669,3759,6296,0,0.85669,0.0438781823063184,0,2.161187394995068,"['x', 'z', 'x']"
3,x,4,1.0,m1,0,100000,83849,4466,8112,0,0.83849,0.0532624121933476,0,1.9956654950001396,"['x', 'z', 'x']"
3,x,4,0.8,normal,0,100000,88462,3160,5336,0,0.88462,0.035721552757116,0,1.898737853000057,"['x', 'z', 'x']"
3,x,4,0.8,m1,0,100000,86755,3628,6611,0,0.86755,0.0418189153362918,0,1.7966435710040969,"['x', 'z', 'x']"
3,x,4,0.5,normal,0,100000,92512,2022,3418,0,0.92512,0.0218566240055344,0,4.321191611998074,"['x', 'z', 'x']"
3,x,4,0.5,m1,0,100000,91402,2414,4427,0,0.91402,0.0264108006389356,0,1.4976797590061324,"['x', 'z', 'x']"
3,x,4,0.3,normal,0,100000,95363,1296,2251,0,0.95363,0.0135901764835418,0,3.3348468040057924,"['x', 'z', 'x']"
3,x,4,0.3,m1,0,100000,94800,1472,2723,0,0.948,0.0155274261603375,0,1.1833614080023835,"['x', 'z', 'x']"
3,x,4,0.1,normal,0,100000,98404,434,755,0,0.98404,0.0044103898215519,0,2.1439933000001474,"['x', 'z', 'x']"
3,x,4,0.1,m1,0,100000,98179,532,979,0,0.98179,0.005418674054533,0,0.6502620289975312,"['x', 'z', 'x']"
3,x,5,1.0,normal,0,100000,100000,244,482,0,1.0,0.0024399999999999,0,0.2337648760003503,"['z', 'z', 'x']"
3,x,5,1.0,m1,0,100000,100000,74,146,0,1.0,0.0007399999999999,0,0.0594426530005876,"['z', 'z', 'x']"
3,x,5,0.8,normal,0,100000,100000,158,310,0,1.0,0.00158,0,0.6227710279999883,"['z', 'z', 'x']"
3,x,5,0.8,m1,0,100000,100000,56,109,0,1.0,0.00056,0,0.0565566840014071,"['z', 'z', 'x']"
3,x,5,0.5,normal,0,100000,100000,63,120,0,1.0,0.00063,0,0.1951010260017938,"['z', 'z', 'x']"
3,x,5,0.5,m1,0,100000,100000,20,39,0,1.0,0.0001999999999999,0,0.0152413789983256,"['z', 'z', 'x']"
3,x,5,0.3,normal,0,100000,100000,28,53,0,1.0,0.0002799999999999,0,0.4999689090036554,"['z', 'z', 'x']"
3,x,5,0.3,m1,0,100000,100000,6,11,0,1.0,5.999999999994898e-05,0,0.012780657998519,"['z', 'z', 'x']"
3,x,5,0.1,normal,0,100000,100000,4,7,0,1.0,4.000000000004e-05,0,0.1300785569983418,"['z', 'z', 'x']"
3,x,5,0.1,m1,0,100000,100000,0,0,0,1.0,0.0,0,0.0342060120019596,"['z', 'z', 'x']"
3,x,6,1.0,normal,0,100000,85286,5176,9544,0,0.85286,0.0606899139366367,0,12.231914479998522,"['x', 'x', 'z']"
3,x,6,1.0,m1,0,100000,84687,4324,8304,0,0.84687,0.0510586040360385,0,3.529007751996687,"['x', 'x', 'z']"
3,x,6,0.8,normal,0,100000,88114,4274,7909,0,0.88114,0.0485053453480718,0,11.206580949001363,"['x', 'x', 'z']"
3,x,6,0.8,m1,0,100000,87665,3663,7022,0,0.87665,0.0417840643358238,0,1.0811387009962343,"['x', 'x', 'z']"
3,x,6,0.5,normal,0,100000,92216,2816,5245,0,0.92216,0.0305370000867528,0,3.160351848004211,"['x', 'x', 'z']"
3,x,6,0.5,m1,0,100000,92217,2346,4549,0,0.92217,0.025439994794886,0,2.465283208999608,"['x', 'x', 'z']"
3,x,6,0.3,normal,0,100000,95177,1748,3293,0,0.95177,0.0183657816489277,0,8.16432576400257,"['x', 'x', 'z']"
3,x,6,0.3,m1,0,100000,94989,1462,2850,0,0.94989,0.0153912558296224,0,1.8737942989973817,"['x', 'x', 'z']"
3,x,6,0.1,normal,0,100000,98411,594,1125,0,0.98411,0.0060359106197478,0,2.2683241889972123,"['x', 'x', 'z']"
3,x,6,0.1,m1,0,100000,98354,520,1023,0,0.98354,0.0052870244219859,0,1.005829524001456,"['x', 'x', 'z']"
3,x,7,1.0,normal,0,100000,95511,4772,9093,0,0.95511,0.0499628315063186,0,5.172461703004956,"['z', 'x', 'z']"
3,x,7,1.0,m1,0,100000,94875,4303,8184,0,0.94875,0.0453544137022398,0,0.7483495530032087,"['z', 'x', 'z']"
3,x,7,0.8,normal,0,100000,96296,3888,7457,0,0.96296,0.0403755088477195,0,4.708594785006426,"['z', 'x', 'z']"
3,x,7,0.8,m1,0,100000,95919,3469,6700,0,0.95919,0.0361659316715144,0,0.6943433639971772,"['z', 'x', 'z']"
3,x,7,0.5,normal,0,100000,97675,2484,4836,0,0.97675,0.0254312771947785,0,1.3112933459997294,"['z', 'x', 'z']"
3,x,7,0.5,m1,0,100000,97414,2202,4304,0,0.97414,0.0226045537602398,0,0.2112524229960399,"['z', 'x', 'z']"
3,x,7,0.3,normal,0,100000,98629,1549,3060,0,0.98629,0.015705319936327,0,3.099750140994729,"['z', 'x', 'z']"
3,x,7,0.3,m1,0,100000,98375,1336,2647,0,0.98375,0.0135806861499364,0,0.184725384999183,"['z', 'x', 'z']"
3,x,7,0.1,normal,0,100000,99496,518,1034,0,0.99496,0.0052062394468119,0,2.209404768997046,"['z', 'x', 'z']"
3,x,7,0.1,m1,0,100000,99470,452,904,0,0.9947,0.0045440836433094,0,0.3952394629959599,"['z', 'x', 'z']"
3,z,2,1.0,normal,0,100000,93625,3872,7441,0,0.93625,0.0413564753004005,0,1.7988374649939942,"['z', 'x', 'x']"
3,z,2,1.0,m1,0,100000,94384,3782,7272,0,0.94384,0.0400703509069333,0,0.7221979700043448,"['z', 'x', 'x']"
3,z,2,0.8,normal,0,100000,94861,3121,6042,0,0.94861,0.0329007706011954,0,1.6122484489969793,"['z', 'x', 'x']"
3,z,2,0.8,m1,0,100000,95529,3079,5964,0,0.95529,0.03223105025699,0,0.6862136900017504,"['z', 'x', 'x']"
3,z,2,0.5,normal,0,100000,96692,2023,3970,0,0.96692,0.0209221031729616,0,3.826505684002768,"['z', 'x', 'x']"
3,z,2,0.5,m1,0,100000,97197,1977,3876,0,0.97197,0.0203401339547516,0,0.2050441360042896,"['z', 'x', 'x']"
3,z,2,0.3,normal,0,100000,97934,1244,2467,0,0.97934,0.0127024322502909,0,1.0770986819989048,"['z', 'x', 'x']"
3,z,2,0.3,m1,0,100000,98255,1200,2375,0,0.98255,0.0122131189252455,0,0.5404125610002666,"['z', 'x', 'x']"
3,z,2,0.1,normal,0,100000,99289,426,848,0,0.99289,0.0042905054940627,0,0.7697538270003861,"['z', 'x', 'x']"
3,z,2,0.1,m1,0,100000,99390,419,836,0,0.9939,0.0042157158667873,0,0.3982899209950119,"['z', 'x', 'x']"
3,z,3,1.0,normal,0,100000,85740,3847,6962,0,0.8574,0.0448682062048052,0,9.415957164004794,"['x', 'z', 'x']"
3,z,3,1.0,m1,0,100000,83873,4378,8293,0,0.83873,0.0521979659723629,0,3.620141669001896,"['x', 'z', 'x']"
3,z,3,0.8,normal,0,100000,88301,3222,5840,0,0.88301,0.0364888279860929,0,3.49565542700293,"['x', 'z', 'x']"
3,z,3,0.8,m1,0,100000,86950,3698,7038,0,0.8695,0.0425301897642322,0,1.0599606390023837,"['x', 'z', 'x']"
3,z,3,0.5,normal,0,100000,92571,2064,3745,0,0.92571,0.0222963995203681,0,8.014887440003804,"['x', 'z', 'x']"
3,z,3,0.5,m1,0,100000,91435,2472,4756,0,0.91435,0.027035599059441,0,2.5555741089992807,"['x', 'z', 'x']"
3,z,3,0.3,normal,0,100000,95274,1318,2390,0,0.95274,0.0138337846631819,0,2.6418783250046545,"['x', 'z', 'x']"
3,z,3,0.3,m1,0,100000,94731,1464,2807,0,0.94731,0.0154542863476581,0,1.8989303589987685,"['x', 'z', 'x']"
3,z,3,0.1,normal,0,100000,98375,434,809,0,0.98375,0.0044116899618805,0,6.1380677449997165,"['x', 'z', 'x']"
3,z,3,0.1,m1,0,100000,98281,544,1063,0,0.98281,0.0055351492150059,0,1.048828404003871,"['x', 'z', 'x']"
3,z,4,1.0,normal,0,100000,100000,116,229,0,1.0,0.00116,0,0.593358737998642,"['z', 'z', 'x']"
3,z,4,1.0,m1,0,100000,100000,74,142,0,1.0,0.0007399999999999,0,0.0197406439983751,"['z', 'z', 'x']"
3,z,4,0.8,normal,0,100000,100000,70,140,0,1.0,0.0007,0,0.1922100429947022,"['z', 'z', 'x']"
3,z,4,0.8,m1,0,100000,100000,48,95,0,1.0,0.00048,0,0.0532793490056064,"['z', 'z', 'x']"
3,z,4,0.5,normal,0,100000,100000,28,57,0,1.0,0.0002799999999999,0,0.5032184509982471,"['z', 'z', 'x']"
3,z,4,0.5,m1,0,100000,100000,18,35,0,1.0,0.0001799999999999,0,0.0147440039945649,"['z', 'z', 'x']"
3,z,4,0.3,normal,0,100000,100000,11,22,0,1.0,0.00011,0,0.1571850309992442,"['z', 'z', 'x']"
3,z,4,0.3,m1,0,100000,100000,10,19,0,1.0,9.9999999999989e-05,0,0.0134943349985405,"['z', 'z', 'x']"
3,z,4,0.1,normal,0,100000,100000,1,2,0,1.0,9.99999999995449e-06,0,0.1032492029989953,"['z', 'z', 'x']"
3,z,4,0.1,m1,0,100000,100000,1,2,0,1.0,9.99999999995449e-06,0,0.0112205080004059,"['z', 'z', 'x']"
3,z,5,1.0,normal,0,100000,85349,4710,8413,0,0.85349,0.0551851808457041,0,2.3349350480057183,"['x', 'x', 'z']"
3,z,5,1.0,m1,0,100000,84807,4056,7602,0,0.84807,0.047826240758428,0,0.6605210749985417,"['x', 'x', 'z']"
3,z,5,0.8,normal,0,100000,88035,3865,6936,0,0.88035,0.0439029931277332,0,4.6338639259993215,"['x', 'x', 'z']"
3,z,5,0.8,m1,0,100000,87711,3458,6443,0,0.87711,0.0394249295983399,0,1.7015453829953913,"['x', 'x', 'z']"
3,z,5,0.5,normal,0,100000,92254,2508,4548,0,0.92254,0.0271858130812756,0,4.050850961000833,"['x', 'x', 'z']"
3,z,5,0.5,m1,0,100000,92129,2255,4228,0,0.92129,0.0244765491864668,0,1.3861011569970287,"['x', 'x', 'z']"
3,z,5,0.3,normal,0,100000,95148,1595,2852,0,0.95148,0.0167633581367974,0,1.157243451001705,"['x', 'x', 'z']"
3,z,5,0.3,m1,0,100000,95064,1416,2675,0,0.95064,0.0148952284776571,0,1.1120105420050097,"['x', 'x', 'z']"
3,z,5,0.1,normal,0,100000,98426,536,968,0,0.98426,0.005445715562961,0,0.7616737650023424,"['x', 'x', 'z']"
3,z,5,0.1,m1,0,100000,98295,496,935,0,0.98295,0.005046034894959,0,0.6227081329998327,"['x', 'x', 'z']"
3,z,6,1.0,normal,0,100000,95498,259,492,0,0.95498,0.0027120986826949,0,1.6411132520006504,"['z', 'x', 'z']"
3,z,6,1.0,m1,0,100000,94872,160,309,0,0.94872,0.0016864828400371,0,0.0985240459995111,"['z', 'x', 'z']"
3,z,6,0.8,normal,0,100000,96303,184,351,0,0.96303,0.0019106362210938,0,0.5063838150017546,"['z', 'x', 'z']"
3,z,6,0.8,m1,0,100000,95959,128,249,0,0.95959,0.0013339030210819,0,0.2338012670006719,"['z', 'x', 'z']"
3,z,6,0.5,normal,0,100000,97761,100,194,0,0.97761,0.0010229027935475,0,1.173288516998582,"['z', 'x', 'z']"
3,z,6,0.5,m1,0,100000,97409,49,98,0,0.97409,0.0005030336005913,0,0.0551044419989921,"['z', 'x', 'z']"
3,z,6,0.3,normal,0,100000,98622,66,130,0,0.98622,0.0006692218774715,0,0.3116159780038288,"['z', 'x', 'z']"
3,z,6,0.3,m1,0,100000,98427,29,54,0,0.98427,0.000294634602294,0,0.1334676889964612,"['z', 'x', 'z']"
3,z,6,0.1,normal,0,100000,99566,22,45,0,0.99566,0.0002209589618946,0,0.4731043680003495,"['z', 'x', 'z']"
3,z,6,0.1,m1,0,100000,99497,7,14,0,0.99497,7.035388001652709e-05,0,0.0388461120019201,"['z', 'x', 'z']"
3,z,7,1.0,normal,0,100000,86861,68,129,0,0.86861,0.0007828599716789,0,0.7143775129952701,"['x', 'z', 'z']"
3,z,7,1.0,m1,0,100000,84375,70,138,0,0.84375,0.0008296296296296,0,0.1755207870010053,"['x', 'z', 'z']"
3,z,7,0.8,normal,0,100000,89404,36,69,0,0.89404,0.000402666547358,0,0.6325514060008572,"['x', 'z', 'z']"
3,z,7,0.8,m1,0,100000,87188,46,93,0,0.87188,0.0005275955406707,0,0.4278350150052574,"['x', 'z', 'z']"
3,z,7,0.5,normal,0,100000,93298,16,33,0,0.93298,0.0001714934939656,0,0.6355249789994559,"['x', 'z', 'z']"
3,z,7,0.5,m1,0,100000,91808,26,52,0,0.91808,0.0002831997211572,0,0.0936034879996441,"['x', 'z', 'z']"
3,z,7,0.3,normal,0,100000,95947,5,10,0,0.95947,5.21121035571559e-05,0,1.05083115400339,"['x', 'z', 'z']"
3,z,7,0.3,m1,0,100000,94984,6,10,0,0.94984,6.316853364773944e-05,0,0.0664486920068156,"['x', 'z', 'z']"
3,z,7,0.1,normal,0,100000,98555,1,2,0,0.98555,1.0146618639295111e-05,0,0.5513123659984558,"['x', 'z', 'z']"
3,z,7,0.1,m1,0,100000,98303,1,2,0,0.98303,1.0172629522964272e-05,0,0.0462068989945692,"['x', 'z', 'z']"
