n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,na,1000000,1000000,12,24,0,1.0,1.2000000000012e-05,0,3.008492087945342,"['z', 'z', 'z', 'x']"
4,x,5,1.0,m1,0,na,1000000,865906,47,90,0,0.865906,5.427840897276326e-05,0,17.108291642041877,"['z', 'z', 'x', 'x']"
4,x,2,0.8,m1,0,na,1000000,580540,1,2,0,0.58054,1.7225341922832982e-06,0,25.912398620974272,"['x', 'x', 'x', 'x']"
4,x,9,0.8,m1,0,na,1000000,1000000,4,9,0,1.0,4.000000000004e-06,0,1.1707398348953575,"['z', 'z', 'z', 'x']"
4,x,3,1.0,m1,0,na,1000000,643519,4,7,0,0.643519,6.215822687449801e-06,0,29.351590895093977,"['z', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,na,1000000,458769,3,6,0,0.458769,6.539238701863681e-06,0,37.49875416397117,"['x', 'x', 'x', 'x']"
4,x,5,0.8,m1,0,na,1000000,896743,6,12,0,0.896743,6.690880218762629e-06,0,4.926957248011604,"['z', 'z', 'x', 'x']"
4,x,3,0.8,m1,0,na,1000000,736460,16,27,0,0.73646,2.172555196477965e-05,0,21.736786015098915,"['z', 'x', 'x', 'x']"
4,x,9,0.5,m1,0,na,1000000,1000000,1,2,0,1.0,1.0000000000287557e-06,0,0.9429653210099788,"['z', 'z', 'z', 'x']"
4,x,3,0.5,m1,0,na,1000000,866746,0,1,0,0.866746,0.0,0,6.258157967124134,"['z', 'x', 'x', 'x']"
4,x,2,0.5,m1,0,na,1000000,741175,0,0,0,0.741175,0.0,0,9.395615628920496,"['x', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,na,1000000,936769,6,10,0,0.936769,6.404994187469981e-06,0,2.408722643973306,"['z', 'z', 'x', 'x']"
4,x,2,0.3,m1,0,na,1000000,817358,0,1,0,0.817358,0.0,0,5.060801937012002,"['x', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.4440524741075933,"['z', 'z', 'z', 'x']"
4,x,3,0.3,m1,0,na,1000000,892686,0,0,0,0.892686,0.0,0,4.54031899292022,"['z', 'x', 'x', 'x']"
4,x,2,0.1,m1,0,na,1000000,930265,0,0,0,0.930265,0.0,0,2.778094391105697,"['x', 'x', 'x', 'x']"
4,x,3,0.1,m1,0,na,1000000,967428,0,0,0,0.967428,0.0,0,2.862499681999907,"['z', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.4548453821334988,"['z', 'z', 'z', 'x']"
4,x,5,0.3,m1,0,na,1000000,954821,2,3,0,0.954821,2.0946334443605608e-06,0,4.818438370944932,"['z', 'z', 'x', 'x']"
4,x,5,0.1,m1,0,na,1000000,983032,0,0,0,0.983032,0.0,0,1.270517148077488,"['z', 'z', 'x', 'x']"
