n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,init,1000000,1000000,7,14,0,1.0,6.999999999979245e-06,0,2.401025123894214,"['z', 'z', 'z', 'x']"
4,x,5,1.0,m1,0,init,1000000,826423,28,56,0,0.826423,3.3880954426468435e-05,0,18.06324782408774,"['z', 'z', 'x', 'x']"
4,x,3,1.0,m1,0,init,1000000,727664,5,10,0,0.727664,6.87130323884233e-06,0,25.48762675398029,"['z', 'x', 'x', 'x']"
4,x,3,0.8,m1,0,init,1000000,714551,0,1,0,0.714551,0.0,0,14.946633613901213,"['z', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,init,1000000,492111,0,0,0,0.492111,0.0,0,29.24388847500086,"['x', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,init,1000000,596522,2,3,0,0.596522,3.3527682130607417e-06,0,30.57604825799353,"['x', 'x', 'x', 'x']"
4,x,9,0.8,m1,0,init,1000000,1000000,4,7,0,1.0,4.000000000004e-06,0,2.61019550007768,"['z', 'z', 'z', 'x']"
4,x,5,0.8,m1,0,init,1000000,847887,4,9,0,0.847887,4.7176097758283575e-06,0,9.901400635018945,"['z', 'z', 'x', 'x']"
4,x,9,0.5,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.6018212081398815,"['z', 'z', 'z', 'x']"
4,x,2,0.5,m1,0,init,1000000,707697,0,0,0,0.707697,0.0,0,14.29964255914092,"['x', 'x', 'x', 'x']"
4,x,3,0.5,m1,0,init,1000000,809858,0,0,0,0.809858,0.0,0,10.996374697890133,"['z', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,init,1000000,872876,3,6,0,0.872876,3.436914292498372e-06,0,6.7724233088083565,"['z', 'z', 'x', 'x']"
4,x,9,0.3,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.4135284549556673,"['z', 'z', 'z', 'x']"
4,x,2,0.3,m1,0,init,1000000,824894,0,0,0,0.824894,0.0,0,6.863072147825733,"['x', 'x', 'x', 'x']"
4,x,2,0.1,m1,0,init,1000000,944019,0,0,0,0.944019,0.0,0,2.695462947944179,"['x', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,init,1000000,897625,0,0,0,0.897625,0.0,0,5.619663434103131,"['z', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,init,1000000,925054,0,1,0,0.925054,0.0,0,4.016462539089844,"['z', 'z', 'x', 'x']"
4,x,9,0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.4131194970104843,"['z', 'z', 'z', 'x']"
4,x,5,0.1,m1,0,init,1000000,977699,0,0,0,0.977699,0.0,0,1.3682682218495756,"['z', 'z', 'x', 'x']"
4,x,3,0.1,m1,0,init,1000000,960251,0,0,0,0.960251,0.0,0,4.683687336975709,"['z', 'x', 'x', 'x']"
