n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,2.090198830002919,"['z', 'z', 'z', 'x']"
4,x,5,1.0,m1,0,na,1000000,877245,13,26,0,0.877245,1.4819121226139488e-05,0,12.09579367400147,"['z', 'z', 'x', 'x']"
4,x,2,0.8,m1,0,na,1000000,613088,2,3,0,0.613088,3.2621744350258552e-06,0,27.422330936882645,"['x', 'x', 'x', 'x']"
4,x,3,0.8,m1,0,na,1000000,712781,2,4,0,0.712781,2.805910931935607e-06,0,22.11558858212084,"['z', 'x', 'x', 'x']"
4,x,3,1.0,m1,0,na,1000000,746678,2,3,0,0.746678,2.678530772293186e-06,0,22.39448830904439,"['z', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,na,1000000,484161,6,11,0,0.484161,1.2392571892450022e-05,0,37.23929356504232,"['x', 'x', 'x', 'x']"
4,x,5,0.8,m1,0,na,1000000,881647,1,2,0,0.881647,1.1342408016146166e-06,0,7.973518433980644,"['z', 'z', 'x', 'x']"
4,x,9,0.8,m1,0,na,1000000,1000000,3,4,0,1.0,2.9999999999752447e-06,0,1.0931096801068634,"['z', 'z', 'z', 'x']"
4,x,9,0.5,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.239157556090504,"['z', 'z', 'z', 'x']"
4,x,5,0.5,m1,0,na,1000000,927486,2,5,0,0.927486,2.156366780692309e-06,0,3.3679328560829163,"['z', 'z', 'x', 'x']"
4,x,3,0.5,m1,0,na,1000000,841267,0,0,0,0.841267,0.0,0,11.558559695957229,"['z', 'x', 'x', 'x']"
4,x,2,0.3,m1,0,na,1000000,813303,0,1,0,0.813303,0.0,0,13.315690559800714,"['x', 'x', 'x', 'x']"
4,x,2,0.5,m1,0,na,1000000,722583,0,0,0,0.722583,0.0,0,18.959497776115317,"['x', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,na,1000000,892990,0,0,0,0.89299,0.0,0,8.097830543993041,"['z', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.5011207829229534,"['z', 'z', 'z', 'x']"
4,x,5,0.3,m1,0,na,1000000,949402,0,1,0,0.949402,0.0,0,2.5665774908848107,"['z', 'z', 'x', 'x']"
4,x,9,0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.9376250389032066,"['z', 'z', 'z', 'x']"
4,x,2,0.1,m1,0,na,1000000,932646,0,0,0,0.932646,0.0,0,3.629448337014765,"['x', 'x', 'x', 'x']"
4,x,3,0.1,m1,0,na,1000000,949466,0,0,0,0.949466,0.0,0,2.7538795911241323,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,na,1000000,984624,0,0,0,0.984624,0.0,0,2.9799822920467705,"['z', 'z', 'x', 'x']"
