n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,na,1000000,1000000,12,25,0,1.0,1.2000000000012e-05,0,1.3836590969003737,"['z', 'z', 'z', 'x']"
4,x,5,1.0,m1,0,na,1000000,848363,95,180,0,0.848363,0.0001119803668948,0,7.437236360972747,"['z', 'z', 'x', 'x']"
4,x,3,1.0,m1,0,na,1000000,693833,6,11,0,0.693833,8.647614051171537e-06,0,14.890683170873672,"['z', 'x', 'x', 'x']"
4,x,9,0.8,m1,0,na,1000000,1000000,4,8,0,1.0,4.000000000004e-06,0,1.0296519158873707,"['z', 'z', 'z', 'x']"
4,x,3,0.8,m1,0,na,1000000,789836,2,4,0,0.789836,2.5321712355808046e-06,0,8.820207324111834,"['z', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,na,1000000,613696,2,3,0,0.613696,3.258942538275633e-06,0,28.434692240087315,"['x', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,na,1000000,495596,0,1,0,0.495596,0.0,0,30.02429943601601,"['x', 'x', 'x', 'x']"
4,x,5,0.8,m1,0,na,1000000,862354,14,28,0,0.862354,1.6234632181255648e-05,0,4.492232998134568,"['z', 'z', 'x', 'x']"
4,x,9,0.5,m1,0,na,1000000,1000000,0,1,0,1.0,0.0,0,1.5546147238928825,"['z', 'z', 'z', 'x']"
4,x,5,0.5,m1,0,na,1000000,923114,1,2,0,0.923114,1.0832898211798891e-06,0,3.642783357994631,"['z', 'z', 'x', 'x']"
4,x,2,0.5,m1,0,na,1000000,722369,0,1,0,0.722369,0.0,0,16.269827516982332,"['x', 'x', 'x', 'x']"
4,x,2,0.3,m1,0,na,1000000,826987,0,1,0,0.826987,0.0,0,6.976234757108614,"['x', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,na,1000000,1000000,0,1,0,1.0,0.0,0,0.631984441075474,"['z', 'z', 'z', 'x']"
4,x,5,0.3,m1,0,na,1000000,923877,0,1,0,0.923877,0.0,0,5.261970225954428,"['z', 'z', 'x', 'x']"
4,x,2,0.1,m1,0,na,1000000,935056,0,0,0,0.935056,0.0,0,5.220570421079174,"['x', 'x', 'x', 'x']"
4,x,3,0.5,m1,0,na,1000000,855110,1,2,0,0.85511,1.1694401890194328e-06,0,13.516302831005303,"['z', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.984049930004403,"['z', 'z', 'z', 'x']"
4,x,3,0.3,m1,0,na,1000000,903368,0,0,0,0.903368,0.0,0,6.480930831981823,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,na,1000000,965799,0,0,0,0.965799,0.0,0,1.3929105531424284,"['z', 'z', 'x', 'x']"
4,x,3,0.1,m1,0,na,1000000,969437,0,0,0,0.969437,0.0,0,1.882399827009067,"['z', 'x', 'x', 'x']"
