n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,init,1000000,1000000,6,13,0,1.0,5.999999999950489e-06,0,3.078625285997987,"['z', 'z', 'z', 'x']"
4,x,5,1.0,m1,0,init,1000000,859848,18,32,0,0.859848,2.0933932509015207e-05,0,12.22376851295121,"['z', 'z', 'x', 'x']"
4,x,3,1.0,m1,0,init,1000000,665658,9,16,0,0.665658,1.3520456450644149e-05,0,21.70215564989485,"['z', 'x', 'x', 'x']"
4,x,3,0.8,m1,0,init,1000000,748403,0,0,0,0.748403,0.0,0,15.385466468986124,"['z', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,init,1000000,564556,1,2,0,0.564556,1.7713034667909966e-06,0,31.950234157033265,"['x', 'x', 'x', 'x']"
4,x,9,0.8,m1,0,init,1000000,1000000,4,8,0,1.0,4.000000000004e-06,0,2.18750678608194,"['z', 'z', 'z', 'x']"
4,x,5,0.8,m1,0,init,1000000,852149,4,7,0,0.852149,4.694014779094147e-06,0,7.0312970650848,"['z', 'z', 'x', 'x']"
4,x,2,1.0,m1,0,init,1000000,453630,3,6,0,0.45363,6.613319224912928e-06,0,49.67963644117117,"['x', 'x', 'x', 'x']"
4,x,3,0.5,m1,0,init,1000000,832899,0,0,0,0.832899,0.0,0,10.058496919926256,"['z', 'x', 'x', 'x']"
4,x,9,0.5,m1,0,init,1000000,1000000,1,2,0,1.0,1.0000000000287557e-06,0,1.7134500360116365,"['z', 'z', 'z', 'x']"
4,x,5,0.5,m1,0,init,1000000,921747,3,4,0,0.921747,3.2546891934881472e-06,0,5.545711346901953,"['z', 'z', 'x', 'x']"
4,x,2,0.5,m1,0,init,1000000,717080,1,2,0,0.71708,1.394544541732934e-06,0,18.103981795953587,"['x', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.1293352139182389,"['z', 'z', 'z', 'x']"
4,x,2,0.3,m1,0,init,1000000,827668,0,0,0,0.827668,0.0,0,13.191161055117846,"['x', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,init,1000000,885778,0,0,0,0.885778,0.0,0,7.594927072059363,"['z', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,init,1000000,953138,2,3,0,0.953138,2.098332035904704e-06,0,4.93270691903308,"['z', 'z', 'x', 'x']"
4,x,2,0.1,m1,0,init,1000000,937320,0,0,0,0.93732,0.0,0,3.46851679100655,"['x', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.4127064601052552,"['z', 'z', 'z', 'x']"
4,x,5,0.1,m1,0,init,1000000,971663,0,0,0,0.971663,0.0,0,2.579114325111732,"['z', 'z', 'x', 'x']"
4,x,3,0.1,m1,0,init,1000000,965701,0,0,0,0.965701,0.0,0,2.1623110140208155,"['z', 'x', 'x', 'x']"
