n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,init,1000000,1000000,8,14,0,1.0,8.000000000008e-06,0,2.9871403940487653,"['z', 'z', 'z', 'x']"
4,x,5,1.0,m1,0,init,1000000,858509,6,12,0,0.858509,6.988860920542628e-06,0,6.493196005932987,"['z', 'z', 'x', 'x']"
4,x,3,1.0,m1,0,init,1000000,693298,4,6,0,0.693298,5.769524793142189e-06,0,16.380764541914687,"['z', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,init,1000000,572755,2,3,0,0.572755,3.491894440044163e-06,0,21.876507881097496,"['x', 'x', 'x', 'x']"
4,x,3,0.8,m1,0,init,1000000,727884,1,2,0,0.727884,1.3738452830924786e-06,0,9.549264590023084,"['z', 'x', 'x', 'x']"
4,x,5,0.8,m1,0,init,1000000,896248,14,29,0,0.896248,1.5620676419914048e-05,0,4.028801132924855,"['z', 'z', 'x', 'x']"
4,x,9,0.8,m1,0,init,1000000,1000000,2,3,0,1.0,1.999999999946489e-06,0,0.9091788621153682,"['z', 'z', 'z', 'x']"
4,x,2,1.0,m1,0,init,1000000,493934,4,9,0,0.493934,8.098247944010595e-06,0,35.13220578990877,"['x', 'x', 'x', 'x']"
4,x,9,0.5,m1,0,init,1000000,1000000,0,1,0,1.0,0.0,0,1.0987858360167593,"['z', 'z', 'z', 'x']"
4,x,2,0.5,m1,0,init,1000000,722304,0,0,0,0.722304,0.0,0,8.452484254026785,"['x', 'x', 'x', 'x']"
4,x,2,0.3,m1,0,init,1000000,835054,0,0,0,0.835054,0.0,0,5.601297603920102,"['x', 'x', 'x', 'x']"
4,x,3,0.5,m1,0,init,1000000,798211,0,0,0,0.798211,0.0,0,9.154929312877355,"['z', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,init,1000000,930924,0,0,0,0.930924,0.0,0,6.484259434975684,"['z', 'z', 'x', 'x']"
4,x,9,0.3,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.3833740290720016,"['z', 'z', 'z', 'x']"
4,x,3,0.3,m1,0,init,1000000,901462,0,0,0,0.901462,0.0,0,4.403883941937238,"['z', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,init,1000000,961046,0,0,0,0.961046,0.0,0,1.9769925188738853,"['z', 'z', 'x', 'x']"
4,x,9,0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.9693736378103496,"['z', 'z', 'z', 'x']"
4,x,2,0.1,m1,0,init,1000000,931308,0,0,0,0.931308,0.0,0,3.8271684059873214,"['x', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,init,1000000,986004,0,0,0,0.986004,0.0,0,1.3582751180510968,"['z', 'z', 'x', 'x']"
4,x,3,0.1,m1,0,init,1000000,969383,0,0,0,0.969383,0.0,0,1.9163694728631528,"['z', 'x', 'x', 'x']"
