n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.8,m1,0,na,1000000,1000000,4,9,0,1.0,4.000000000004e-06,0,1.0317673480603844,"['z', 'z', 'z', 'x']"
4,x,9,1.0,m1,0,na,1000000,1000000,8,13,0,1.0,8.000000000008e-06,0,2.8275897019775584,"['z', 'z', 'z', 'x']"
4,x,9,0.5,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.8035079679684713,"['z', 'z', 'z', 'x']"
4,x,5,0.5,m1,0,na,1000000,928661,5,10,0,0.928661,5.384096026461727e-06,0,3.684532269951888,"['z', 'z', 'x', 'x']"
4,x,5,1.0,m1,0,na,1000000,807465,19,34,0,0.807465,2.353043165959079e-05,0,11.73607995302882,"['z', 'z', 'x', 'x']"
4,x,2,0.5,m1,0,na,1000000,685809,0,1,0,0.685809,0.0,0,14.203366569941863,"['x', 'x', 'x', 'x']"
4,x,5,0.8,m1,0,na,1000000,868737,2,4,0,0.868737,2.3021927234578854e-06,0,12.257801095023751,"['z', 'z', 'x', 'x']"
4,x,3,0.5,m1,0,na,1000000,853590,0,0,0,0.85359,0.0,0,5.490225690999068,"['z', 'x', 'x', 'x']"
4,x,2,0.3,m1,0,na,1000000,811039,0,0,0,0.811039,0.0,0,5.65104981593322,"['x', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.3068830650299788,"['z', 'z', 'z', 'x']"
4,x,3,0.8,m1,0,na,1000000,723826,2,4,0,0.723826,2.763094997915161e-06,0,25.6703512390377,"['z', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,na,1000000,864157,0,0,0,0.864157,0.0,0,4.663211166043766,"['z', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,na,1000000,450980,6,11,0,0.45098,1.3304359395061027e-05,0,28.49072481400799,"['x', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.3665020680055022,"['z', 'z', 'z', 'x']"
4,x,5,0.3,m1,0,na,1000000,944557,1,2,0,0.944557,1.0586973575588132e-06,0,2.2051702400203794,"['z', 'z', 'x', 'x']"
4,x,3,0.1,m1,0,na,1000000,965617,0,0,0,0.965617,0.0,0,1.7921113870106635,"['z', 'x', 'x', 'x']"
4,x,2,0.1,m1,0,na,1000000,937813,0,0,0,0.937813,0.0,0,2.2146990599576384,"['x', 'x', 'x', 'x']"
4,x,3,1.0,m1,0,na,1000000,695934,2,5,0,0.695934,2.873835737271513e-06,0,23.051287594018504,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,na,1000000,980561,0,0,0,0.980561,0.0,0,0.916350601008162,"['z', 'z', 'x', 'x']"
4,x,2,0.8,m1,0,na,1000000,530612,2,3,0,0.530612,3.769232508887832e-06,0,33.24446102196816,"['x', 'x', 'x', 'x']"
