n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,na,1000000,1000000,2,5,0,1.0,1.999999999946489e-06,0,2.18578348797746,"['z', 'z', 'z', 'x']"
4,x,9,0.8,m1,0,na,1000000,1000000,2,5,0,1.0,1.999999999946489e-06,0,1.0222584629664198,"['z', 'z', 'z', 'x']"
4,x,2,0.5,m1,0,na,1000000,713206,0,1,0,0.713206,0.0,0,10.740649899002165,"['x', 'x', 'x', 'x']"
4,x,9,0.5,m1,0,na,1000000,1000000,0,1,0,1.0,0.0,0,1.6729687430197373,"['z', 'z', 'z', 'x']"
4,x,5,0.8,m1,0,na,1000000,868541,9,18,0,0.868541,1.0362205123293222e-05,0,5.628023371915333,"['z', 'z', 'x', 'x']"
4,x,3,0.5,m1,0,na,1000000,859595,1,2,0,0.859595,1.1633385489373538e-06,0,7.760377914994024,"['z', 'x', 'x', 'x']"
4,x,3,0.8,m1,0,na,1000000,772558,0,0,0,0.772558,0.0,0,15.385451002977788,"['z', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,na,1000000,936050,2,3,0,0.93605,2.136638000083124e-06,0,3.6117555999662727,"['z', 'z', 'x', 'x']"
4,x,5,1.0,m1,0,na,1000000,866480,16,32,0,0.86648,1.8465515649546127e-05,0,15.154071677010506,"['z', 'z', 'x', 'x']"
4,x,9,0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.5537330870283768,"['z', 'z', 'z', 'x']"
4,x,2,0.8,m1,0,na,1000000,641777,4,7,0,0.641777,6.232694534036298e-06,0,25.03898440802004,"['x', 'x', 'x', 'x']"
4,x,2,0.3,m1,0,na,1000000,804370,0,0,0,0.80437,0.0,0,7.012958363047801,"['x', 'x', 'x', 'x']"
4,x,2,0.1,m1,0,na,1000000,940684,0,0,0,0.940684,0.0,0,2.3214022089960054,"['x', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.3602305829990655,"['z', 'z', 'z', 'x']"
4,x,5,0.3,m1,0,na,1000000,944145,0,0,0,0.944145,0.0,0,1.7340036930982023,"['z', 'z', 'x', 'x']"
4,x,3,1.0,m1,0,na,1000000,731491,0,1,0,0.731491,0.0,0,19.798792791902088,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,na,1000000,980808,0,0,0,0.980808,0.0,0,1.073828082997352,"['z', 'z', 'x', 'x']"
4,x,3,0.3,m1,0,na,1000000,902457,0,0,0,0.902457,0.0,0,2.5919716809876263,"['z', 'x', 'x', 'x']"
4,x,3,0.1,m1,0,na,1000000,969074,0,0,0,0.969074,0.0,0,1.3324650849681348,"['z', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,na,1000000,430484,2,3,0,0.430484,4.645933414537673e-06,0,33.28641349391546,"['x', 'x', 'x', 'x']"
