n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.8,m1,0,na,1000000,1000000,0,1,0,1.0,0.0,0,2.077220320003107,"['z', 'z', 'z', 'x']"
4,x,9,1.0,m1,0,na,1000000,1000000,2,2,0,1.0,1.999999999946489e-06,0,1.907212777994573,"['z', 'z', 'z', 'x']"
4,x,9,0.5,m1,0,na,1000000,1000000,0,1,0,1.0,0.0,0,1.392525293980725,"['z', 'z', 'z', 'x']"
4,x,5,0.5,m1,0,na,1000000,926541,1,2,0,0.926541,1.079283053817548e-06,0,2.711841342970729,"['z', 'z', 'x', 'x']"
4,x,3,0.5,m1,0,na,1000000,859995,0,0,0,0.859995,0.0,0,5.115825469954871,"['z', 'x', 'x', 'x']"
4,x,5,0.8,m1,0,na,1000000,881260,4,7,0,0.88126,4.538955586275151e-06,0,10.16141833201982,"['z', 'z', 'x', 'x']"
4,x,3,1.0,m1,0,na,1000000,770355,3,6,0,0.770355,3.894308468144203e-06,0,15.678055303054862,"['z', 'x', 'x', 'x']"
4,x,5,1.0,m1,0,na,1000000,865336,2,5,0,0.865336,2.3112409515135823e-06,0,12.79981132503599,"['z', 'z', 'x', 'x']"
4,x,2,0.5,m1,0,na,1000000,737630,0,0,0,0.73763,0.0,0,18.66514510510024,"['x', 'x', 'x', 'x']"
4,x,2,0.3,m1,0,na,1000000,840994,0,0,0,0.840994,0.0,0,5.512856003944762,"['x', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.6755132840480655,"['z', 'z', 'z', 'x']"
4,x,2,1.0,m1,0,na,1000000,566084,2,4,0,0.566084,3.5330445657955067e-06,0,24.602257227990776,"['x', 'x', 'x', 'x']"
4,x,3,0.8,m1,0,na,1000000,764603,0,1,0,0.764603,0.0,0,21.167271869024265,"['z', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,na,1000000,597862,1,2,0,0.597862,1.6726267935140982e-06,0,25.730764179024845,"['x', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.3624728439608589,"['z', 'z', 'z', 'x']"
4,x,3,0.1,m1,0,na,1000000,964700,0,0,0,0.9647,0.0,0,1.8304760879836977,"['z', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,na,1000000,952895,0,1,0,0.952895,0.0,0,1.6128217419609427,"['z', 'z', 'x', 'x']"
4,x,2,0.1,m1,0,na,1000000,937086,0,0,0,0.937086,0.0,0,2.426639065030031,"['x', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,na,1000000,910910,0,0,0,0.91091,0.0,0,2.545705499011092,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,na,1000000,984130,0,0,0,0.98413,0.0,0,0.8470082660205662,"['z', 'z', 'x', 'x']"
