n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.8,m1,0,init,1000000,1000000,2,3,0,1.0,1.999999999946489e-06,0,0.9436994720017536,"['z', 'z', 'z', 'x']"
4,x,9,1.0,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.138752775033936,"['z', 'z', 'z', 'x']"
4,x,9,0.5,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.4897148810559884,"['z', 'z', 'z', 'x']"
4,x,2,0.5,m1,0,init,1000000,733936,0,0,0,0.733936,0.0,0,13.210179310990496,"['x', 'x', 'x', 'x']"
4,x,5,0.8,m1,0,init,1000000,914177,4,5,0,0.914177,4.3755202766559975e-06,0,4.898669174988754,"['z', 'z', 'x', 'x']"
4,x,3,0.5,m1,0,init,1000000,860335,0,0,0,0.860335,0.0,0,7.95047493907623,"['z', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,init,1000000,937065,1,2,0,0.937065,1.0671618297930507e-06,0,4.835195149993524,"['z', 'z', 'x', 'x']"
4,x,3,0.8,m1,0,init,1000000,773482,4,4,0,0.773482,5.17141963229939e-06,0,15.134659335948529,"['z', 'x', 'x', 'x']"
4,x,5,1.0,m1,0,init,1000000,853590,23,44,0,0.85359,2.6945020443092105e-05,0,15.38638188096229,"['z', 'z', 'x', 'x']"
4,x,9,0.3,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.9126398750813678,"['z', 'z', 'z', 'x']"
4,x,2,0.1,m1,0,init,1000000,940678,0,0,0,0.940678,0.0,0,3.050500735058449,"['x', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,init,1000000,957593,0,0,0,0.957593,0.0,0,2.060870239976793,"['z', 'z', 'x', 'x']"
4,x,3,1.0,m1,0,init,1000000,738689,2,5,0,0.738689,2.707499367149424e-06,0,16.763748210971244,"['z', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,init,1000000,905435,0,0,0,0.905435,0.0,0,3.47017980995588,"['z', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,init,1000000,532373,2,3,0,0.532373,3.756764524132095e-06,0,25.96473494800739,"['x', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.370009275036864,"['z', 'z', 'z', 'x']"
4,x,2,0.3,m1,0,init,1000000,830304,0,0,0,0.830304,0.0,0,9.352018244098872,"['x', 'x', 'x', 'x']"
4,x,3,0.1,m1,0,init,1000000,970831,0,0,0,0.970831,0.0,0,1.399893297930248,"['z', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,init,1000000,568186,2,4,0,0.568186,3.519974092980327e-06,0,29.054478031001054,"['x', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,init,1000000,985476,0,0,0,0.985476,0.0,0,0.8234262999612838,"['z', 'z', 'x', 'x']"
