n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,na,1000000,1000000,8,15,0,1.0,8.000000000008e-06,0,1.5967443810077384,"['z', 'z', 'z', 'x']"
4,x,9,0.8,m1,0,na,1000000,1000000,2,4,0,1.0,1.999999999946489e-06,0,2.533949750009924,"['z', 'z', 'z', 'x']"
4,x,2,0.5,m1,0,na,1000000,768533,0,0,0,0.768533,0.0,0,8.525605427916162,"['x', 'x', 'x', 'x']"
4,x,3,0.5,m1,0,na,1000000,804930,0,0,0,0.80493,0.0,0,8.380295980954543,"['z', 'x', 'x', 'x']"
4,x,9,0.5,m1,0,na,1000000,1000000,0,1,0,1.0,0.0,0,0.8934411299414933,"['z', 'z', 'z', 'x']"
4,x,5,1.0,m1,0,na,1000000,849344,14,28,0,0.849344,1.6483309471793106e-05,0,12.539860744960606,"['z', 'z', 'x', 'x']"
4,x,5,0.8,m1,0,na,1000000,854759,23,44,0,0.854759,2.6908169437178664e-05,0,12.691378746996634,"['z', 'z', 'x', 'x']"
4,x,3,0.8,m1,0,na,1000000,759837,0,1,0,0.759837,0.0,0,16.51416566304397,"['z', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,na,1000000,540428,9,16,0,0.540428,1.6653467251881438e-05,0,21.44604576693382,"['x', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,na,1000000,910659,2,3,0,0.910659,2.196211754346145e-06,0,7.4688695119693875,"['z', 'z', 'x', 'x']"
4,x,9,0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.7251299900235608,"['z', 'z', 'z', 'x']"
4,x,2,0.3,m1,0,na,1000000,841282,1,2,0,0.841282,1.1886620657763911e-06,0,6.215452437987551,"['x', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,na,1000000,948979,0,1,0,0.948979,0.0,0,2.2712417219299823,"['z', 'z', 'x', 'x']"
4,x,3,1.0,m1,0,na,1000000,736405,2,5,0,0.736405,2.7158968231022484e-06,0,15.422319691977464,"['z', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.373429347993806,"['z', 'z', 'z', 'x']"
4,x,2,0.1,m1,0,na,1000000,949358,0,0,0,0.949358,0.0,0,2.271045187022537,"['x', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,na,1000000,659264,0,1,0,0.659264,0.0,0,26.367617332958616,"['x', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,na,1000000,918045,0,1,0,0.918045,0.0,0,5.470080589060672,"['z', 'x', 'x', 'x']"
4,x,3,0.1,m1,0,na,1000000,964131,0,0,0,0.964131,0.0,0,1.724095079000108,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,na,1000000,982179,0,0,0,0.982179,0.0,0,0.8591180639341474,"['z', 'z', 'x', 'x']"
