n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,9,"['z', 'z', 'z', 'x']",1,m1,0,na,1000000,1000000,3,6,0,1.0,2.9999999999752447e-06,0,2.10890123504214
4,x,5,"['z', 'z', 'x', 'x']",1,m1,0,na,1000000,784858,6,12,0,0.784858,7.644694963948595e-06,0,12.207638222025707
4,x,2,"['x', 'x', 'x', 'x']",0.8,m1,0,na,1000000,570414,1,2,0,0.570414,1.7531126514924722e-06,0,28.922422501957044
4,x,2,"['x', 'x', 'x', 'x']",1,m1,0,na,1000000,498550,1,2,0,0.49855,2.0058168689329747e-06,0,35.33873674785718
4,x,3,"['z', 'x', 'x', 'x']",0.8,m1,0,na,1000000,700023,0,0,0,0.700023,0.0,0,21.340857135131955
4,x,3,"['z', 'x', 'x', 'x']",1,m1,0,na,1000000,722179,4,6,0,0.722179,5.53879301390392e-06,0,21.54898277996108
4,x,9,"['z', 'z', 'z', 'x']",0.8,m1,0,na,1000000,1000000,2,5,0,1.0,1.999999999946489e-06,0,1.779253690969199
4,x,5,"['z', 'z', 'x', 'x']",0.8,m1,0,na,1000000,918805,17,34,0,0.918805,1.8502293740230158e-05,0,7.943446980090812
4,x,9,"['z', 'z', 'z', 'x']",0.5,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.4324847438838333
4,x,5,"['z', 'z', 'x', 'x']",0.5,m1,0,na,1000000,948066,2,3,0,0.948066,2.1095577733554194e-06,0,7.627330817980692
4,x,2,"['x', 'x', 'x', 'x']",0.5,m1,0,na,1000000,691284,0,1,0,0.691284,0.0,0,16.673851363826543
4,x,2,"['x', 'x', 'x', 'x']",0.3,m1,0,na,1000000,801467,0,0,0,0.801467,0.0,0,8.93605186091736
4,x,3,"['z', 'x', 'x', 'x']",0.5,m1,0,na,1000000,855630,0,0,0,0.85563,0.0,0,10.977083951001987
4,x,9,"['z', 'z', 'z', 'x']",0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.4043683160562068
4,x,3,"['z', 'x', 'x', 'x']",0.3,m1,0,na,1000000,901406,0,0,0,0.901406,0.0,0,6.5272824219428
4,x,5,"['z', 'z', 'x', 'x']",0.3,m1,0,na,1000000,916996,0,0,0,0.916996,0.0,0,4.512400212930515
4,x,3,"['z', 'x', 'x', 'x']",0.1,m1,0,na,1000000,960996,0,0,0,0.960996,0.0,0,4.128909897990525
4,x,9,"['z', 'z', 'z', 'x']",0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.5091867349110544
4,x,2,"['x', 'x', 'x', 'x']",0.1,m1,0,na,1000000,941162,0,0,0,0.941162,0.0,0,6.677532604895532
4,x,5,"['z', 'z', 'x', 'x']",0.1,m1,0,na,1000000,980675,0,0,0,0.980675,0.0,0,1.341884905938059
