n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,na,1000000,1000000,2,4,0,1.0,1.999999999946489e-06,0,2.4886089080246165,"['z', 'z', 'z', 'x']"
4,x,9,0.8,m1,0,na,1000000,1000000,2,4,0,1.0,1.999999999946489e-06,0,2.107525691040792,"['z', 'z', 'z', 'x']"
4,x,3,0.5,m1,0,na,1000000,816914,0,0,0,0.816914,0.0,0,7.510285658063367,"['z', 'x', 'x', 'x']"
4,x,2,0.5,m1,0,na,1000000,753597,0,0,0,0.753597,0.0,0,9.21699650795199,"['x', 'x', 'x', 'x']"
4,x,5,1.0,m1,0,na,1000000,843891,22,44,0,0.843891,2.606971753460474e-05,0,6.764797193929553,"['z', 'z', 'x', 'x']"
4,x,9,0.5,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.5059011689154431,"['z', 'z', 'z', 'x']"
4,x,5,0.8,m1,0,na,1000000,876801,6,11,0,0.876801,6.843057888894499e-06,0,8.911060604033992,"['z', 'z', 'x', 'x']"
4,x,3,0.8,m1,0,na,1000000,798841,1,2,0,0.798841,1.2518135649175477e-06,0,11.10879442305304,"['z', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,na,1000000,942549,1,2,0,0.942549,1.0609527992810897e-06,0,4.087373706046492,"['z', 'z', 'x', 'x']"
4,x,2,0.3,m1,0,na,1000000,844435,0,0,0,0.844435,0.0,0,6.4506376350764185,"['x', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,na,1000000,576482,6,11,0,0.576482,1.0407957230285092e-05,0,20.89072576793842,"['x', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.136407864978537,"['z', 'z', 'z', 'x']"
4,x,3,0.3,m1,0,na,1000000,911508,0,0,0,0.911508,0.0,0,3.3579717880347744,"['z', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,na,1000000,668513,1,2,0,0.668513,1.4958572234213818e-06,0,23.46898032305762,"['x', 'x', 'x', 'x']"
4,x,3,1.0,m1,0,na,1000000,720176,12,23,0,0.720176,1.6662593588234742e-05,0,24.415084413951263,"['z', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,na,1000000,952002,0,1,0,0.952002,0.0,0,1.954767371993512,"['z', 'z', 'x', 'x']"
4,x,9,0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.3436341009801253,"['z', 'z', 'z', 'x']"
4,x,2,0.1,m1,0,na,1000000,944484,0,0,0,0.944484,0.0,0,1.876856166054495,"['x', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,na,1000000,984125,0,0,0,0.984125,0.0,0,0.8297728219768032,"['z', 'z', 'x', 'x']"
4,x,3,0.1,m1,0,na,1000000,970263,0,0,0,0.970263,0.0,0,1.2099920130567623,"['z', 'x', 'x', 'x']"
