n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,init,1000000,1000000,2,3,0,1.0,1.999999999946489e-06,0,2.258945903042332,"['z', 'z', 'z', 'x']"
4,x,9,0.8,m1,0,init,1000000,1000000,2,3,0,1.0,1.999999999946489e-06,0,1.0271734170382842,"['z', 'z', 'z', 'x']"
4,x,5,0.8,m1,0,init,1000000,912822,2,3,0,0.912822,2.1910076662967626e-06,0,6.820496913976967,"['z', 'z', 'x', 'x']"
4,x,9,0.5,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.703598964959383,"['z', 'z', 'z', 'x']"
4,x,3,0.5,m1,0,init,1000000,852733,0,0,0,0.852733,0.0,0,8.324743382981978,"['z', 'x', 'x', 'x']"
4,x,5,1.0,m1,0,init,1000000,861838,5,10,0,0.861838,5.801554352480309e-06,0,6.163894604076631,"['z', 'z', 'x', 'x']"
4,x,5,0.5,m1,0,init,1000000,935066,0,1,0,0.935066,0.0,0,3.4713134169578552,"['z', 'z', 'x', 'x']"
4,x,3,0.8,m1,0,init,1000000,722767,1,2,0,0.722767,1.3835717458388077e-06,0,16.32294582296163,"['z', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,init,1000000,1000000,0,1,0,1.0,0.0,0,1.2410602959571406,"['z', 'z', 'z', 'x']"
4,x,2,0.8,m1,0,init,1000000,651370,5,10,0,0.65137,7.676128774725122e-06,0,22.658909361111,"['x', 'x', 'x', 'x']"
4,x,2,0.3,m1,0,init,1000000,802688,0,0,0,0.802688,0.0,0,7.626404043054208,"['x', 'x', 'x', 'x']"
4,x,3,1.0,m1,0,init,1000000,723648,4,7,0,0.723648,5.527549305717194e-06,0,16.184892470017076,"['z', 'x', 'x', 'x']"
4,x,2,0.5,m1,0,init,1000000,727937,0,0,0,0.727937,0.0,0,20.78966695198324,"['x', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,init,1000000,960135,0,0,0,0.960135,0.0,0,1.86850304401014,"['z', 'z', 'x', 'x']"
4,x,3,0.1,m1,0,init,1000000,969014,0,0,0,0.969014,0.0,0,1.984091438003816,"['z', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.3768699720967561,"['z', 'z', 'z', 'x']"
4,x,2,0.1,m1,0,init,1000000,933270,0,0,0,0.93327,0.0,0,3.329360714997165,"['x', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,init,1000000,913609,1,2,0,0.913609,1.0945601455203402e-06,0,6.394743102951907,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,init,1000000,988928,0,0,0,0.988928,0.0,0,0.9594312000554056,"['z', 'z', 'x', 'x']"
4,x,2,1.0,m1,0,init,1000000,476538,1,2,0,0.476538,2.0984685377145595e-06,0,32.38888745801523,"['x', 'x', 'x', 'x']"
