n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.8,m1,0,na,1000000,1000000,3,6,0,1.0,2.9999999999752447e-06,0,1.173392946948297,"['z', 'z', 'z', 'x']"
4,x,9,1.0,m1,0,na,1000000,1000000,4,9,0,1.0,4.000000000004e-06,0,2.4120956149417907,"['z', 'z', 'z', 'x']"
4,x,3,0.5,m1,0,na,1000000,847968,0,0,0,0.847968,0.0,0,5.858873420977034,"['z', 'x', 'x', 'x']"
4,x,2,0.5,m1,0,na,1000000,783519,0,1,0,0.783519,0.0,0,9.155771402991377,"['x', 'x', 'x', 'x']"
4,x,9,0.5,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.7831215789774433,"['z', 'z', 'z', 'x']"
4,x,3,0.8,m1,0,na,1000000,685665,0,1,0,0.685665,0.0,0,16.974314635968767,"['z', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,na,1000000,910949,4,9,0,0.910949,4.391025183680952e-06,0,6.644666204927489,"['z', 'z', 'x', 'x']"
4,x,5,0.8,m1,0,na,1000000,890473,46,84,0,0.890473,5.165793909533978e-05,0,12.902630386059172,"['z', 'z', 'x', 'x']"
4,x,5,1.0,m1,0,na,1000000,893793,22,43,0,0.893793,2.46142003796912e-05,0,12.431521261925807,"['z', 'z', 'x', 'x']"
4,x,2,0.8,m1,0,na,1000000,617086,2,5,0,0.617086,3.2410393364656898e-06,0,17.79861880594399,"['x', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.5818982169730589,"['z', 'z', 'z', 'x']"
4,x,2,0.3,m1,0,na,1000000,837652,0,0,0,0.837652,0.0,0,6.698851826018654,"['x', 'x', 'x', 'x']"
4,x,3,1.0,m1,0,na,1000000,747853,2,4,0,0.747853,2.674322360118886e-06,0,16.293478079955094,"['z', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.3784622299717739,"['z', 'z', 'z', 'x']"
4,x,5,0.3,m1,0,na,1000000,963618,0,0,0,0.963618,0.0,0,2.6547165089286864,"['z', 'z', 'x', 'x']"
4,x,3,0.3,m1,0,na,1000000,889820,0,0,0,0.88982,0.0,0,5.866533345077187,"['z', 'x', 'x', 'x']"
4,x,2,0.1,m1,0,na,1000000,939090,0,0,0,0.93909,0.0,0,2.285173084004782,"['x', 'x', 'x', 'x']"
4,x,3,0.1,m1,0,na,1000000,971835,0,0,0,0.971835,0.0,0,1.6100122950738296,"['z', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,na,1000000,591684,0,0,0,0.591684,0.0,0,27.24002221110277,"['x', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,na,1000000,979166,0,0,0,0.979166,0.0,0,0.8579084069933742,"['z', 'z', 'x', 'x']"
