n,lstate,i,p_error,sim_type,comp_type,shots,prep_rate,prep_rate_SEM,prep_rate_SD,LER,N_samples,LER_SEM,LER_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
4,x,3,0.1,m1,init,4465000000,0.9644326519596865,0.00047371011625046766,0.016149806367193296,1.1792958359571758e-08,4465,2.4082054131036473e-09,8.210095115107699e-08,0.9644326406494962,0.00047371019586106013,0.016149809081291242,1,1,40,40,32,1.0,0.0,4306191791,0.0,101,0,0,0,9261.166340153199
4,x,3,0.1,m1,na,4465000000,0.9655611083986563,0.00014292201952592826,0.004872521953344884,9.983758105116939e-09,4465,2.2567003150712493e-09,7.693581341614171e-08,0.9655610987681972,0.00014292207277271504,0.004872523768643453,1,1,40,40,32,1.0,0.0,4311230349,1.0,84,0,0,0,8807.205012002727
4,x,3,0.3,m1,init,4466000000,0.8984327852664576,0.0009433065730575248,0.03216297022404017,1.3986199787264225e-07,4466,1.198330058671074e-08,4.085824809922076e-07,0.8984326618898343,0.0009433074378340724,0.03216299970945154,1,1,40,40,32,1.0,0.0,4012400819,25.0,1052,0,0,0,22414.89696569962
4,x,3,0.3,m1,na,4465000000,0.8996706248600224,0.00040669263213101176,0.013865034827348447,1.2881885809519435e-07,4465,1.0415473584682349e-08,3.550861082440954e-07,0.8996705091825308,0.0004066929955478377,0.01386504721701708,1,1,40,40,32,1.0,0.0,4017029340,21.0,991,0,0,0,21549.182773490553
4,x,3,0.5,m1,init,4466000000,0.8362838004926109,0.0012036674459875347,0.04104023159667173,5.892706760767227e-07,4466,3.045319498441133e-08,1.0383317910483608e-06,0.8362833193013883,0.001203669660225409,0.0410403070933012,1,1,40,40,32,1.0,0.0,3734843453,156.0,3986,0,0,0,45136.08622125129
4,x,3,0.5,m1,na,4464000000,0.838433811827957,0.0006488086824314984,0.02211681955308244,6.08312899795098e-07,4464,3.462574069914709e-08,1.1803344802120669e-06,0.8384333047715053,0.0006488115431145285,0.022116917069056084,1,1,40,40,32,1.0,0.0,3742768536,173.0,4181,0,0,0,45005.199529358535
4,x,3,0.8,m1,init,4466000000,0.7533242507836991,0.0013558865868631698,0.04623029369879753,2.684420364353108e-06,4466,9.261898145399388e-08,3.157935741961669e-06,0.7533222806762204,0.0013558931682308274,0.0462305180970346,1,1,40,40,32,1.0,0.0,3364346104,533.0,16531,0,0,0,73655.49683827593
4,x,3,0.8,m1,na,4466000000,0.7552836690550828,0.0009117779475899168,0.031087970567425086,2.5644887790592858e-06,4466,7.874591522472831e-08,2.684919833038499e-06,0.7552817436184506,0.0009117837017771582,0.031088166762128052,1,1,40,40,32,1.0,0.0,3373096866,524.0,16150,0,0,0,73360.02974630939
4,x,3,1.0,m1,init,4465000000,0.7023588994400896,0.0014125483711628273,0.04815684085267078,5.990130389954861e-06,4465,2.1321942749553287e-07,7.2691132185067975e-06,0.702354847368421,0.0014125681690432392,0.04815751580539855,1,1,40,40,32,1.0,0.0,3136032486,1218.0,33749,0,0,0,93982.29475783231
4,x,3,1.0,m1,na,4465000000,0.7049641995520717,0.001047743594817267,0.03571985397461772,5.6306555983223005e-06,4465,1.3485946887576606e-07,4.59765209652941e-06,0.7049602614781635,0.0010477554565628136,0.03572025836727725,1,1,40,40,32,1.0,0.0,3147665151,1190.0,32787,0,0,0,93913.00418295653
