n,lstate,i,meas_type,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal
4,x,9,"['z', 'z', 'z', 'x']",0.8,m1,0,init,1000000,1000000,0,1,0,1.0,0.0,0,0.906487580970861
4,x,9,"['z', 'z', 'z', 'x']",1,m1,0,init,1000000,1000000,2,4,0,1.0,1.999999999946489e-06,0,2.458584572072141
4,x,9,"['z', 'z', 'z', 'x']",0.5,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.521720758988522
4,x,5,"['z', 'z', 'x', 'x']",1,m1,0,init,1000000,836521,22,42,0,0.836521,2.629939953691096e-05,0,6.407193799968809
4,x,3,"['z', 'x', 'x', 'x']",0.5,m1,0,init,1000000,850343,0,0,0,0.850343,0.0,0,9.56214331893716
4,x,5,"['z', 'z', 'x', 'x']",0.5,m1,0,init,1000000,939900,0,1,0,0.9399,0.0,0,3.1237866799347103
4,x,5,"['z', 'z', 'x', 'x']",0.8,m1,0,init,1000000,911468,4,9,0,0.911468,4.3885248851571745e-06,0,8.991536993999034
4,x,3,"['z', 'x', 'x', 'x']",0.8,m1,0,init,1000000,737227,0,0,0,0.737227,0.0,0,12.921934059006162
4,x,2,"['x', 'x', 'x', 'x']",0.3,m1,0,init,1000000,842213,0,0,0,0.842213,0.0,0,4.88988050702028
4,x,2,"['x', 'x', 'x', 'x']",0.8,m1,0,init,1000000,601031,0,1,0,0.601031,0.0,0,19.66445018700324
4,x,2,"['x', 'x', 'x', 'x']",0.5,m1,0,init,1000000,739533,0,0,0,0.739533,0.0,0,19.311542426934466
4,x,9,"['z', 'z', 'z', 'x']",0.3,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.1310780039057136
4,x,9,"['z', 'z', 'z', 'x']",0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.3793046190403402
4,x,5,"['z', 'z', 'x', 'x']",0.3,m1,0,init,1000000,932774,0,0,0,0.932774,0.0,0,2.0719795990735292
4,x,3,"['z', 'x', 'x', 'x']",0.3,m1,0,init,1000000,922134,0,0,0,0.922134,0.0,0,3.353312114952132
4,x,3,"['z', 'x', 'x', 'x']",1,m1,0,init,1000000,743403,2,4,0,0.743403,2.6903308165682205e-06,0,22.765159800066613
4,x,2,"['x', 'x', 'x', 'x']",0.1,m1,0,init,1000000,952174,0,0,0,0.952174,0.0,0,2.1264430939918384
4,x,3,"['z', 'x', 'x', 'x']",0.1,m1,0,init,1000000,967537,0,0,0,0.967537,0.0,0,1.6433301439974457
4,x,5,"['z', 'z', 'x', 'x']",0.1,m1,0,init,1000000,984867,0,0,0,0.984867,0.0,0,0.9168330669635907
4,x,2,"['x', 'x', 'x', 'x']",1,m1,0,init,1000000,503027,2,3,0,0.503027,3.975929721455884e-06,0,30.828287019976415
