n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,na,1000000,1000000,12,23,0,1.0,1.2000000000012e-05,0,2.930479605915025,"['z', 'z', 'z', 'x']"
4,x,5,1.0,m1,0,na,1000000,779425,14,28,0,0.779425,1.7961959136503225e-05,0,12.243939793901518,"['z', 'z', 'x', 'x']"
4,x,2,0.8,m1,0,na,1000000,544748,2,1,0,0.544748,3.671422382445222e-06,0,32.240534751908854,"['x', 'x', 'x', 'x']"
4,x,3,1.0,m1,0,na,1000000,701808,6,12,0,0.701808,8.549346829922477e-06,0,32.488474037032574,"['z', 'x', 'x', 'x']"
4,x,3,0.8,m1,0,na,1000000,755562,8,11,0,0.755562,1.0588144983447734e-05,0,21.989014889812097,"['z', 'x', 'x', 'x']"
4,x,9,0.8,m1,0,na,1000000,1000000,6,9,0,1.0,5.999999999950489e-06,0,2.1063259188085794,"['z', 'z', 'z', 'x']"
4,x,2,1.0,m1,0,na,1000000,454963,2,2,0,0.454963,4.395961869407827e-06,0,46.59257308603264,"['x', 'x', 'x', 'x']"
4,x,5,0.8,m1,0,na,1000000,886279,2,3,0,0.886279,2.256625735275186e-06,0,8.441054863855243,"['z', 'z', 'x', 'x']"
4,x,2,0.5,m1,0,na,1000000,691014,0,0,0,0.691014,0.0,0,11.305467180907726,"['x', 'x', 'x', 'x']"
4,x,9,0.5,m1,0,na,1000000,1000000,0,1,0,1.0,0.0,0,1.9146459300536665,"['z', 'z', 'z', 'x']"
4,x,3,0.5,m1,0,na,1000000,855579,2,3,0,0.855579,2.3375982813877982e-06,0,10.426522261928769,"['z', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,na,1000000,931112,2,3,0,0.931112,2.1479693098624963e-06,0,4.847320757806301,"['z', 'z', 'x', 'x']"
4,x,2,0.3,m1,0,na,1000000,789535,0,0,0,0.789535,0.0,0,9.956710500176996,"['x', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,1.18420729204081,"['z', 'z', 'z', 'x']"
4,x,3,0.3,m1,0,na,1000000,890830,0,0,0,0.89083,0.0,0,9.512611537938938,"['z', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,na,1000000,963896,1,2,0,0.963896,1.0374563230719502e-06,0,3.2814234339166437,"['z', 'z', 'x', 'x']"
4,x,2,0.1,m1,0,na,1000000,923149,0,0,0,0.923149,0.0,0,5.81908331788145,"['x', 'x', 'x', 'x']"
4,x,3,0.1,m1,0,na,1000000,964499,0,0,0,0.964499,0.0,0,2.654195331968367,"['z', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,na,1000000,1000000,0,0,0,1.0,0.0,0,0.9751986139453948,"['z', 'z', 'z', 'x']"
4,x,5,0.1,m1,0,na,1000000,974042,0,0,0,0.974042,0.0,0,1.3339921589940786,"['z', 'z', 'x', 'x']"
