n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.8,m1,0,init,1000000,1000000,2,3,0,1.0,1.999999999946489e-06,0,2.4745752540184185,"['z', 'z', 'z', 'x']"
4,x,9,1.0,m1,0,init,1000000,1000000,6,13,0,1.0,5.999999999950489e-06,0,1.75376139592845,"['z', 'z', 'z', 'x']"
4,x,9,0.5,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.4459247890627012,"['z', 'z', 'z', 'x']"
4,x,3,0.5,m1,0,init,1000000,845103,0,0,0,0.845103,0.0,0,11.27038912801072,"['z', 'x', 'x', 'x']"
4,x,2,0.5,m1,0,init,1000000,692609,2,3,0,0.692609,2.887632127190898e-06,0,15.63044792902656,"['x', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,init,1000000,893909,2,4,0,0.893909,2.2373642060147247e-06,0,3.520777075085789,"['z', 'z', 'x', 'x']"
4,x,5,1.0,m1,0,init,1000000,841751,44,83,0,0.841751,5.227199017288076e-05,0,12.44310570403468,"['z', 'z', 'x', 'x']"
4,x,5,0.8,m1,0,init,1000000,858940,10,19,0,0.85894,1.1642256735000522e-05,0,8.727421070099808,"['z', 'z', 'x', 'x']"
4,x,9,0.3,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.6741272769868374,"['z', 'z', 'z', 'x']"
4,x,2,0.3,m1,0,init,1000000,790426,0,0,0,0.790426,0.0,0,6.551644004997797,"['x', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,init,1000000,584526,0,0,0,0.584526,0.0,0,25.87874215398915,"['x', 'x', 'x', 'x']"
4,x,3,0.8,m1,0,init,1000000,773908,0,1,0,0.773908,0.0,0,22.00573432899546,"['z', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.3965245020808652,"['z', 'z', 'z', 'x']"
4,x,3,0.3,m1,0,init,1000000,902147,0,0,0,0.902147,0.0,0,3.4911191309802234,"['z', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,init,1000000,955625,5,10,0,0.955625,5.232177894054502e-06,0,2.1465330169303343,"['z', 'z', 'x', 'x']"
4,x,2,0.1,m1,0,init,1000000,934717,0,0,0,0.934717,0.0,0,2.9743972369469702,"['x', 'x', 'x', 'x']"
4,x,3,0.1,m1,0,init,1000000,964592,0,0,0,0.964592,0.0,0,2.108748169033788,"['z', 'x', 'x', 'x']"
4,x,3,1.0,m1,0,init,1000000,649425,16,31,0,0.649425,2.463717904299667e-05,0,22.45450161700137,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,init,1000000,979902,0,0,0,0.979902,0.0,0,1.096293332055211,"['z', 'z', 'x', 'x']"
4,x,2,1.0,m1,0,init,1000000,550685,0,1,0,0.550685,0.0,0,32.18694243801292,"['x', 'x', 'x', 'x']"
