n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,init,1000000,1000000,7,14,0,1.0,6.999999999979245e-06,0,1.3502762101124972,"['z', 'z', 'z', 'x']"
4,x,3,1.0,m1,0,init,1000000,668737,8,17,0,0.668737,1.1962849371327522e-05,0,19.09606915200129,"['z', 'x', 'x', 'x']"
4,x,5,1.0,m1,0,init,1000000,867505,22,44,0,0.867505,2.536008437992177e-05,0,13.872189849149436,"['z', 'z', 'x', 'x']"
4,x,3,0.8,m1,0,init,1000000,708332,1,2,0,0.708332,1.4117673633462502e-06,0,12.762205068022013,"['z', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,init,1000000,579329,4,7,0,0.579329,6.904539562202494e-06,0,23.4934639679268,"['x', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,init,1000000,506377,1,2,0,0.506377,1.974813232052952e-06,0,31.577969492180276,"['x', 'x', 'x', 'x']"
4,x,9,0.8,m1,0,init,1000000,1000000,4,7,0,1.0,4.000000000004e-06,0,2.563116069883108,"['z', 'z', 'z', 'x']"
4,x,5,0.8,m1,0,init,1000000,897583,6,13,0,0.897583,6.684618581220825e-06,0,4.588979865889996,"['z', 'z', 'x', 'x']"
4,x,9,0.5,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.7389354479964823,"['z', 'z', 'z', 'x']"
4,x,2,0.5,m1,0,init,1000000,700456,0,1,0,0.700456,0.0,0,9.77362591191195,"['x', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,init,1000000,884163,4,7,0,0.884163,4.524052691690095e-06,0,3.5666695809923112,"['z', 'z', 'x', 'x']"
4,x,3,0.5,m1,0,init,1000000,841211,0,1,0,0.841211,0.0,0,11.0008990499191,"['z', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.470214762026444,"['z', 'z', 'z', 'x']"
4,x,2,0.3,m1,0,init,1000000,804730,0,0,0,0.80473,0.0,0,13.322719858959315,"['x', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,init,1000000,900318,0,1,0,0.900318,0.0,0,6.847974695963785,"['z', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,init,1000000,924892,0,1,0,0.924892,0.0,0,3.7138027341570714,"['z', 'z', 'x', 'x']"
4,x,2,0.1,m1,0,init,1000000,939294,0,0,0,0.939294,0.0,0,2.5541506360750645,"['x', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.9808085539843888,"['z', 'z', 'z', 'x']"
4,x,3,0.1,m1,0,init,1000000,965679,0,0,0,0.965679,0.0,0,5.183153565973043,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,init,1000000,984268,0,0,0,0.984268,0.0,0,1.3893615598790348,"['z', 'z', 'x', 'x']"
