n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,1.0,m1,0,init,1000000,1000000,12,25,0,1.0,1.2000000000012e-05,0,2.9829841260798275,"['z', 'z', 'z', 'x']"
4,x,5,1.0,m1,0,init,1000000,765765,8,16,0,0.765765,1.0447069270558274e-05,0,8.268294530920684,"['z', 'z', 'x', 'x']"
4,x,2,0.8,m1,0,init,1000000,565720,1,2,0,0.56572,1.7676589125770192e-06,0,17.913020801963285,"['x', 'x', 'x', 'x']"
4,x,9,0.8,m1,0,init,1000000,1000000,3,6,0,1.0,2.9999999999752447e-06,0,0.994493108941242,"['z', 'z', 'z', 'x']"
4,x,2,1.0,m1,0,init,1000000,551070,4,8,0,0.55107,7.258605984716837e-06,0,23.29570186883211,"['x', 'x', 'x', 'x']"
4,x,3,0.8,m1,0,init,1000000,770637,1,2,0,0.770637,1.2976278066512137e-06,0,9.009893727023154,"['z', 'x', 'x', 'x']"
4,x,3,1.0,m1,0,init,1000000,715323,10,18,0,0.715323,1.3979698681554352e-05,0,22.82206251006573,"['z', 'x', 'x', 'x']"
4,x,5,0.8,m1,0,init,1000000,875655,0,1,0,0.875655,0.0,0,5.521624685963616,"['z', 'z', 'x', 'x']"
4,x,9,0.5,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.4057267080061138,"['z', 'z', 'z', 'x']"
4,x,2,0.5,m1,0,init,1000000,731453,0,0,0,0.731453,0.0,0,9.95630421093665,"['x', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,init,1000000,896869,7,12,0,0.896869,7.804930262977905e-06,0,10.069551054155454,"['z', 'z', 'x', 'x']"
4,x,3,0.5,m1,0,init,1000000,849303,0,0,0,0.849303,0.0,0,13.56152215693146,"['z', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,init,1000000,909327,0,0,0,0.909327,0.0,0,5.008447327883914,"['z', 'x', 'x', 'x']"
4,x,2,0.3,m1,0,init,1000000,827849,0,1,0,0.827849,0.0,0,13.310252353083342,"['x', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,init,1000000,965644,0,0,0,0.965644,0.0,0,1.9606502470560367,"['z', 'z', 'x', 'x']"
4,x,9,0.3,m1,0,init,1000000,1000000,0,1,0,1.0,0.0,0,1.39499434013851,"['z', 'z', 'z', 'x']"
4,x,2,0.1,m1,0,init,1000000,926434,0,0,0,0.926434,0.0,0,2.941687506856397,"['x', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.3748534400947392,"['z', 'z', 'z', 'x']"
4,x,3,0.1,m1,0,init,1000000,966878,0,0,0,0.966878,0.0,0,1.849535068962723,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,init,1000000,985594,0,0,0,0.985594,0.0,0,1.228673832025379,"['z', 'z', 'x', 'x']"
