n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
3,x,2,1.0,normal,0,100000,81817,78,151,0,0.81817,0.0009533471039026,0,2.426075743002002,"['x', 'x', 'x']"
3,x,2,1.0,m1,0,100000,86490,30,60,0,0.8649,0.0003468609087755,0,0.3682859180044033,"['x', 'x', 'x']"
3,x,2,0.8,normal,0,100000,85204,56,109,0,0.85204,0.0006572461386789,0,2.1859937209956115,"['x', 'x', 'x']"
3,x,2,0.8,m1,0,100000,89061,30,59,0,0.89061,0.0003368477784888,0,0.2960208110016538,"['x', 'x', 'x']"
3,x,2,0.5,normal,0,100000,90437,14,26,0,0.90437,0.0001548038966352,0,0.5228182879945962,"['x', 'x', 'x']"
3,x,2,0.5,m1,0,100000,92986,8,16,0,0.92986,8.603445679999933e-05,0,0.1889215620030881,"['x', 'x', 'x']"
3,x,2,0.3,normal,0,100000,94227,9,18,0,0.94227,9.551402464258452e-05,0,1.2970878230044036,"['x', 'x', 'x']"
3,x,2,0.3,m1,0,100000,95741,6,11,0,0.95741,6.26690759444326e-05,0,0.1363107029974344,"['x', 'x', 'x']"
3,x,2,0.1,normal,0,100000,98035,0,1,0,0.98035,0.0,0,0.19578552099847,"['x', 'x', 'x']"
3,x,2,0.1,m1,0,100000,98569,0,1,0,0.98569,0.0,0,0.1010296899985405,"['x', 'x', 'x']"
3,x,3,1.0,normal,0,100000,93763,252,466,0,0.93763,0.0026876273156788,0,1.6825796300036018,"['z', 'x', 'x']"
3,x,3,1.0,m1,0,100000,92553,118,231,0,0.92553,0.0012749451665532,0,0.2260827220015926,"['z', 'x', 'x']"
3,x,3,0.8,normal,0,100000,94954,196,367,0,0.94954,0.0020641573814689,0,1.5592399120068876,"['z', 'x', 'x']"
3,x,3,0.8,m1,0,100000,93946,81,156,0,0.93946,0.0008621974325676,0,0.0698957290005637,"['z', 'x', 'x']"
3,x,3,0.5,normal,0,100000,96839,133,258,0,0.96839,0.0013734136040232,0,0.4321807279993663,"['z', 'x', 'x']"
3,x,3,0.5,m1,0,100000,96203,46,92,0,0.96203,0.0004781555668742,0,0.1530459350033197,"['z', 'x', 'x']"
3,x,3,0.3,normal,0,100000,98093,75,140,0,0.98093,0.0007645805511096,0,0.9834687219990884,"['z', 'x', 'x']"
3,x,3,0.3,m1,0,100000,97545,27,52,0,0.97545,0.0002767953252345,0,0.1256484080004156,"['z', 'x', 'x']"
3,x,3,0.1,normal,0,100000,99320,19,38,0,0.9932,0.0001913008457511,0,0.5005806560002384,"['z', 'x', 'x']"
3,x,3,0.1,m1,0,100000,99201,4,8,0,0.99201,4.032217417160311e-05,0,0.1001696980019914,"['z', 'x', 'x']"
3,x,4,1.0,normal,0,100000,82384,2954,4662,0,0.82384,0.0358564769858225,0,5.297686940000858,"['x', 'z', 'x']"
3,x,4,1.0,m1,0,100000,86416,3512,6201,0,0.86416,0.0406406221070172,0,1.816202305999468,"['x', 'z', 'x']"
3,x,4,0.8,normal,0,100000,85817,2404,3857,0,0.85817,0.028013097637997,0,1.8796262809992184,"['x', 'z', 'x']"
3,x,4,0.8,m1,0,100000,88935,2850,5085,0,0.88935,0.0320458762017203,0,0.6430090040012146,"['x', 'z', 'x']"
3,x,4,0.5,normal,0,100000,90569,1546,2492,0,0.90569,0.0170698583400501,0,4.285007273996598,"['x', 'z', 'x']"
3,x,4,0.5,m1,0,100000,92807,1822,3286,0,0.92807,0.0196321398170397,0,1.325720895001723,"['x', 'z', 'x']"
3,x,4,0.3,normal,0,100000,94286,953,1546,0,0.94286,0.010107545128651,0,1.0886957999973674,"['x', 'z', 'x']"
3,x,4,0.3,m1,0,100000,95589,1190,2127,0,0.95589,0.0124491311761814,0,1.0507987169985429,"['x', 'z', 'x']"
3,x,4,0.1,normal,0,100000,97912,321,530,0,0.97912,0.0032784541220688,0,2.140955159004079,"['x', 'z', 'x']"
3,x,4,0.1,m1,0,100000,98540,408,709,0,0.9854,0.0041404505784452,0,0.5614334229976521,"['x', 'z', 'x']"
3,x,5,1.0,normal,0,100000,100000,254,484,0,1.0,0.0025399999999999,0,0.6810604190031881,"['z', 'z', 'x']"
3,x,5,1.0,m1,0,100000,100000,63,126,0,1.0,0.00063,0,0.0583894500014139,"['z', 'z', 'x']"
3,x,5,0.8,normal,0,100000,100000,184,356,0,1.0,0.0018399999999999,0,0.6397136289961054,"['z', 'z', 'x']"
3,x,5,0.8,m1,0,100000,100000,38,76,0,1.0,0.00038,0,0.0179640930000459,"['z', 'z', 'x']"
3,x,5,0.5,normal,0,100000,100000,50,100,0,1.0,0.0004999999999999,0,0.186540993003291,"['z', 'z', 'x']"
3,x,5,0.5,m1,0,100000,100000,16,32,0,1.0,0.00016,0,0.0427245860046241,"['z', 'z', 'x']"
3,x,5,0.3,normal,0,100000,100000,27,54,0,1.0,0.0002699999999999,0,0.1810570360030396,"['z', 'z', 'x']"
3,x,5,0.3,m1,0,100000,100000,5,10,0,1.0,4.999999999999449e-05,0,0.0358875400052056,"['z', 'z', 'x']"
3,x,5,0.1,normal,0,100000,100000,2,4,0,1.0,2.000000000002e-05,0,0.3693314260017359,"['z', 'z', 'x']"
3,x,5,0.1,m1,0,100000,100000,2,3,0,1.0,2.000000000002e-05,0,0.0334363899964955,"['z', 'z', 'x']"
3,x,6,1.0,normal,0,100000,82225,4044,7386,0,0.82225,0.0491821222256004,0,11.94453161799902,"['x', 'x', 'z']"
3,x,6,1.0,m1,0,100000,84193,4218,7831,0,0.84193,0.0500991768911904,0,1.2592098189998069,"['x', 'x', 'z']"
3,x,6,0.8,normal,0,100000,85377,3266,6040,0,0.85377,0.0382538622814107,0,10.91849110199837,"['x', 'x', 'z']"
3,x,6,0.8,m1,0,100000,87106,3450,6420,0,0.87106,0.0396069157118912,0,1.115844184001617,"['x', 'x', 'z']"
3,x,6,0.5,normal,0,100000,90560,2222,4121,0,0.9056,0.0245362190812721,0,9.291216796002118,"['x', 'x', 'z']"
3,x,6,0.5,m1,0,100000,91593,2307,4326,0,0.91593,0.0251875143296976,0,2.61165361199528,"['x', 'x', 'z']"
3,x,6,0.3,normal,0,100000,94160,1394,2586,0,0.9416,0.014804587935429,0,8.026894280003035,"['x', 'x', 'z']"
3,x,6,0.3,m1,0,100000,94865,1409,2640,0,0.94865,0.014852685395035,0,1.9042901269931465,"['x', 'x', 'z']"
3,x,6,0.1,normal,0,100000,97996,436,836,0,0.97996,0.0044491611902526,0,2.227034231997095,"['x', 'x', 'z']"
3,x,6,0.1,m1,0,100000,98246,498,955,0,0.98246,0.0050689086578588,0,0.3356776959990384,"['x', 'x', 'z']"
3,x,7,1.0,normal,0,100000,95399,4308,8232,0,0.95399,0.045157706055619,0,1.7445667689971742,"['z', 'x', 'z']"
3,x,7,1.0,m1,0,100000,94217,3228,6243,0,0.94217,0.034261332880478,0,0.7266808290005429,"['z', 'x', 'z']"
3,x,7,0.8,normal,0,100000,96354,3558,6844,0,0.96354,0.0369263341428482,0,4.621406780999678,"['z', 'x', 'z']"
3,x,7,0.8,m1,0,100000,95389,2622,5128,0,0.95389,0.0274874461415886,0,0.6764823170015006,"['z', 'x', 'z']"
3,x,7,0.5,normal,0,100000,97703,2240,4373,0,0.97703,0.0229266245662875,0,3.7067643810005393,"['z', 'x', 'z']"
3,x,7,0.5,m1,0,100000,97085,1666,3294,0,0.97085,0.0171602204254004,0,0.2108706520011765,"['z', 'x', 'z']"
3,x,7,0.3,normal,0,100000,98628,1336,2631,0,0.98628,0.0135458490489516,0,1.0186162649988546,"['z', 'x', 'z']"
3,x,7,0.3,m1,0,100000,98214,1044,2065,0,0.98214,0.0106298491050156,0,0.5466764570010127,"['z', 'x', 'z']"
3,x,7,0.1,normal,0,100000,99537,492,979,0,0.99537,0.0049428855601434,0,0.755967363002128,"['z', 'x', 'z']"
3,x,7,0.1,m1,0,100000,99405,356,713,0,0.99405,0.0035813087872843,0,0.3882410160003928,"['z', 'x', 'z']"
3,z,2,1.0,normal,0,100000,93751,3685,7092,0,0.93751,0.0393062474000277,0,5.1348721840040525,"['z', 'x', 'x']"
3,z,2,1.0,m1,0,100000,92555,2800,5413,0,0.92555,0.0302522824266652,0,0.7401169689983362,"['z', 'x', 'x']"
3,z,2,0.8,normal,0,100000,94849,2968,5750,0,0.94849,0.0312918428238568,0,1.6169958870013943,"['z', 'x', 'x']"
3,z,2,0.8,m1,0,100000,94100,2366,4619,0,0.941,0.0251434643995749,0,0.2446204590014531,"['z', 'x', 'x']"
3,z,2,0.5,normal,0,100000,96842,1888,3688,0,0.96842,0.0194956733648623,0,1.26348915300332,"['z', 'x', 'x']"
3,z,2,0.5,m1,0,100000,96176,1442,2847,0,0.96176,0.0149933455331892,0,0.6147640830022283,"['z', 'x', 'x']"
3,z,2,0.3,normal,0,100000,98047,1158,2290,0,0.98047,0.0118106622334186,0,3.0079011419948074,"['z', 'x', 'x']"
3,z,2,0.3,m1,0,100000,97653,922,1828,0,0.97653,0.0094415942162555,0,0.1913803269999334,"['z', 'x', 'x']"
3,z,2,0.1,normal,0,100000,99356,412,814,0,0.99356,0.0041467047787753,0,0.7529169639965403,"['z', 'x', 'x']"
3,z,2,0.1,m1,0,100000,99197,294,588,0,0.99197,0.0029637993084468,0,0.1353324270021403,"['z', 'x', 'x']"
3,z,3,1.0,normal,0,100000,83078,3580,6634,0,0.83078,0.043092033992152,0,3.881476959002612,"['x', 'z', 'x']"
3,z,3,1.0,m1,0,100000,86226,3517,6668,0,0.86226,0.0407881613434463,0,1.093038910999894,"['x', 'z', 'x']"
3,z,3,0.8,normal,0,100000,86224,2948,5447,0,0.86224,0.0341900167006865,0,9.215631525003118,"['x', 'z', 'x']"
3,z,3,0.8,m1,0,100000,88981,2834,5379,0,0.88981,0.0318494959598116,0,2.9408035879969248,"['x', 'z', 'x']"
3,z,3,0.5,normal,0,100000,90997,2010,3709,0,0.90997,0.0220886402848445,0,3.073349400998268,"['x', 'z', 'x']"
3,z,3,0.5,m1,0,100000,92801,1836,3525,0,0.92801,0.0197842695660607,0,2.266697731996828,"['x', 'z', 'x']"
3,z,3,0.3,normal,0,100000,94495,1216,2275,0,0.94495,0.0128684057357532,0,6.778781060005713,"['x', 'z', 'x']"
3,z,3,0.3,m1,0,100000,95588,1208,2325,0,0.95588,0.0126375695694019,0,1.7263120640054694,"['x', 'z', 'x']"
3,z,3,0.1,normal,0,100000,98050,424,795,0,0.9805,0.0043243243243242,0,5.840219300996978,"['x', 'z', 'x']"
3,z,3,0.1,m1,0,100000,98555,429,824,0,0.98555,0.0043528993962761,0,0.3067971569980727,"['x', 'z', 'x']"
3,z,4,1.0,normal,0,100000,100000,96,189,0,1.0,0.0009599999999999,0,0.2000857620005263,"['z', 'z', 'x']"
3,z,4,1.0,m1,0,100000,100000,55,106,0,1.0,0.00055,0,0.0580088459973922,"['z', 'z', 'x']"
3,z,4,0.8,normal,0,100000,100000,62,119,0,1.0,0.0006199999999999,0,0.5621608590008691,"['z', 'z', 'x']"
3,z,4,0.8,m1,0,100000,100000,36,73,0,1.0,0.00036,0,0.0515147900005104,"['z', 'z', 'x']"
3,z,4,0.5,normal,0,100000,100000,28,55,0,1.0,0.0002799999999999,0,0.1998533419973682,"['z', 'z', 'x']"
3,z,4,0.5,m1,0,100000,100000,16,31,0,1.0,0.00016,0,0.0431442240005708,"['z', 'z', 'x']"
3,z,4,0.3,normal,0,100000,100000,6,12,0,1.0,5.999999999994898e-05,0,0.4612428680047742,"['z', 'z', 'x']"
3,z,4,0.3,m1,0,100000,100000,5,10,0,1.0,4.999999999999449e-05,0,0.0123168380014249,"['z', 'z', 'x']"
3,z,4,0.1,normal,0,100000,100000,0,0,0,1.0,0.0,0,0.1107976229977794,"['z', 'z', 'x']"
3,z,4,0.1,m1,0,100000,100000,0,1,0,1.0,0.0,0,0.0110972890033735,"['z', 'z', 'x']"
3,z,5,1.0,normal,0,100000,82065,3866,6973,0,0.82065,0.0471089989642357,0,2.281438583006093,"['x', 'x', 'z']"
3,z,5,1.0,m1,0,100000,84179,3977,7280,0,0.84179,0.0472445621829672,0,1.9854185550066177,"['x', 'x', 'z']"
3,z,5,0.8,normal,0,100000,85541,3236,5885,0,0.85541,0.037829812604482,0,4.869895689000259,"['x', 'x', 'z']"
3,z,5,0.8,m1,0,100000,87061,3255,5876,0,0.87061,0.0373875788240428,0,0.5964632550021634,"['x', 'x', 'z']"
3,z,5,0.5,normal,0,100000,90598,2230,4035,0,0.90598,0.0246142298946996,0,4.4082442709986935,"['x', 'x', 'z']"
3,z,5,0.5,m1,0,100000,91598,2207,4090,0,0.91598,0.0240944125417585,0,1.4840208120003808,"['x', 'x', 'z']"
3,z,5,0.3,normal,0,100000,94098,1328,2386,0,0.94098,0.0141129460774936,0,1.1490675899985945,"['x', 'x', 'z']"
3,z,5,0.3,m1,0,100000,94920,1304,2426,0,0.9492,0.0137378845343446,0,1.1533524120022776,"['x', 'x', 'z']"
3,z,5,0.1,normal,0,100000,97988,461,834,0,0.97988,0.0047046577131893,0,2.195356904005166,"['x', 'x', 'z']"
3,z,5,0.1,m1,0,100000,98279,468,868,0,0.98279,0.0047619532148271,0,0.2418403529954957,"['x', 'x', 'z']"
3,z,6,1.0,normal,0,100000,95308,284,529,0,0.95308,0.002979812817392,0,1.6224270799939404,"['z', 'x', 'z']"
3,z,6,1.0,m1,0,100000,94268,114,223,0,0.94268,0.0012093181143123,0,0.0804252500020084,"['z', 'x', 'z']"
3,z,6,0.8,normal,0,100000,96292,200,383,0,0.96292,0.0020770157437793,0,0.5000445320038125,"['z', 'x', 'z']"
3,z,6,0.8,m1,0,100000,95309,96,179,0,0.95309,0.0010072501022988,0,0.1990193059973535,"['z', 'x', 'z']"
3,z,6,0.5,normal,0,100000,97703,144,273,0,0.97703,0.0014738544364042,0,0.4178934650044539,"['z', 'x', 'z']"
3,z,6,0.5,m1,0,100000,97114,41,80,0,0.97114,0.0004221842370821,0,0.1422085430021979,"['z', 'x', 'z']"
3,z,6,0.3,normal,0,100000,98556,62,124,0,0.98556,0.0006290839725637,0,0.9271695780043956,"['z', 'x', 'z']"
3,z,6,0.3,m1,0,100000,98186,27,52,0,0.98186,0.0002749882875359,0,0.041179285995895,"['z', 'x', 'z']"
3,z,6,0.1,normal,0,100000,99513,19,38,0,0.99513,0.0001909298282636,0,0.160553219000576,"['z', 'x', 'z']"
3,z,6,0.1,m1,0,100000,99413,5,10,0,0.99413,5.029523301780525e-05,0,0.0352578530000755,"['z', 'x', 'z']"
3,z,7,1.0,normal,0,100000,85822,53,106,0,0.85822,0.0006175572696976,0,0.7327890400047181,"['x', 'z', 'z']"
3,z,7,1.0,m1,0,100000,85756,72,141,0,0.85756,0.0008395913988525,0,0.1713071720005246,"['x', 'z', 'z']"
3,z,7,0.8,normal,0,100000,88354,32,62,0,0.88354,0.0003621794146275,0,0.6596199440027704,"['x', 'z', 'z']"
3,z,7,0.8,m1,0,100000,88481,50,99,0,0.88481,0.0005650930708287,0,0.1391829420026624,"['x', 'z', 'z']"
3,z,7,0.5,normal,0,100000,92622,23,42,0,0.92622,0.000248321133208,0,1.0682760269992286,"['x', 'z', 'z']"
3,z,7,0.5,m1,0,100000,92486,18,37,0,0.92486,0.0001946240512077,0,0.0893257779971463,"['x', 'z', 'z']"
3,z,7,0.3,normal,0,100000,95482,4,7,0,0.95482,4.189271276267004e-05,0,0.6271399559991551,"['x', 'z', 'z']"
3,z,7,0.3,m1,0,100000,95529,6,11,0,0.95529,6.280815249815053e-05,0,0.066103617005865,"['x', 'z', 'z']"
3,z,7,0.1,normal,0,100000,98402,2,3,0,0.98402,2.032479014657529e-05,0,0.2017105490012909,"['x', 'z', 'z']"
3,z,7,0.1,m1,0,100000,98406,0,0,0,0.98406,0.0,0,0.0469809630012605,"['x', 'z', 'z']"
