n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
3,x,2,1.0,normal,0,100000,80640,38,77,0,0.8064,0.0004712301587301,0,2.138528960000258,"['x', 'x', 'x']"
3,x,2,1.0,m1,0,100000,87300,96,191,0,0.873,0.0010996563573882,0,0.4464581450010882,"['x', 'x', 'x']"
3,x,2,0.8,normal,0,100000,83999,28,56,0,0.83999,0.0003333373016345,0,1.8478095609971208,"['x', 'x', 'x']"
3,x,2,0.8,m1,0,100000,89485,76,149,0,0.89485,0.0008493043526848,0,0.3479972409986658,"['x', 'x', 'x']"
3,x,2,0.5,normal,0,100000,89713,8,16,0,0.89713,8.91732524829214e-05,0,1.4450496899953578,"['x', 'x', 'x']"
3,x,2,0.5,m1,0,100000,93546,35,70,0,0.93546,0.000374147478246,0,0.0657232829980785,"['x', 'x', 'x']"
3,x,2,0.3,normal,0,100000,93649,2,5,0,0.93649,2.135634123157093e-05,0,1.1014935589992092,"['x', 'x', 'x']"
3,x,2,0.3,m1,0,100000,95808,11,22,0,0.95808,0.0001148129592518,0,0.1457342560024699,"['x', 'x', 'x']"
3,x,2,0.1,normal,0,100000,97811,0,0,0,0.97811,0.0,0,0.5319719920007628,"['x', 'x', 'x']"
3,x,2,0.1,m1,0,100000,98583,0,1,0,0.98583,0.0,0,0.0396346569978049,"['x', 'x', 'x']"
3,x,3,1.0,normal,0,100000,93229,264,507,0,0.93229,0.0028317369058983,0,0.5421635339953355,"['z', 'x', 'x']"
3,x,3,1.0,m1,0,100000,93801,84,163,0,0.93801,0.0008955128410145,0,0.0690069129996118,"['z', 'x', 'x']"
3,x,3,0.8,normal,0,100000,94590,196,377,0,0.9459,0.0020721006448884,0,0.5185968520017923,"['z', 'x', 'x']"
3,x,3,0.8,m1,0,100000,94909,44,87,0,0.94909,0.0004636019766302,0,0.1950353150023147,"['z', 'x', 'x']"
3,x,3,0.5,normal,0,100000,96555,121,236,0,0.96555,0.0012531717673864,0,1.31784598500235,"['z', 'x', 'x']"
3,x,3,0.5,m1,0,100000,96823,17,34,0,0.96823,0.0001755781167698,0,0.1501458709972212,"['z', 'x', 'x']"
3,x,3,0.3,normal,0,100000,97955,70,138,0,0.97955,0.0007146138532999,0,1.040400049998425,"['z', 'x', 'x']"
3,x,3,0.3,m1,0,100000,98067,8,16,0,0.98067,8.157688111187777e-05,0,0.1238847950007766,"['z', 'x', 'x']"
3,x,3,0.1,normal,0,100000,99282,18,36,0,0.99282,0.0001813017465401,0,0.5148721879959339,"['z', 'x', 'x']"
3,x,3,0.1,m1,0,100000,99305,1,2,0,0.99305,1.0069986405514264e-05,0,0.0350341209996258,"['z', 'x', 'x']"
