n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.8,m1,0,init,1000000,1000000,2,4,0,1.0,1.999999999946489e-06,0,1.5990334009984508,"['z', 'z', 'z', 'x']"
4,x,9,1.0,m1,0,init,1000000,1000000,3,6,0,1.0,2.9999999999752447e-06,0,2.856853810022585,"['z', 'z', 'z', 'x']"
4,x,9,0.5,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.9570933469804004,"['z', 'z', 'z', 'x']"
4,x,5,1.0,m1,0,init,1000000,889693,8,17,0,0.889693,8.991865733443127e-06,0,8.454286289983429,"['z', 'z', 'x', 'x']"
4,x,3,0.5,m1,0,init,1000000,865750,0,0,0,0.86575,0.0,0,11.892922873026691,"['z', 'x', 'x', 'x']"
4,x,5,0.5,m1,0,init,1000000,936904,2,5,0,0.936904,2.1346904272023792e-06,0,4.973209180985577,"['z', 'z', 'x', 'x']"
4,x,5,0.8,m1,0,init,1000000,872844,2,3,0,0.872844,2.2913601972485158e-06,0,10.488781346939504,"['z', 'z', 'x', 'x']"
4,x,9,0.3,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.527389429975301,"['z', 'z', 'z', 'x']"
4,x,3,0.8,m1,0,init,1000000,788149,2,3,0,0.788149,2.5375912422465063e-06,0,16.44594485592097,"['z', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,init,1000000,630511,2,3,0,0.630511,3.1720303055315924e-06,0,19.305215609027076,"['x', 'x', 'x', 'x']"
4,x,2,1.0,m1,0,init,1000000,508376,3,6,0,0.508376,5.90114403509201e-06,0,22.76707073196303,"['x', 'x', 'x', 'x']"
4,x,2,0.5,m1,0,init,1000000,729692,0,1,0,0.729692,0.0,0,21.27260683197528,"['x', 'x', 'x', 'x']"
4,x,2,0.3,m1,0,init,1000000,787200,0,0,0,0.7872,0.0,0,7.685407120035961,"['x', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,init,1000000,959943,0,0,0,0.959943,0.0,0,1.7232317959424108,"['z', 'z', 'x', 'x']"
4,x,3,1.0,m1,0,init,1000000,692741,2,2,0,0.692741,2.887081896441046e-06,0,20.547001539031044,"['z', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.3664393540238961,"['z', 'z', 'z', 'x']"
4,x,2,0.1,m1,0,init,1000000,934063,0,0,0,0.934063,0.0,0,2.3221633640350774,"['x', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,init,1000000,903206,0,0,0,0.903206,0.0,0,3.60925371106714,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,init,1000000,983607,0,0,0,0.983607,0.0,0,0.8917898430954665,"['z', 'z', 'x', 'x']"
4,x,3,0.1,m1,0,init,1000000,969627,0,0,0,0.969627,0.0,0,1.1981762240175158,"['z', 'x', 'x', 'x']"
