n,lstate,i,p_error,sim_type,total_meta_shots,comp_type,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
4,x,9,0.8,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.0895590700674802,"['z', 'z', 'z', 'x']"
4,x,9,1.0,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,1.041340893949382,"['z', 'z', 'z', 'x']"
4,x,9,0.5,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.6205614730715752,"['z', 'z', 'z', 'x']"
4,x,5,0.8,m1,0,init,1000000,876386,14,21,0,0.876386,1.5974696081388906e-05,0,7.176852538017556,"['z', 'z', 'x', 'x']"
4,x,5,0.5,m1,0,init,1000000,929931,4,8,0,0.929931,4.301394404548908e-06,0,4.087005831999704,"['z', 'z', 'x', 'x']"
4,x,3,1.0,m1,0,init,1000000,692465,2,4,0,0.692465,2.888232618292186e-06,0,12.84952481405344,"['z', 'x', 'x', 'x']"
4,x,2,0.8,m1,0,init,1000000,544410,2,4,0,0.54441,3.673701805650964e-06,0,17.44929792091716,"['x', 'x', 'x', 'x']"
4,x,3,0.8,m1,0,init,1000000,774027,2,3,0,0.774027,2.583889192497857e-06,0,15.269725924008526,"['z', 'x', 'x', 'x']"
4,x,5,1.0,m1,0,init,1000000,867038,8,15,0,0.867038,9.226815894991525e-06,0,8.384414842934348,"['z', 'z', 'x', 'x']"
4,x,3,0.5,m1,0,init,1000000,850860,0,0,0,0.85086,0.0,0,12.061354095931163,"['z', 'x', 'x', 'x']"
4,x,9,0.3,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.4788547400385141,"['z', 'z', 'z', 'x']"
4,x,2,0.5,m1,0,init,1000000,707431,0,1,0,0.707431,0.0,0,20.499174066004343,"['x', 'x', 'x', 'x']"
4,x,2,0.1,m1,0,init,1000000,931119,0,0,0,0.931119,0.0,0,2.678230762016028,"['x', 'x', 'x', 'x']"
4,x,5,0.3,m1,0,init,1000000,955790,0,0,0,0.95579,0.0,0,2.042489549028687,"['z', 'z', 'x', 'x']"
4,x,2,1.0,m1,0,init,1000000,532997,1,2,0,0.532997,1.8761831680480512e-06,0,26.782341698068198,"['x', 'x', 'x', 'x']"
4,x,2,0.3,m1,0,init,1000000,842185,0,0,0,0.842185,0.0,0,11.561387346941046,"['x', 'x', 'x', 'x']"
4,x,9,0.1,m1,0,init,1000000,1000000,0,0,0,1.0,0.0,0,0.8564774780534208,"['z', 'z', 'z', 'x']"
4,x,3,0.1,m1,0,init,1000000,953453,0,0,0,0.953453,0.0,0,1.987029759096913,"['z', 'x', 'x', 'x']"
4,x,3,0.3,m1,0,init,1000000,905111,0,0,0,0.905111,0.0,0,4.674434527987614,"['z', 'x', 'x', 'x']"
4,x,5,0.1,m1,0,init,1000000,983894,0,0,0,0.983894,0.0,0,0.9836472609313204,"['z', 'z', 'x', 'x']"
