n,lstate,i,p_error,sim_type,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,LER,detect_normal,decoding_normal,meas_type
3,x,2,1.0,normal,0,100000,82401,42,81,0,0.82401,0.0005097025521535,0,2.1150183560021105,"['x', 'x', 'x']"
3,x,2,1.0,m1,0,100000,85307,67,132,0,0.85307,0.000785398619105,0,0.4214744380005868,"['x', 'x', 'x']"
3,x,2,0.8,normal,0,100000,85728,24,49,0,0.85728,0.0002799552071668,0,1.863698693996412,"['x', 'x', 'x']"
3,x,2,0.8,m1,0,100000,88142,51,102,0,0.88142,0.0005786117855278,0,0.3267990860040299,"['x', 'x', 'x']"
3,x,2,0.5,normal,0,100000,90767,12,24,0,0.90767,0.0001322066389767,0,1.4663814110026578,"['x', 'x', 'x']"
3,x,2,0.5,m1,0,100000,92399,15,30,0,0.92399,0.0001623394192578,0,0.0598515790043165,"['x', 'x', 'x']"
3,x,2,0.3,normal,0,100000,94495,3,6,0,0.94495,3.174771151914779e-05,0,0.3222770100037451,"['x', 'x', 'x']"
3,x,2,0.3,m1,0,100000,95345,4,8,0,0.95345,4.195290786090933e-05,0,0.1296693300027982,"['x', 'x', 'x']"
3,x,2,0.1,normal,0,100000,98200,0,0,0,0.982,0.0,0,0.5072279549931409,"['x', 'x', 'x']"
3,x,2,0.1,m1,0,100000,98382,0,1,0,0.98382,0.0,0,0.0876547310035675,"['x', 'x', 'x']"
3,x,3,1.0,normal,0,100000,93486,258,481,0,0.93486,0.0027597715165906,0,1.5801563670029282,"['z', 'x', 'x']"
3,x,3,1.0,m1,0,100000,94542,192,357,0,0.94542,0.0020308434346639,0,0.0737814009989961,"['z', 'x', 'x']"
3,x,3,0.8,normal,0,100000,94813,196,379,0,0.94813,0.002067227068018,0,1.5361050779974903,"['z', 'x', 'x']"
3,x,3,0.8,m1,0,100000,95693,132,249,0,0.95693,0.0013794112422016,0,0.0654342049965635,"['z', 'x', 'x']"
3,x,3,0.5,normal,0,100000,96665,112,216,0,0.96665,0.0011586406662184,0,0.4248933229973772,"['z', 'x', 'x']"
3,x,3,0.5,m1,0,100000,97249,73,142,0,0.97249,0.0007506503922919,0,0.0524372299987589,"['z', 'x', 'x']"
3,x,3,0.3,normal,0,100000,97954,64,129,0,0.97954,0.0006533679073851,0,1.0106101060009678,"['z', 'x', 'x']"
3,x,3,0.3,m1,0,100000,98391,42,85,0,0.98391,0.000426868311126,0,0.0459360029999516,"['z', 'x', 'x']"
3,x,3,0.1,normal,0,100000,99344,20,41,0,0.99344,0.0002013206635529,0,0.5182039510036702,"['z', 'x', 'x']"
3,x,3,0.1,m1,0,100000,99468,10,19,0,0.99468,0.0001005348453774,0,0.0372309869999298,"['z', 'x', 'x']"
3,x,4,1.0,normal,0,100000,82333,3305,5724,0,0.82333,0.0401418629225219,0,2.193273288001365,"['x', 'z', 'x']"
3,x,4,1.0,m1,0,100000,83562,4186,7609,0,0.83562,0.0500945405806466,0,2.0070516359992325,"['x', 'z', 'x']"
3,x,4,0.8,normal,0,100000,85392,2740,4722,0,0.85392,0.0320873149709575,0,1.9262218340008983,"['x', 'z', 'x']"
3,x,4,0.8,m1,0,100000,86593,3516,6406,0,0.86593,0.0406037439515896,0,1.790841990004992,"['x', 'z', 'x']"
3,x,4,0.5,normal,0,100000,90541,1853,3238,0,0.90541,0.0204658662926188,0,4.466339172999142,"['x', 'z', 'x']"
3,x,4,0.5,m1,0,100000,91436,2384,4332,0,0.91436,0.0260728815783717,0,1.4774053410001216,"['x', 'z', 'x']"
3,x,4,0.3,normal,0,100000,94237,1105,1960,0,0.94237,0.0117257552765899,0,3.3713997450031457,"['x', 'z', 'x']"
3,x,4,0.3,m1,0,100000,94703,1418,2572,0,0.94703,0.0149731265113037,0,1.1718511779981782,"['x', 'z', 'x']"
3,x,4,0.1,normal,0,100000,98052,368,657,0,0.98052,0.0037531105943784,0,2.1805989450003835,"['x', 'z', 'x']"
3,x,4,0.1,m1,0,100000,98200,501,926,0,0.982,0.0051018329938899,0,0.6475613870061352,"['x', 'z', 'x']"
3,x,5,1.0,normal,0,100000,100000,264,514,0,1.0,0.0026399999999999,0,0.7233305650006514,"['z', 'z', 'x']"
3,x,5,1.0,m1,0,100000,100000,80,159,0,1.0,0.0008,0,0.0198737829996389,"['z', 'z', 'x']"
3,x,5,0.8,normal,0,100000,100000,178,345,0,1.0,0.00178,0,0.2206783349975012,"['z', 'z', 'x']"
3,x,5,0.8,m1,0,100000,100000,56,110,0,1.0,0.00056,0,0.0188055190010345,"['z', 'z', 'x']"
3,x,5,0.5,normal,0,100000,100000,66,129,0,1.0,0.0006599999999999,0,0.1995261300035054,"['z', 'z', 'x']"
3,x,5,0.5,m1,0,100000,100000,26,52,0,1.0,0.00026,0,0.0475886630010791,"['z', 'z', 'x']"
3,x,5,0.3,normal,0,100000,100000,28,54,0,1.0,0.0002799999999999,0,0.5101353479985846,"['z', 'z', 'x']"
3,x,5,0.3,m1,0,100000,100000,9,18,0,1.0,9.00000000000345e-05,0,0.0386098860035417,"['z', 'z', 'x']"
3,x,5,0.1,normal,0,100000,100000,2,4,0,1.0,2.000000000002e-05,0,0.3727560019979137,"['z', 'z', 'x']"
3,x,5,0.1,m1,0,100000,100000,0,1,0,1.0,0.0,0,0.0136108629958471,"['z', 'z', 'x']"
3,x,6,1.0,normal,0,100000,81800,5076,9299,0,0.818,0.0620537897310513,0,12.710558021004545,"['x', 'x', 'z']"
3,x,6,1.0,m1,0,100000,84225,4278,8080,0,0.84225,0.0507925200356188,0,1.211137205005798,"['x', 'x', 'z']"
3,x,6,0.8,normal,0,100000,84893,4227,7784,0,0.84893,0.0497920912207131,0,3.875022349995561,"['x', 'x', 'z']"
3,x,6,0.8,m1,0,100000,87011,3551,6716,0,0.87011,0.0408109319511326,0,3.177316430002975,"['x', 'x', 'z']"
3,x,6,0.5,normal,0,100000,90344,2794,5210,0,0.90344,0.0309262374922518,0,9.642123764002465,"['x', 'x', 'z']"
3,x,6,0.5,m1,0,100000,91765,2414,4633,0,0.91765,0.026306325941263,0,2.528052002999175,"['x', 'x', 'z']"
3,x,6,0.3,normal,0,100000,94115,1745,3288,0,0.94115,0.0185411464697444,0,8.292058571998496,"['x', 'x', 'z']"
3,x,6,0.3,m1,0,100000,94891,1484,2849,0,0.94891,0.0156389963220958,0,1.925106625996705,"['x', 'x', 'z']"
3,x,6,0.1,normal,0,100000,97884,612,1174,0,0.97884,0.0062522986392056,0,2.281992035001167,"['x', 'x', 'z']"
3,x,6,0.1,m1,0,100000,98271,512,997,0,0.98271,0.005210082323371,0,1.006133625000075,"['x', 'x', 'z']"
3,x,7,1.0,normal,0,100000,95415,4822,9117,0,0.95415,0.0505371272860661,0,5.168183203000808,"['z', 'x', 'z']"
3,x,7,1.0,m1,0,100000,94515,4156,7977,0,0.94515,0.0439718563191028,0,0.7459064309950918,"['z', 'x', 'z']"
3,x,7,0.8,normal,0,100000,96310,3900,7459,0,0.9631,0.0404942373585297,0,4.732936817999871,"['z', 'x', 'z']"
3,x,7,0.8,m1,0,100000,95458,3340,6464,0,0.95458,0.0349892099143078,0,0.7060999810055364,"['z', 'x', 'z']"
3,x,7,0.5,normal,0,100000,97695,2537,4952,0,0.97695,0.0259685756691744,0,3.8220166460014298,"['z', 'x', 'z']"
3,x,7,0.5,m1,0,100000,97184,2140,4184,0,0.97184,0.0220200856108001,0,0.2084914340011892,"['z', 'x', 'z']"
3,x,7,0.3,normal,0,100000,98577,1530,3007,0,0.98577,0.0155208618643294,0,1.1009467429976212,"['z', 'x', 'z']"
3,x,7,0.3,m1,0,100000,98252,1364,2688,0,0.98252,0.0138826690550828,0,0.5630894790010643,"['z', 'x', 'z']"
3,x,7,0.1,normal,0,100000,99500,523,1040,0,0.995,0.0052562814070351,0,2.2142411489985534,"['z', 'x', 'z']"
3,x,7,0.1,m1,0,100000,99428,458,913,0,0.99428,0.0046063483123466,0,0.1339820279972627,"['z', 'x', 'z']"
3,z,2,1.0,normal,0,100000,93534,3814,7348,0,0.93534,0.0407766159899074,0,1.775159008000628,"['z', 'x', 'x']"
